family_id,instance_id,policy_id,performance
w2_c200_uneven,93,deep_q_networks,14257.69
w2_c200_uneven,94,deep_q_networks,12952.81
w2_c200_uneven,95,deep_q_networks,13908.73
w2_c200_uneven,96,deep_q_networks,13879.68
w2_c200_uneven,97,deep_q_networks,13462.31
w2_c200_uneven,98,deep_q_networks,13579.21
w2_c200_uneven,99,deep_q_networks,13478.83
w2_c200_uneven,100,deep_q_networks,14163.34
w2_c200_uneven,101,deep_q_networks,13853.47
w2_c200_uneven,102,deep_q_networks,13809.68
w2_c200_uneven,103,deep_q_networks,14739.39
w2_c200_uneven,104,deep_q_networks,13576.17
w2_c200_uneven,105,deep_q_networks,14228.38
w2_c200_uneven,106,deep_q_networks,13430.95
w2_c200_uneven,107,deep_q_networks,14173.91
w2_c200_uneven,108,deep_q_networks,14138.6
w2_c200_uneven,109,deep_q_networks,13211.68
w2_c200_uneven,110,deep_q_networks,13589.69
w2_c200_uneven,111,deep_q_networks,13580.43
w2_c200_uneven,112,deep_q_networks,13811.02
w2_c200_uneven,113,deep_q_networks,13878.76
w2_c200_uneven,114,deep_q_networks,13590.36
w2_c200_uneven,115,deep_q_networks,13656.59
w2_c200_uneven,116,deep_q_networks,13822.24
w2_c200_uneven,117,deep_q_networks,13853.47
w2_c200_uneven,118,deep_q_networks,14095.59
w2_c200_uneven,119,deep_q_networks,14253.4
w2_c200_uneven,120,deep_q_networks,12845.35
w2_c200_uneven,121,deep_q_networks,14387.37
w2_c200_uneven,122,deep_q_networks,14014.31
w2_c200_uneven,123,deep_q_networks,14344.96
w2_c200_uneven,124,deep_q_networks,13444.89
w2_c200_uneven,125,deep_q_networks,13069.8
w2_c200_uneven,126,deep_q_networks,13471.33
w2_c200_uneven,127,deep_q_networks,13780.27
w2_c200_uneven,128,deep_q_networks,13276.55
w2_c200_uneven,129,deep_q_networks,14068.27
w2_c200_uneven,130,deep_q_networks,13735.75
w2_c200_uneven,131,deep_q_networks,13063.91
w2_c200_uneven,132,deep_q_networks,14705.35
w2_c200_uneven,133,deep_q_networks,13676.31
w2_c200_uneven,134,deep_q_networks,12652.21
w2_c200_uneven,135,deep_q_networks,12935.73
w2_c200_uneven,136,deep_q_networks,13036.12
w2_c200_uneven,137,deep_q_networks,14299.67
w2_c200_uneven,138,deep_q_networks,13812.54
w2_c200_uneven,139,deep_q_networks,13881.28
w2_c200_uneven,140,deep_q_networks,13681.41
w2_c200_uneven,141,deep_q_networks,13364.88
w2_c200_uneven,142,deep_q_networks,12885.0
w2_c200_uneven,143,deep_q_networks,14150.38
w2_c200_uneven,144,deep_q_networks,13675.42
w2_c200_uneven,145,deep_q_networks,14079.03
w2_c200_uneven,146,deep_q_networks,13580.87
w2_c200_uneven,147,deep_q_networks,13383.99
w2_c200_uneven,148,deep_q_networks,13259.12
w2_c200_uneven,149,deep_q_networks,13592.98
w2_c200_uneven,150,deep_q_networks,14555.78
w2_c200_uneven,151,deep_q_networks,13679.16
w2_c200_uneven,152,deep_q_networks,13894.73
w2_c200_uneven,153,deep_q_networks,12694.1
w2_c200_uneven,154,deep_q_networks,13889.66
w2_c200_uneven,155,deep_q_networks,13982.07
