num_warehouses,num_customers,capacity_distribution,param,mean_reward,std_reward,all_rewards
2,200,uneven,1.06,-13673.98,465.59,"[np.float64(-13336.057225009728), np.float64(-14763.343668298878), np.float64(-13880.689917230467), np.float64(-13602.254484830706), np.float64(-13483.519363637706), np.float64(-14354.942453549551), np.float64(-13351.750907859772), np.float64(-13417.262189415378), np.float64(-14209.802660962452), np.float64(-13810.90832360677), np.float64(-14048.333071982926), np.float64(-14023.811616212326), np.float64(-13541.962093073415), np.float64(-13894.901400191031), np.float64(-13831.634219825759), np.float64(-13888.999543705559), np.float64(-13437.169575161115), np.float64(-13123.046345363915), np.float64(-13752.82809538088), np.float64(-13214.207342924901), np.float64(-13890.706564024324), np.float64(-13687.41213782961), np.float64(-13306.53299951923), np.float64(-13919.744832240642), np.float64(-13834.860959556674), np.float64(-13466.324708436867), np.float64(-14186.583050968276), np.float64(-13764.908597352243), np.float64(-13716.97953847241), np.float64(-13032.15632726168), np.float64(-13513.282118285659), np.float64(-13762.701730252484), np.float64(-12672.262926033658), np.float64(-13765.764553991306), np.float64(-14213.752228704923), np.float64(-14441.15060473123), np.float64(-13583.786948387888), np.float64(-13264.71591597701), np.float64(-13250.20295671828), np.float64(-12928.28733206018), np.float64(-13169.213652446093), np.float64(-13306.888803553613), np.float64(-13434.163007367435), np.float64(-13231.177640963142), np.float64(-13858.117549574203), np.float64(-14994.493236847056), np.float64(-13863.35199781676), np.float64(-13871.810329887387), np.float64(-12672.60982383739), np.float64(-14127.425913181713)]"
2,200,uneven,1.08,-13680.7,461.14,"[np.float64(-13336.95395885249), np.float64(-14765.609219094356), np.float64(-13836.549118034449), np.float64(-13610.763961270672), np.float64(-13499.823375451699), np.float64(-14354.942453549551), np.float64(-13354.58697214496), np.float64(-13403.74685664102), np.float64(-14192.09596299826), np.float64(-13809.491681285956), np.float64(-14049.361091488245), np.float64(-14023.811616212326), np.float64(-13536.660638605483), np.float64(-13887.632331410516), np.float64(-13834.137795687626), np.float64(-13903.745939525199), np.float64(-13518.776338919855), np.float64(-13125.760351246927), np.float64(-13738.471149429237), np.float64(-13236.684829063368), np.float64(-13916.028528570001), np.float64(-13698.39692206274), np.float64(-13277.534755534945), np.float64(-13925.82148784354), np.float64(-13855.221293732597), np.float64(-13470.3882531438), np.float64(-14186.583050968276), np.float64(-13764.908597352243), np.float64(-13802.195269201899), np.float64(-13032.15632726168), np.float64(-13546.674731913949), np.float64(-13854.824707299027), np.float64(-12672.262926033658), np.float64(-13719.158626543083), np.float64(-14213.752228704923), np.float64(-14441.15060473123), np.float64(-13583.786948387888), np.float64(-13305.02835870795), np.float64(-13250.20295671828), np.float64(-12948.041925169557), np.float64(-13165.61401735853), np.float64(-13302.817526793766), np.float64(-13449.957958014134), np.float64(-13231.177640963142), np.float64(-13883.37390677288), np.float64(-14992.278787538484), np.float64(-13877.795461247399), np.float64(-13805.278953952093), np.float64(-12725.747935907542), np.float64(-14117.088212225177)]"
2,200,uneven,1.1,-13685.06,469.65,"[np.float64(-13357.38069634798), np.float64(-14768.302909577447), np.float64(-13836.549118034449), np.float64(-13621.88820926921), np.float64(-13499.823375451699), np.float64(-14335.291538339221), np.float64(-13345.16411603464), np.float64(-13444.668982642663), np.float64(-14171.508705407272), np.float64(-13794.991399584373), np.float64(-14060.766274615093), np.float64(-14045.789557171329), np.float64(-13566.561031423122), np.float64(-13890.385355700297), np.float64(-13850.241794129104), np.float64(-13899.013614876929), np.float64(-13521.08027352522), np.float64(-13188.488327019715), np.float64(-13732.041551225699), np.float64(-13236.684829063368), np.float64(-13936.178425847813), np.float64(-13682.466665615526), np.float64(-13275.373443863922), np.float64(-13952.403851715586), np.float64(-13855.221293732597), np.float64(-13470.260450552749), np.float64(-14211.719292640697), np.float64(-13764.908597352243), np.float64(-13807.321352823614), np.float64(-13027.805612503827), np.float64(-13501.076116939224), np.float64(-13865.736290869834), np.float64(-12639.301598330843), np.float64(-13723.263176092209), np.float64(-14273.858187163916), np.float64(-14523.605388711525), np.float64(-13583.786948387888), np.float64(-13305.02835870795), np.float64(-13250.20295671828), np.float64(-12952.711975432649), np.float64(-13125.595015055036), np.float64(-13342.238455167088), np.float64(-13447.062380421614), np.float64(-13230.830347576659), np.float64(-13873.871096703884), np.float64(-15066.866870288339), np.float64(-13741.94204329269), np.float64(-13813.291858324756), np.float64(-12725.747935907542), np.float64(-14116.892567483093)]"
2,400,uniform,1.0,-25422.71,658.03,"[np.float64(-25734.189794813305), np.float64(-26295.060451761048), np.float64(-25667.548180394886), np.float64(-25747.621132427863), np.float64(-25019.592112996485), np.float64(-25168.048663428177), np.float64(-25728.846985291388), np.float64(-23873.437857399796), np.float64(-26087.343034958158), np.float64(-25986.65370023344), np.float64(-25641.245053329072), np.float64(-24939.37712321974), np.float64(-24734.74083031456), np.float64(-25862.09153831547), np.float64(-26610.723131238738), np.float64(-25004.399347917137), np.float64(-24866.16029876728), np.float64(-24988.787075202417), np.float64(-25356.177007884235), np.float64(-24452.07544006249), np.float64(-24574.400014312476), np.float64(-25274.667960212646), np.float64(-25895.84101964375), np.float64(-24882.60804159282), np.float64(-25390.845260984475), np.float64(-24680.483510995535), np.float64(-25253.52513986883), np.float64(-25049.764592349842), np.float64(-25986.66045366165), np.float64(-24385.815388543197), np.float64(-26400.48022472996), np.float64(-24931.16504963241), np.float64(-24938.99767073967), np.float64(-26074.45465157289), np.float64(-25705.955171601945), np.float64(-25822.679277854782), np.float64(-25318.076291490284), np.float64(-24846.432447599313), np.float64(-25546.05303551675), np.float64(-25242.323362736184), np.float64(-25442.148458337866), np.float64(-25460.822017880742), np.float64(-25885.188806097154), np.float64(-24515.086296732825), np.float64(-25793.709482976465), np.float64(-27451.813970823998), np.float64(-25364.35168307796), np.float64(-26333.10068773284), np.float64(-24693.783429560423), np.float64(-26229.97695442758)]"
2,400,uniform,1.02,-25428.76,656.81,"[np.float64(-25701.483630011557), np.float64(-26278.359568551), np.float64(-25785.49526690745), np.float64(-25616.259481897654), np.float64(-25008.865183870243), np.float64(-25122.706881947088), np.float64(-25739.831061148445), np.float64(-23870.971258880796), np.float64(-26101.5119251182), np.float64(-25987.564658684227), np.float64(-25660.18262903462), np.float64(-24926.368900047957), np.float64(-24734.74083031456), np.float64(-25862.09153831547), np.float64(-26616.444358230376), np.float64(-25004.399347917137), np.float64(-24866.16029876728), np.float64(-24985.478008664457), np.float64(-25427.153248419458), np.float64(-24455.877763710458), np.float64(-24584.676187026293), np.float64(-25274.667960212646), np.float64(-25915.035456028196), np.float64(-24962.423754542804), np.float64(-25390.845260984475), np.float64(-24680.580653612942), np.float64(-25249.81258713465), np.float64(-25064.874113527512), np.float64(-25961.80258411489), np.float64(-24383.421166319007), np.float64(-26478.207689629577), np.float64(-24930.607205460365), np.float64(-24944.745688908806), np.float64(-26103.473247085163), np.float64(-25709.138399847114), np.float64(-25802.318812328846), np.float64(-25318.076291490284), np.float64(-24851.683532398194), np.float64(-25559.77532694297), np.float64(-25287.313560862065), np.float64(-25442.148458337866), np.float64(-25466.816198156324), np.float64(-25844.010854865424), np.float64(-24597.01644655715), np.float64(-25793.709482976465), np.float64(-27451.813970823998), np.float64(-25364.35168307796), np.float64(-26339.953009930978), np.float64(-24702.693231244637), np.float64(-26229.97695442758)]"
2,400,uniform,1.04,-25435.05,648.62,"[np.float64(-25701.483630011557), np.float64(-26264.940653985144), np.float64(-25785.49526690745), np.float64(-25616.259481897654), np.float64(-25008.865183870243), np.float64(-25122.706881947088), np.float64(-25739.831061148445), np.float64(-23870.971258880796), np.float64(-26101.5119251182), np.float64(-25997.45494878807), np.float64(-25594.55613256618), np.float64(-24943.262731223873), np.float64(-24756.96810275506), np.float64(-25791.022758392184), np.float64(-26654.37279826955), np.float64(-25004.399347917137), np.float64(-24880.4571905173), np.float64(-24996.16024674351), np.float64(-25427.153248419458), np.float64(-24442.96433349374), np.float64(-24636.212549868025), np.float64(-25283.8981333189), np.float64(-25924.8755205818), np.float64(-24962.423754542804), np.float64(-25390.845260984475), np.float64(-24696.05441875254), np.float64(-25249.81258713465), np.float64(-24909.671278893147), np.float64(-25961.80258411489), np.float64(-24513.530420252537), np.float64(-26480.840029754792), np.float64(-25018.552370491045), np.float64(-25108.274850590347), np.float64(-26137.61376151222), np.float64(-25716.608721018656), np.float64(-25794.056056334506), np.float64(-25318.076291490284), np.float64(-24849.305602001892), np.float64(-25559.77532694297), np.float64(-25230.49065936121), np.float64(-25504.00816535046), np.float64(-25441.81052407173), np.float64(-25784.16190270073), np.float64(-24653.004578697855), np.float64(-25840.17568394062), np.float64(-27451.813970823998), np.float64(-25364.35168307796), np.float64(-26329.29497094658), np.float64(-24710.521924231223), np.float64(-26229.97695442758)]"
2,400,uniform,1.06,-25443.23,648.5,"[np.float64(-25704.844610028496), np.float64(-26264.940653985144), np.float64(-25785.49526690745), np.float64(-25636.155501194193), np.float64(-24964.814774025002), np.float64(-25145.8206222947), np.float64(-25739.831061148445), np.float64(-23884.61437877542), np.float64(-26116.855544064165), np.float64(-26009.9009765571), np.float64(-25594.55613256618), np.float64(-25068.073607299357), np.float64(-24756.712682050344), np.float64(-25786.290629705913), np.float64(-26667.292432734983), np.float64(-25004.399347917137), np.float64(-24880.4571905173), np.float64(-24994.866462834376), np.float64(-25427.153248419458), np.float64(-24442.96433349374), np.float64(-24636.212549868025), np.float64(-25290.053792034752), np.float64(-25944.26115829545), np.float64(-24918.424799555723), np.float64(-25390.845260984475), np.float64(-24694.360604153473), np.float64(-25249.81258713465), np.float64(-24909.671278893147), np.float64(-25961.80258411489), np.float64(-24513.530420252537), np.float64(-26506.752442197816), np.float64(-25032.46360839218), np.float64(-25120.635844389315), np.float64(-26179.621828985688), np.float64(-25767.98609234177), np.float64(-25794.056056334506), np.float64(-25348.31442613065), np.float64(-24884.882417016397), np.float64(-25557.320649466197), np.float64(-25234.450079761304), np.float64(-25504.00816535046), np.float64(-25442.217329633746), np.float64(-25764.557904550005), np.float64(-24653.004578697855), np.float64(-25840.17568394062), np.float64(-27451.813970823998), np.float64(-25364.35168307796), np.float64(-26329.29497094658), np.float64(-24770.5290770348), np.float64(-26229.97695442758)]"
2,400,uniform,1.08,-25450.29,650.02,"[np.float64(-25690.536136702725), np.float64(-26258.210113072033), np.float64(-25802.873546143383), np.float64(-25636.155501194193), np.float64(-24964.814774025002), np.float64(-25145.8206222947), np.float64(-25761.006400049475), np.float64(-23884.61437877542), np.float64(-26116.855544064165), np.float64(-25993.56186939768), np.float64(-25594.55613256618), np.float64(-25089.868676992224), np.float64(-24756.712682050344), np.float64(-25786.290629705913), np.float64(-26645.543814339042), np.float64(-25004.399347917137), np.float64(-24880.4571905173), np.float64(-25001.59036336084), np.float64(-25427.153248419458), np.float64(-24442.96433349374), np.float64(-24636.212549868025), np.float64(-25388.601980503696), np.float64(-25944.26115829545), np.float64(-24918.424799555723), np.float64(-25390.845260984475), np.float64(-24694.360604153473), np.float64(-25249.81258713465), np.float64(-24915.308830683014), np.float64(-26005.66324552963), np.float64(-24513.530420252537), np.float64(-26515.967222640895), np.float64(-25085.185852671868), np.float64(-25119.955803214303), np.float64(-26179.621828985688), np.float64(-25768.605560401807), np.float64(-25778.310220050327), np.float64(-25348.31442613065), np.float64(-24869.23795292837), np.float64(-25570.940832924003), np.float64(-25238.698647140835), np.float64(-25504.00816535046), np.float64(-25451.84591351321), np.float64(-25764.557904550005), np.float64(-24653.004578697855), np.float64(-25840.17568394062), np.float64(-27451.813970823998), np.float64(-25364.35168307796), np.float64(-26442.038686693886), np.float64(-24796.958788554206), np.float64(-26229.97695442758)]"
2,400,uniform,1.1,-25449.06,640.14,"[np.float64(-25690.536136702725), np.float64(-26258.210113072033), np.float64(-25806.78277832961), np.float64(-25636.155501194193), np.float64(-24953.904553604665), np.float64(-25143.950541733255), np.float64(-25768.588123766614), np.float64(-23884.61437877542), np.float64(-26116.239051861758), np.float64(-26010.743921925077), np.float64(-25610.818136338396), np.float64(-25085.36948118478), np.float64(-24756.712682050344), np.float64(-25786.290629705913), np.float64(-26671.234821160626), np.float64(-24957.402450692673), np.float64(-24880.4571905173), np.float64(-25006.08871501686), np.float64(-25427.153248419458), np.float64(-24442.96433349374), np.float64(-24715.693065920692), np.float64(-25388.601980503696), np.float64(-25944.26115829545), np.float64(-24954.21244656075), np.float64(-25390.845260984475), np.float64(-24707.507712577863), np.float64(-25249.81258713465), np.float64(-24911.449616034795), np.float64(-25901.298500396257), np.float64(-24513.530420252537), np.float64(-26526.53239155401), np.float64(-25094.964005731596), np.float64(-25144.38283003484), np.float64(-26197.088775993507), np.float64(-25768.605560401807), np.float64(-25778.310220050327), np.float64(-25376.708547026057), np.float64(-24869.23795292837), np.float64(-25560.745526064587), np.float64(-25235.939416977766), np.float64(-25504.00816535046), np.float64(-25425.43921667491), np.float64(-25764.557904550005), np.float64(-24653.004578697855), np.float64(-25840.17568394062), np.float64(-27314.113112025098), np.float64(-25364.35168307796), np.float64(-26442.038686693886), np.float64(-24791.520480758583), np.float64(-26229.97695442758)]"
2,400,uneven,1.0,-27195.33,681.61,"[np.float64(-27268.189681079544), np.float64(-28337.12446570806), np.float64(-27000.490777607596), np.float64(-27130.88825588831), np.float64(-27028.730031450614), np.float64(-27208.97392154201), np.float64(-26997.50586486702), np.float64(-26253.358718743904), np.float64(-27895.280390116855), np.float64(-28052.38971765687), np.float64(-27892.389472937724), np.float64(-26932.158889942028), np.float64(-26709.422419937142), np.float64(-27568.8449939475), np.float64(-28079.266500625166), np.float64(-27242.018702130477), np.float64(-26512.134500126092), np.float64(-26973.60432060076), np.float64(-27388.555208313548), np.float64(-26407.68589597423), np.float64(-27617.295671391905), np.float64(-26744.35350941427), np.float64(-27160.64283981293), np.float64(-27119.02670495241), np.float64(-27293.33555608578), np.float64(-26547.561442619874), np.float64(-27313.393400908913), np.float64(-26741.179236652963), np.float64(-27682.39591910061), np.float64(-26239.913421326048), np.float64(-27343.832695254718), np.float64(-26098.746783749306), np.float64(-25775.1113347369), np.float64(-28059.732157578706), np.float64(-27910.024806864847), np.float64(-27789.828382549495), np.float64(-27927.016765163975), np.float64(-26356.04444867584), np.float64(-27237.658361441034), np.float64(-26894.330554831977), np.float64(-27163.046377419643), np.float64(-26747.492254972236), np.float64(-27475.678109380737), np.float64(-26113.240581589318), np.float64(-27273.085107701183), np.float64(-29091.488167687607), np.float64(-27242.589739810996), np.float64(-27622.184885856655), np.float64(-25889.064759509914), np.float64(-28418.254230331393)]"
2,400,uneven,1.02,-27187.56,684.43,"[np.float64(-27251.72176712504), np.float64(-28337.12446570806), np.float64(-26974.026421804323), np.float64(-27107.15681595532), np.float64(-27028.730031450614), np.float64(-27077.958690357147), np.float64(-26975.837151238647), np.float64(-26259.64618159416), np.float64(-27886.957040001438), np.float64(-28059.839784499603), np.float64(-27832.389235461895), np.float64(-26940.615504697238), np.float64(-26737.958337044605), np.float64(-27523.376127871597), np.float64(-28062.417519267616), np.float64(-27303.58878438525), np.float64(-26540.38583712886), np.float64(-26973.60432060076), np.float64(-27383.744414127257), np.float64(-26414.836170610753), np.float64(-27636.001050361887), np.float64(-26749.701439951383), np.float64(-27167.353685608363), np.float64(-27110.780915347736), np.float64(-27360.876860508128), np.float64(-26554.654062629117), np.float64(-27375.186109146925), np.float64(-26741.179236652963), np.float64(-27758.558741176956), np.float64(-26198.12691339355), np.float64(-27324.562452640224), np.float64(-26039.95273309955), np.float64(-25787.20164123615), np.float64(-28067.67429777441), np.float64(-27910.024806864847), np.float64(-27756.523638399187), np.float64(-27874.293755600476), np.float64(-26356.04444867584), np.float64(-27168.17886590625), np.float64(-26899.547773553757), np.float64(-27173.79141395606), np.float64(-26766.492499384254), np.float64(-27475.678109380737), np.float64(-25995.292526881487), np.float64(-27248.364545288376), np.float64(-29088.969500060204), np.float64(-27248.74994650406), np.float64(-27564.97647709336), np.float64(-25889.064759509914), np.float64(-28418.254230331393)]"
2,400,uneven,1.04,-27194.08,679.02,"[np.float64(-27332.69979854506), np.float64(-28337.12446570806), np.float64(-26985.514463339783), np.float64(-27138.92081688602), np.float64(-27086.261158956026), np.float64(-27096.943323540792), np.float64(-26801.93317912081), np.float64(-26278.472833065072), np.float64(-27874.341388493678), np.float64(-28030.899065080157), np.float64(-27794.831527249306), np.float64(-26947.45084625636), np.float64(-26697.410350245973), np.float64(-27536.340049724073), np.float64(-28035.999840468605), np.float64(-27303.58878438525), np.float64(-26526.625253806975), np.float64(-26977.619417345883), np.float64(-27473.516754401844), np.float64(-26430.499979502376), np.float64(-27693.442450642975), np.float64(-26804.024824921038), np.float64(-27171.343169385156), np.float64(-27122.02816822513), np.float64(-27290.096074332654), np.float64(-26563.03468556681), np.float64(-27375.186109146925), np.float64(-26760.76657685696), np.float64(-27777.298193462895), np.float64(-26243.430903470573), np.float64(-27296.36161944115), np.float64(-26045.30518645122), np.float64(-25804.107115715855), np.float64(-28067.887025312182), np.float64(-27910.024806864847), np.float64(-27756.523638399187), np.float64(-27874.293755600476), np.float64(-26386.332091419208), np.float64(-27147.252834941526), np.float64(-26925.888828935334), np.float64(-27246.87085608385), np.float64(-26784.306148766795), np.float64(-27477.07036265199), np.float64(-26020.95305331181), np.float64(-27260.726680559084), np.float64(-29047.345437310076), np.float64(-27277.34737791173), np.float64(-27557.052694553277), np.float64(-25877.91416610645), np.float64(-28452.92838029461)]"
2,400,uneven,1.06,-27207.37,683.56,"[np.float64(-27319.340156209026), np.float64(-28400.176998901046), np.float64(-27028.39038549054), np.float64(-27142.623974845665), np.float64(-27070.002654169282), np.float64(-27114.139918172787), np.float64(-26783.254034333357), np.float64(-26324.643430511067), np.float64(-27889.587411658053), np.float64(-28062.23061185527), np.float64(-27838.134302232247), np.float64(-26972.51056076101), np.float64(-26711.44260610696), np.float64(-27536.340049724073), np.float64(-28054.841682169812), np.float64(-27372.214645609547), np.float64(-26540.758878273755), np.float64(-27005.97364467963), np.float64(-27484.89296926668), np.float64(-26448.212890748204), np.float64(-27726.492535677517), np.float64(-26797.34853593069), np.float64(-27162.041947804886), np.float64(-27196.39909063453), np.float64(-27290.096074332654), np.float64(-26639.314258642797), np.float64(-27309.347082526474), np.float64(-26766.53853988234), np.float64(-27787.751201488685), np.float64(-26207.23735587357), np.float64(-27286.91691391838), np.float64(-26006.95040181929), np.float64(-25800.52215677912), np.float64(-28070.648395098822), np.float64(-27979.194361917947), np.float64(-27780.975783356313), np.float64(-27874.293755600476), np.float64(-26377.279184705007), np.float64(-27194.135607099583), np.float64(-26939.92875545259), np.float64(-27268.183145755018), np.float64(-26773.950258041288), np.float64(-27499.24191149757), np.float64(-26050.303188571987), np.float64(-27294.73326944097), np.float64(-29009.10826735042), np.float64(-27302.673330486916), np.float64(-27561.992341989324), np.float64(-25854.770141847723), np.float64(-28460.59705566238)]"
2,400,uneven,1.08,-27226.62,684.31,"[np.float64(-27303.280041200647), np.float64(-28434.48507703065), np.float64(-27022.51780449528), np.float64(-27153.71705469618), np.float64(-27063.427378795128), np.float64(-27161.27879255026), np.float64(-26820.58416425135), np.float64(-26359.143252844544), np.float64(-27889.587411658053), np.float64(-28065.85284097387), np.float64(-27838.134302232247), np.float64(-27027.433412833652), np.float64(-26726.091434269118), np.float64(-27529.786673214556), np.float64(-28047.73954776908), np.float64(-27372.214645609547), np.float64(-26558.804030379444), np.float64(-27005.97364467963), np.float64(-27543.21353320776), np.float64(-26474.317594913708), np.float64(-27808.33314895589), np.float64(-26797.596290236568), np.float64(-27168.393367397635), np.float64(-27223.103654336446), np.float64(-27310.36534642484), np.float64(-26651.074422506827), np.float64(-27344.590579400112), np.float64(-26796.51058921605), np.float64(-27871.4967632372), np.float64(-26210.187716058506), np.float64(-27264.53295416567), np.float64(-26032.19456283207), np.float64(-25828.40437641089), np.float64(-28110.0560819864), np.float64(-28028.118005786917), np.float64(-27797.38406453618), np.float64(-27904.57770090523), np.float64(-26398.770342553908), np.float64(-27194.135607099583), np.float64(-26987.57942256666), np.float64(-27274.737059456038), np.float64(-26817.36256662694), np.float64(-27532.683789790997), np.float64(-26050.303188571987), np.float64(-27291.801649980138), np.float64(-29015.393842983867), np.float64(-27314.40241866139), np.float64(-27563.9631926728), np.float64(-25874.107768964495), np.float64(-28471.190450100294)]"
2,400,uneven,1.1,-27248.14,684.96,"[np.float64(-27344.854547213774), np.float64(-28454.455999372094), np.float64(-27055.155074117614), np.float64(-27149.699805841345), np.float64(-27136.043188134965), np.float64(-27215.07165218221), np.float64(-26819.41629692293), np.float64(-26398.328016110845), np.float64(-27932.26415548608), np.float64(-28086.90673791133), np.float64(-27785.00994081668), np.float64(-27027.433412833652), np.float64(-26737.389177898935), np.float64(-27529.786673214556), np.float64(-28022.5362728987), np.float64(-27498.44835659059), np.float64(-26572.636372887468), np.float64(-27011.614380690862), np.float64(-27598.34703377729), np.float64(-26474.317594913708), np.float64(-27859.32004941958), np.float64(-26807.712654403746), np.float64(-27168.393367397635), np.float64(-27225.05313552821), np.float64(-27325.340865064474), np.float64(-26682.093084300202), np.float64(-27391.58304417552), np.float64(-26820.282086894837), np.float64(-27921.212307700433), np.float64(-26193.092494400014), np.float64(-27294.522696437638), np.float64(-26031.597361993496), np.float64(-25911.54574756143), np.float64(-28124.97012083561), np.float64(-28122.870127681163), np.float64(-27819.71678183698), np.float64(-27930.374424128717), np.float64(-26402.746643471444), np.float64(-27150.601588466587), np.float64(-26975.954593675597), np.float64(-27295.287228804926), np.float64(-26865.30445946055), np.float64(-27558.204599916477), np.float64(-26098.25997568117), np.float64(-27302.819928164754), np.float64(-28993.884616786916), np.float64(-27297.177877315957), np.float64(-27568.706238535156), np.float64(-25887.65922114392), np.float64(-28530.868509693748)]"
3,50,uniform,1.0,-2640.87,214.33,"[np.float64(-2642.9356895420606), np.float64(-2366.916903700422), np.float64(-2706.642179420143), np.float64(-2654.780551668495), np.float64(-2725.570404169076), np.float64(-2687.539113147935), np.float64(-2340.06892473889), np.float64(-2527.8275601587056), np.float64(-2678.760850496264), np.float64(-3114.319234691708), np.float64(-2698.624483317494), np.float64(-2526.7523691605493), np.float64(-2499.7872124158766), np.float64(-2434.692872722398), np.float64(-2620.6192759852624), np.float64(-2560.725209104947), np.float64(-3121.7550565738557), np.float64(-2791.5273495968654), np.float64(-2895.1745586763964), np.float64(-2925.128190795787), np.float64(-2206.6632150738888), np.float64(-2235.3449701598965), np.float64(-2366.6265117425028), np.float64(-2569.053843193321), np.float64(-2738.7614443626717), np.float64(-2911.495176043413), np.float64(-2623.4893958433377), np.float64(-2567.155982605793), np.float64(-2551.045569426585), np.float64(-2977.4470925508094), np.float64(-2672.558441764132), np.float64(-2541.7876348399677), np.float64(-2462.8949144107005), np.float64(-3024.648654980333), np.float64(-2357.524757468256), np.float64(-2663.5753303158453), np.float64(-2714.23868386519), np.float64(-2200.7550219423006), np.float64(-2518.1713601615893), np.float64(-2698.1411314519078), np.float64(-2792.460783298695), np.float64(-2552.0657786384395), np.float64(-2836.3646891681387), np.float64(-2687.3773725894744), np.float64(-2525.2111121364314), np.float64(-2564.0659553060323), np.float64(-2427.6593977489674), np.float64(-2870.3421271937054), np.float64(-2845.0996898751478), np.float64(-2821.2778892777387)]"
3,50,uniform,1.02,-2646.97,216.88,"[np.float64(-2635.790419959708), np.float64(-2366.916903700422), np.float64(-2798.4680571126573), np.float64(-2711.3403090503643), np.float64(-2725.570404169076), np.float64(-2687.539113147935), np.float64(-2340.06892473889), np.float64(-2555.866381372771), np.float64(-2678.760850496264), np.float64(-3114.319234691708), np.float64(-2698.624483317494), np.float64(-2526.7523691605493), np.float64(-2499.7872124158766), np.float64(-2434.692872722398), np.float64(-2620.6192759852624), np.float64(-2596.2249113573807), np.float64(-3140.1624767912263), np.float64(-2791.5273495968654), np.float64(-2895.1745586763964), np.float64(-2925.128190795787), np.float64(-2206.6632150738888), np.float64(-2235.3449701598965), np.float64(-2379.6171028110975), np.float64(-2569.053843193321), np.float64(-2738.7614443626717), np.float64(-2890.1062516939555), np.float64(-2623.4893958433377), np.float64(-2588.1366543573736), np.float64(-2551.045569426585), np.float64(-2977.4470925508094), np.float64(-2672.558441764132), np.float64(-2541.7876348399677), np.float64(-2462.8949144107005), np.float64(-3024.648654980333), np.float64(-2357.524757468256), np.float64(-2721.682636663923), np.float64(-2714.23868386519), np.float64(-2200.7550219423006), np.float64(-2518.1713601615893), np.float64(-2692.8794310369303), np.float64(-2792.460783298695), np.float64(-2552.0657786384395), np.float64(-2911.070698220488), np.float64(-2687.3773725894744), np.float64(-2525.2111121364314), np.float64(-2517.8598801639687), np.float64(-2427.6593977489674), np.float64(-2863.7792884347787), np.float64(-2831.5553593008844), np.float64(-2829.1010658210866)]"
3,50,uniform,1.04,-2639.43,221.72,"[np.float64(-2637.3288647092113), np.float64(-2236.0259156802085), np.float64(-2752.4705388283733), np.float64(-2695.8212033912678), np.float64(-2699.539310591045), np.float64(-2687.539113147935), np.float64(-2340.06892473889), np.float64(-2595.403844371155), np.float64(-2678.760850496264), np.float64(-3012.541821436492), np.float64(-2714.08520085132), np.float64(-2481.887704695213), np.float64(-2499.7872124158766), np.float64(-2434.692872722398), np.float64(-2620.6192759852624), np.float64(-2596.2249113573807), np.float64(-3190.635870347074), np.float64(-2725.6077608593105), np.float64(-2895.1745586763964), np.float64(-2859.7019207126555), np.float64(-2206.6632150738888), np.float64(-2235.3449701598965), np.float64(-2473.0015150871823), np.float64(-2574.3588909082728), np.float64(-2738.7614443626717), np.float64(-2919.164836981761), np.float64(-2597.8979479591108), np.float64(-2588.1366543573736), np.float64(-2570.8006915089295), np.float64(-3038.5189047918343), np.float64(-2630.9260366541102), np.float64(-2541.7876348399677), np.float64(-2462.8949144107005), np.float64(-3037.1393628059886), np.float64(-2365.6706728865183), np.float64(-2686.0173332727163), np.float64(-2712.7344929570936), np.float64(-2200.7550219423006), np.float64(-2397.4529307240396), np.float64(-2692.8794310369303), np.float64(-2792.460783298695), np.float64(-2552.0657786384395), np.float64(-2910.843779381405), np.float64(-2687.3773725894744), np.float64(-2546.395682523643), np.float64(-2493.780404608284), np.float64(-2385.666961797143), np.float64(-2863.7792884347787), np.float64(-2831.5553593008844), np.float64(-2882.520040022415)]"
3,50,uniform,1.06,-2633.28,227.39,"[np.float64(-2637.3288647092113), np.float64(-2236.0259156802085), np.float64(-2784.609096490224), np.float64(-2695.8212033912678), np.float64(-2699.539310591045), np.float64(-2687.539113147935), np.float64(-2340.06892473889), np.float64(-2559.6896582970758), np.float64(-2678.760850496264), np.float64(-3021.3144998933635), np.float64(-2723.163628342157), np.float64(-2467.021661692118), np.float64(-2499.7872124158766), np.float64(-2434.692872722398), np.float64(-2620.6192759852624), np.float64(-2637.655518620232), np.float64(-3190.635870347074), np.float64(-2725.6077608593105), np.float64(-2895.1745586763964), np.float64(-2859.7019207126555), np.float64(-2206.6632150738888), np.float64(-2235.3449701598965), np.float64(-2333.768722422348), np.float64(-2489.8499695044457), np.float64(-2732.926291624255), np.float64(-2911.5482851453426), np.float64(-2597.8979479591108), np.float64(-2532.320895751711), np.float64(-2553.9333066817803), np.float64(-3064.4602099388635), np.float64(-2630.9260366541102), np.float64(-2541.7876348399677), np.float64(-2462.8949144107005), np.float64(-3030.391049341265), np.float64(-2365.6706728865183), np.float64(-2636.36973259539), np.float64(-2712.7344929570936), np.float64(-2242.392008171339), np.float64(-2397.4529307240396), np.float64(-2722.5041130008194), np.float64(-2833.165790765241), np.float64(-2483.154479506441), np.float64(-2897.5698828589484), np.float64(-2687.3773725894744), np.float64(-2508.6778230391196), np.float64(-2493.780404608284), np.float64(-2385.666961797143), np.float64(-2863.7792884347787), np.float64(-2831.5553593008844), np.float64(-2882.520040022415)]"
