num_warehouses,num_customers,capacity_distribution,param,mean_reward,std_reward,all_rewards
3,400,uneven,1.04,-21955.59,600.8,"[np.float64(-22242.119027013472), np.float64(-22969.193997398022), np.float64(-21696.911190273215), np.float64(-21756.32360438973), np.float64(-21635.998800966765), np.float64(-21447.152968814447), np.float64(-21266.887439507267), np.float64(-21747.840837262418), np.float64(-22251.39762481706), np.float64(-22932.61433415181), np.float64(-23091.630032187924), np.float64(-22113.15791727283), np.float64(-21809.468996895255), np.float64(-22197.55638764781), np.float64(-21782.974410007762), np.float64(-21636.641636357155), np.float64(-21790.330899179422), np.float64(-22471.39957491543), np.float64(-22148.080469170618), np.float64(-22219.4000083778), np.float64(-22529.499680852718), np.float64(-21661.78939414865), np.float64(-21464.927483031785), np.float64(-22384.68804221619), np.float64(-22006.261098712668), np.float64(-21975.213641449234), np.float64(-22337.877105167387), np.float64(-21731.764045995442), np.float64(-22554.22062489812), np.float64(-21170.5293124695), np.float64(-21886.45966360583), np.float64(-20862.17925132735), np.float64(-21062.07515332575), np.float64(-22661.20424733904), np.float64(-22448.700273533097), np.float64(-22540.489505977486), np.float64(-22681.54262372251), np.float64(-20881.854639561636), np.float64(-21836.58815369273), np.float64(-21298.43672538194), np.float64(-21686.5489660053), np.float64(-21256.372507123047), np.float64(-22050.03103531958), np.float64(-21026.633181599445), np.float64(-21475.028666392613), np.float64(-22544.197043751683), np.float64(-21427.866074044457), np.float64(-22345.110340086736), np.float64(-21179.43611430464), np.float64(-23604.68035852739)]"
3,400,uneven,1.06,-21948.88,600.47,"[np.float64(-22265.65319944258), np.float64(-22977.264374911236), np.float64(-21486.691972036228), np.float64(-21756.32360438973), np.float64(-21601.372892158386), np.float64(-21497.17806098261), np.float64(-21251.771452346962), np.float64(-21723.84040389282), np.float64(-22252.035398883294), np.float64(-22930.6293067768), np.float64(-22966.352445195476), np.float64(-22097.067974189697), np.float64(-21813.893102666825), np.float64(-22043.232539645294), np.float64(-21748.86339409394), np.float64(-21659.983474612774), np.float64(-21761.917108085898), np.float64(-22488.608598654653), np.float64(-22193.02961916786), np.float64(-22195.773893521477), np.float64(-22592.45167516821), np.float64(-21648.239569229914), np.float64(-21471.512346986274), np.float64(-22305.898629554278), np.float64(-22038.507287872573), np.float64(-21978.40932630348), np.float64(-22284.679143145393), np.float64(-21746.12823726507), np.float64(-22575.39393882009), np.float64(-21171.101363723676), np.float64(-21907.053025862006), np.float64(-20880.043973804615), np.float64(-21042.784922260336), np.float64(-22680.86235275168), np.float64(-22484.05889269205), np.float64(-22545.004292119862), np.float64(-22692.864185840554), np.float64(-20898.997492386126), np.float64(-21828.727525634153), np.float64(-21302.430536525302), np.float64(-21690.956848232006), np.float64(-21305.92305806776), np.float64(-22058.863884158727), np.float64(-21064.682911165266), np.float64(-21331.60194691935), np.float64(-22535.97117155139), np.float64(-21460.44220954146), np.float64(-22363.904499031363), np.float64(-21210.691096944607), np.float64(-23634.564538474584)]"
3,400,uneven,1.08,-21965.66,607.2,"[np.float64(-22292.631553856314), np.float64(-23001.892348050747), np.float64(-21649.31648384401), np.float64(-21774.536864532467), np.float64(-21595.99505536974), np.float64(-21483.632004678322), np.float64(-21241.429381369264), np.float64(-21750.151287738434), np.float64(-22260.736617007642), np.float64(-22892.796750064947), np.float64(-22965.82110506796), np.float64(-22077.228034450392), np.float64(-21827.642367323384), np.float64(-22114.55617622803), np.float64(-21743.41879138999), np.float64(-21712.460175459113), np.float64(-21783.82060170424), np.float64(-22511.066969130985), np.float64(-22192.961029223607), np.float64(-22149.485453225527), np.float64(-22647.915863425616), np.float64(-21649.34332071499), np.float64(-21462.35842894535), np.float64(-22410.16533014938), np.float64(-22047.895360792554), np.float64(-21983.766529060274), np.float64(-22301.494980558542), np.float64(-21799.67952412716), np.float64(-22599.29982497587), np.float64(-21179.086336368528), np.float64(-21946.924386126804), np.float64(-20861.45940700119), np.float64(-21032.729758092843), np.float64(-22705.023350827687), np.float64(-22507.3552714561), np.float64(-22624.07966253806), np.float64(-22727.67740937266), np.float64(-20890.72644871534), np.float64(-21826.352677521565), np.float64(-21300.498730911815), np.float64(-21676.867103293644), np.float64(-21306.169356516188), np.float64(-22066.091370711067), np.float64(-21059.804164378227), np.float64(-21358.439417674028), np.float64(-22595.630226308687), np.float64(-21467.228321042658), np.float64(-22358.824630749954), np.float64(-21220.95527635154), np.float64(-23647.709623863284)]"
3,400,uneven,1.1,-21980.54,606.65,"[np.float64(-22319.838907430632), np.float64(-23018.767403079448), np.float64(-21634.80565878952), np.float64(-21764.128241675087), np.float64(-21641.99652988057), np.float64(-21371.396194752644), np.float64(-21212.672791566445), np.float64(-21762.13135539696), np.float64(-22284.58947056886), np.float64(-22907.63442367111), np.float64(-22961.94163548899), np.float64(-22154.887608224748), np.float64(-21841.65916737705), np.float64(-22169.935093181688), np.float64(-21740.131613940765), np.float64(-21712.460175459113), np.float64(-21806.357206343964), np.float64(-22481.46501510171), np.float64(-22173.44972207564), np.float64(-22188.9320638428), np.float64(-22685.781005219087), np.float64(-21692.365522525502), np.float64(-21453.111261138427), np.float64(-22306.590517156426), np.float64(-22071.33806126649), np.float64(-22047.934890151682), np.float64(-22276.392102038764), np.float64(-21852.376952123264), np.float64(-22607.52571015965), np.float64(-21177.894544928095), np.float64(-21995.505997266566), np.float64(-20845.238101864095), np.float64(-21066.219738590098), np.float64(-22776.508382148433), np.float64(-22510.144783396187), np.float64(-22624.07966253806), np.float64(-22727.67740937266), np.float64(-20931.041120735772), np.float64(-21812.332257917726), np.float64(-21370.047900819307), np.float64(-21701.123893128584), np.float64(-21361.82781192276), np.float64(-22104.311761859433), np.float64(-21096.80759693715), np.float64(-21391.102107522343), np.float64(-22576.288162243553), np.float64(-21486.714287151244), np.float64(-22406.568101536297), np.float64(-21247.738607522893), np.float64(-23675.22528157281)]"
4,50,uniform,1.0,-2229.8,132.84,"[np.float64(-2154.1792274810687), np.float64(-2112.2007939492787), np.float64(-2418.828409147674), np.float64(-2035.8112723613403), np.float64(-2181.7926774711605), np.float64(-2096.776776377699), np.float64(-1950.9979584917935), np.float64(-2329.2322441782067), np.float64(-2397.696524071424), np.float64(-2447.8089227024157), np.float64(-2117.546611738762), np.float64(-2183.749607742222), np.float64(-2303.525860203031), np.float64(-2271.355116021531), np.float64(-2042.4296523947926), np.float64(-1976.9131028804293), np.float64(-2365.7249291820826), np.float64(-2186.324231563596), np.float64(-2350.9345444819883), np.float64(-2247.7111071270715), np.float64(-2268.7453039946536), np.float64(-2114.7751938669335), np.float64(-2222.486209271519), np.float64(-2443.168037230401), np.float64(-2187.384308159281), np.float64(-2225.248289623735), np.float64(-2430.6571218076033), np.float64(-2155.2252089852996), np.float64(-2254.978180789249), np.float64(-2433.895666780738), np.float64(-2353.7215510591323), np.float64(-1981.772901064911), np.float64(-2254.618212845313), np.float64(-2302.8953921153457), np.float64(-2134.9107690484443), np.float64(-2195.4522900380084), np.float64(-2358.7157360813626), np.float64(-2290.7256169384946), np.float64(-2286.73426594932), np.float64(-2154.0375935428915), np.float64(-2248.894152509693), np.float64(-2402.659835584381), np.float64(-2117.7641689917396), np.float64(-2242.19963363404), np.float64(-2356.473615447002), np.float64(-2373.4560648951892), np.float64(-2090.954806882118), np.float64(-2321.67790279399), np.float64(-2128.5294674404736), np.float64(-1985.8539326803896)]"
4,50,uniform,1.02,-2220.85,126.39,"[np.float64(-2154.1792274810687), np.float64(-2112.2007939492787), np.float64(-2415.117874842006), np.float64(-2088.808707121676), np.float64(-2181.7926774711605), np.float64(-2050.6287732938026), np.float64(-1950.9979584917935), np.float64(-2287.787911630063), np.float64(-2397.696524071424), np.float64(-2447.8089227024157), np.float64(-2166.0555484181255), np.float64(-2183.749607742222), np.float64(-2191.8870323188003), np.float64(-2269.0746387685795), np.float64(-2042.4296523947926), np.float64(-1976.9131028804293), np.float64(-2365.7249291820826), np.float64(-2186.324231563596), np.float64(-2357.1685570604245), np.float64(-2155.8268979878912), np.float64(-2276.5250054383782), np.float64(-2114.7751938669335), np.float64(-2222.486209271519), np.float64(-2440.588828544895), np.float64(-2176.671322941965), np.float64(-2225.248289623735), np.float64(-2308.5468449601713), np.float64(-2155.2252089852996), np.float64(-2282.5513144257384), np.float64(-2433.895666780738), np.float64(-2353.7215510591323), np.float64(-1981.772901064911), np.float64(-2258.0001673817405), np.float64(-2302.8953921153457), np.float64(-2134.9107690484443), np.float64(-2162.3112357945815), np.float64(-2310.5578097338525), np.float64(-2290.7256169384946), np.float64(-2286.73426594932), np.float64(-2145.380216447374), np.float64(-2248.894152509693), np.float64(-2241.4738048083173), np.float64(-2117.7641689917396), np.float64(-2242.19963363404), np.float64(-2335.5900565740067), np.float64(-2373.4560648951892), np.float64(-2090.954806882118), np.float64(-2376.974993103379), np.float64(-2192.479377397138), np.float64(-1976.8559442748322)]"
4,50,uniform,1.04,-2222.22,129.96,"[np.float64(-2113.3575501814007), np.float64(-2112.2007939492787), np.float64(-2404.2325835669817), np.float64(-2035.8112723613403), np.float64(-2181.7926774711605), np.float64(-2050.6287732938026), np.float64(-1950.9979584917935), np.float64(-2358.100197121268), np.float64(-2406.872499858184), np.float64(-2437.6603868085554), np.float64(-2168.1402714460837), np.float64(-2183.749607742222), np.float64(-2191.8870323188003), np.float64(-2273.2987298634193), np.float64(-2021.7651438693733), np.float64(-1976.9131028804293), np.float64(-2365.7249291820826), np.float64(-2186.324231563596), np.float64(-2311.426347507799), np.float64(-2233.2688614757813), np.float64(-2351.554208268521), np.float64(-2114.7751938669335), np.float64(-2161.408882892201), np.float64(-2440.588828544895), np.float64(-2176.671322941965), np.float64(-2196.1897043359295), np.float64(-2308.5468449601713), np.float64(-2155.2252089852996), np.float64(-2282.5513144257384), np.float64(-2433.895666780738), np.float64(-2353.7215510591323), np.float64(-2024.7372535118143), np.float64(-2254.618212845313), np.float64(-2302.8953921153457), np.float64(-2134.9107690484443), np.float64(-2162.3112357945815), np.float64(-2227.1874929626943), np.float64(-2290.7256169384946), np.float64(-2460.113152736913), np.float64(-2145.380216447374), np.float64(-2248.894152509693), np.float64(-2241.4738048083173), np.float64(-2117.7641689917396), np.float64(-2271.785426199626), np.float64(-2335.5900565740067), np.float64(-2380.189013673631), np.float64(-2090.954806882118), np.float64(-2315.1298487918084), np.float64(-2151.2035706245015), np.float64(-2015.8401803840175)]"
4,50,uniform,1.06,-2220.82,136.03,"[np.float64(-2144.100514053681), np.float64(-2112.2007939492787), np.float64(-2404.2325835669817), np.float64(-2088.808707121676), np.float64(-2181.7926774711605), np.float64(-2041.3888975862208), np.float64(-1950.9979584917935), np.float64(-2358.100197121268), np.float64(-2374.2857265484454), np.float64(-2437.6603868085554), np.float64(-2118.4273257957807), np.float64(-2183.749607742222), np.float64(-2222.126412229982), np.float64(-2121.2983179383573), np.float64(-2021.7651438693733), np.float64(-1976.9131028804293), np.float64(-2312.1207807957217), np.float64(-2186.324231563596), np.float64(-2381.663798837954), np.float64(-2233.2688614757813), np.float64(-2336.846628385936), np.float64(-2065.9572349590158), np.float64(-2153.6361020600893), np.float64(-2419.6288097182105), np.float64(-2176.671322941965), np.float64(-2196.1897043359295), np.float64(-2310.296246177445), np.float64(-2155.2252089852996), np.float64(-2282.5513144257384), np.float64(-2460.1024048162803), np.float64(-2353.7215510591323), np.float64(-2024.7372535118143), np.float64(-2110.4012097534073), np.float64(-2302.8953921153457), np.float64(-2134.9107690484443), np.float64(-2162.3112357945815), np.float64(-2310.5578097338525), np.float64(-2290.7256169384946), np.float64(-2515.4919775680737), np.float64(-2145.380216447374), np.float64(-2285.0005336838167), np.float64(-2241.4738048083173), np.float64(-2117.7641689917396), np.float64(-2325.9550896994515), np.float64(-2384.548197334683), np.float64(-2380.189013673631), np.float64(-2093.7724345674965), np.float64(-2315.1298487918084), np.float64(-2121.6430536181765), np.float64(-2015.8401803840175)]"
4,50,uniform,1.08,-2213.93,134.8,"[np.float64(-2087.687281590921), np.float64(-2112.2007939492787), np.float64(-2376.1729817090877), np.float64(-2088.808707121676), np.float64(-2181.7926774711605), np.float64(-2066.2625711170904), np.float64(-1950.9979584917935), np.float64(-2358.100197121268), np.float64(-2374.2857265484454), np.float64(-2437.6603868085554), np.float64(-2118.4273257957807), np.float64(-2187.913789534168), np.float64(-2192.1511187679826), np.float64(-2006.5197369986183), np.float64(-2066.552538620158), np.float64(-1976.9131028804293), np.float64(-2312.1207807957217), np.float64(-2186.324231563596), np.float64(-2381.663798837954), np.float64(-2193.682849288688), np.float64(-2352.4120401410783), np.float64(-2065.9572349590158), np.float64(-2175.4151478376098), np.float64(-2419.6288097182105), np.float64(-2176.671322941965), np.float64(-2223.8837791391334), np.float64(-2401.270835257513), np.float64(-2201.587719137843), np.float64(-2254.405600784393), np.float64(-2394.1020514544784), np.float64(-2279.839366779751), np.float64(-2024.7372535118143), np.float64(-2110.4012097534073), np.float64(-2212.4308258971105), np.float64(-2134.9107690484443), np.float64(-2121.03161896221), np.float64(-2310.5578097338525), np.float64(-2290.7256169384946), np.float64(-2515.4919775680737), np.float64(-2141.436538806207), np.float64(-2282.8127938000766), np.float64(-2236.005212031866), np.float64(-2117.7641689917396), np.float64(-2325.9550896994515), np.float64(-2333.4274869959386), np.float64(-2380.189013673631), np.float64(-2093.7724345674965), np.float64(-2333.9273704753246), np.float64(-2121.6430536181765), np.float64(-2007.8438146187607)]"
4,50,uniform,1.1,-2216.0,133.61,"[np.float64(-2119.2514400820364), np.float64(-2112.2007939492787), np.float64(-2376.1729817090877), np.float64(-2088.808707121676), np.float64(-2100.507830777857), np.float64(-2105.170386049344), np.float64(-1997.991947573511), np.float64(-2358.100197121268), np.float64(-2414.7738752425635), np.float64(-2437.6603868085554), np.float64(-2138.2000106080563), np.float64(-2187.913789534168), np.float64(-2233.302904761527), np.float64(-2009.166736709943), np.float64(-2066.552538620158), np.float64(-1976.9131028804293), np.float64(-2354.109719513871), np.float64(-2186.324231563596), np.float64(-2381.663798837954), np.float64(-2186.5923492731263), np.float64(-2343.121411267388), np.float64(-1999.8254596243435), np.float64(-2188.4057389062045), np.float64(-2313.3581865994083), np.float64(-2130.8676838880856), np.float64(-2243.4347234865727), np.float64(-2401.270835257513), np.float64(-2200.1827940709177), np.float64(-2229.3282255429954), np.float64(-2394.1020514544784), np.float64(-2279.839366779751), np.float64(-2027.6006066372931), np.float64(-2055.5009807154556), np.float64(-2212.4308258971105), np.float64(-2148.0236160814143), np.float64(-2121.03161896221), np.float64(-2310.5578097338525), np.float64(-2290.7256169384946), np.float64(-2515.4919775680737), np.float64(-2141.436538806207), np.float64(-2282.8127938000766), np.float64(-2230.4343003402983), np.float64(-2196.6318822177027), np.float64(-2283.576939741659), np.float64(-2333.4274869959386), np.float64(-2442.423179284127), np.float64(-2042.8687429273891), np.float64(-2333.9273704753246), np.float64(-2182.007668394638), np.float64(-2093.9044012278223)]"
4,50,uneven,1.0,-2526.28,199.0,"[np.float64(-2461.3532263731895), np.float64(-2530.9802703883543), np.float64(-2695.6690260496125), np.float64(-2392.2922017724068), np.float64(-2509.788720981229), np.float64(-2637.895260255269), np.float64(-2256.8394098807066), np.float64(-2350.0295716039204), np.float64(-2951.1298609582504), np.float64(-2975.9206687012206), np.float64(-2512.2531187882396), np.float64(-2655.258723046029), np.float64(-2659.375648647833), np.float64(-2123.9745914470454), np.float64(-2447.316818968714), np.float64(-2418.0225302411422), np.float64(-2618.8434640605437), np.float64(-2738.9576350328634), np.float64(-2444.820069509342), np.float64(-2362.4593002137594), np.float64(-2768.3084357400953), np.float64(-2626.115145963219), np.float64(-2295.9174152030287), np.float64(-2555.168478769498), np.float64(-2782.547173116596), np.float64(-2247.8096356655874), np.float64(-2654.896181925151), np.float64(-2658.7585272317447), np.float64(-2709.147768462415), np.float64(-2748.95949846208), np.float64(-2468.882823126777), np.float64(-2376.7075878751866), np.float64(-2345.4489225640086), np.float64(-2482.348288226553), np.float64(-2471.3524414764443), np.float64(-2624.5270504813707), np.float64(-2520.4487897844356), np.float64(-2542.710272393454), np.float64(-2812.534723055897), np.float64(-2495.4785088377353), np.float64(-2179.910632758846), np.float64(-2432.048790657576), np.float64(-2230.1860246607803), np.float64(-2349.8706277231295), np.float64(-2860.796549774694), np.float64(-2834.6151389340675), np.float64(-2316.10391695556), np.float64(-2235.9303587449176), np.float64(-2456.001248756347), np.float64(-2487.264872311262)]"
4,50,uneven,1.02,-2528.41,202.88,"[np.float64(-2488.2117537086497), np.float64(-2530.9802703883543), np.float64(-2717.974300925585), np.float64(-2392.2922017724068), np.float64(-2509.788720981229), np.float64(-2643.1676961246812), np.float64(-2257.4321479024406), np.float64(-2350.0295716039204), np.float64(-2960.1480816046997), np.float64(-2975.9206687012206), np.float64(-2512.2531187882396), np.float64(-2655.258723046029), np.float64(-2659.375648647833), np.float64(-2123.9745914470454), np.float64(-2447.316818968714), np.float64(-2430.945535133798), np.float64(-2618.8434640605437), np.float64(-2738.9576350328634), np.float64(-2444.820069509342), np.float64(-2129.3227624624024), np.float64(-2773.2638706471284), np.float64(-2575.897024986854), np.float64(-2301.0053026719643), np.float64(-2594.9291564739565), np.float64(-2782.547173116596), np.float64(-2247.8096356655874), np.float64(-2618.7746628367113), np.float64(-2658.7585272317447), np.float64(-2709.846485105061), np.float64(-2724.088224022193), np.float64(-2468.882823126777), np.float64(-2376.7075878751866), np.float64(-2345.4489225640086), np.float64(-2482.348288226553), np.float64(-2471.3524414764443), np.float64(-2624.5270504813707), np.float64(-2557.0991659000365), np.float64(-2554.302373349739), np.float64(-2812.534723055897), np.float64(-2495.4785088377353), np.float64(-2179.910632758846), np.float64(-2432.048790657576), np.float64(-2172.5913810369393), np.float64(-2421.326107727571), np.float64(-2864.387335671804), np.float64(-2834.6151389340675), np.float64(-2303.888188104484), np.float64(-2389.9538256790297), np.float64(-2571.8926763047425), np.float64(-2487.264872311262)]"
4,50,uneven,1.04,-2512.34,194.99,"[np.float64(-2462.897701088119), np.float64(-2531.851476135762), np.float64(-2615.0753512826655), np.float64(-2388.369947725541), np.float64(-2497.2239620905975), np.float64(-2643.1676961246812), np.float64(-2257.4321479024406), np.float64(-2350.0295716039204), np.float64(-2936.737284081721), np.float64(-2835.160123567881), np.float64(-2512.2531187882396), np.float64(-2655.258723046029), np.float64(-2642.1818688339185), np.float64(-2123.9745914470454), np.float64(-2447.316818968714), np.float64(-2428.0154487691107), np.float64(-2618.8434640605437), np.float64(-2738.9576350328634), np.float64(-2444.820069509342), np.float64(-2129.3227624624024), np.float64(-2773.2638706471284), np.float64(-2524.4744577104616), np.float64(-2301.0053026719643), np.float64(-2611.9255001419547), np.float64(-2782.547173116596), np.float64(-2247.573292686643), np.float64(-2640.6649542670875), np.float64(-2595.4692573597927), np.float64(-2718.7693408325126), np.float64(-2724.088224022193), np.float64(-2473.762688636955), np.float64(-2376.7075878751866), np.float64(-2345.4489225640086), np.float64(-2484.190710358509), np.float64(-2471.3524414764443), np.float64(-2595.8092430296865), np.float64(-2504.5962745462384), np.float64(-2546.668922359307), np.float64(-2757.2851286392065), np.float64(-2462.310507575747), np.float64(-2179.910632758846), np.float64(-2432.048790657576), np.float64(-2190.631414246206), np.float64(-2421.326107727571), np.float64(-2860.796549774694), np.float64(-2834.6151389340675), np.float64(-2303.888188104484), np.float64(-2253.3725117200493), np.float64(-2456.494049631843), np.float64(-2487.264872311262)]"
4,50,uneven,1.06,-2515.55,194.86,"[np.float64(-2462.897701088119), np.float64(-2564.4727239458216), np.float64(-2742.603609751476), np.float64(-2388.369947725541), np.float64(-2497.2239620905975), np.float64(-2643.1676961246812), np.float64(-2288.784529121201), np.float64(-2350.0295716039204), np.float64(-2936.737284081721), np.float64(-2835.160123567881), np.float64(-2512.2531187882396), np.float64(-2651.6209842357925), np.float64(-2642.1818688339185), np.float64(-2198.6665269014557), np.float64(-2447.316818968714), np.float64(-2428.0154487691107), np.float64(-2744.3445017139675), np.float64(-2736.6075204675785), np.float64(-2444.820069509342), np.float64(-2119.5289883567148), np.float64(-2773.2638706471284), np.float64(-2493.5809318787155), np.float64(-2308.428136730572), np.float64(-2589.078303550044), np.float64(-2774.7508263235195), np.float64(-2247.573292686643), np.float64(-2708.667748736976), np.float64(-2595.4692573597927), np.float64(-2718.7693408325126), np.float64(-2724.088224022193), np.float64(-2473.762688636955), np.float64(-2376.7075878751866), np.float64(-2345.4489225640086), np.float64(-2484.190710358509), np.float64(-2471.3524414764443), np.float64(-2595.8092430296865), np.float64(-2555.3407837626523), np.float64(-2464.9247367668027), np.float64(-2761.9564343706193), np.float64(-2462.310507575747), np.float64(-2179.910632758846), np.float64(-2432.048790657576), np.float64(-2134.99621129347), np.float64(-2421.326107727571), np.float64(-2730.7798639349107), np.float64(-2808.3408439157834), np.float64(-2282.0422929500396), np.float64(-2253.3725117200493), np.float64(-2472.948758915058), np.float64(-2501.2872304947346)]"
4,50,uneven,1.08,-2517.27,199.21,"[np.float64(-2512.2913520662514), np.float64(-2542.2729447602665), np.float64(-2588.0963084233), np.float64(-2388.369947725541), np.float64(-2497.2239620905975), np.float64(-2643.1676961246812), np.float64(-2288.784529121201), np.float64(-2350.0295716039204), np.float64(-2936.392981520637), np.float64(-2835.160123567881), np.float64(-2512.2531187882396), np.float64(-2674.522089947959), np.float64(-2716.191233760081), np.float64(-2192.8442143716134), np.float64(-2447.316818968714), np.float64(-2428.0154487691107), np.float64(-2744.3445017139675), np.float64(-2736.6075204675785), np.float64(-2449.8417621606945), np.float64(-2119.5289883567148), np.float64(-2802.9216862092203), np.float64(-2493.5809318787155), np.float64(-2308.428136730572), np.float64(-2589.078303550044), np.float64(-2765.9027082607513), np.float64(-2128.728158767293), np.float64(-2648.9423020328377), np.float64(-2595.4692573597927), np.float64(-2701.273931981146), np.float64(-2828.6453941767195), np.float64(-2437.3784571504325), np.float64(-2436.971199499844), np.float64(-2345.4489225640086), np.float64(-2484.190710358509), np.float64(-2471.3524414764443), np.float64(-2612.993295696207), np.float64(-2555.3407837626523), np.float64(-2464.9247367668027), np.float64(-2761.9564343706193), np.float64(-2447.0850133948807), np.float64(-2193.6308414106225), np.float64(-2432.048790657576), np.float64(-2190.631414246206), np.float64(-2391.7076068649667), np.float64(-2734.3706498320207), np.float64(-2880.7708113943127), np.float64(-2282.0422929500396), np.float64(-2289.6372121109666), np.float64(-2483.6425589089213), np.float64(-2501.2872304947346)]"
4,50,uneven,1.1,-2515.21,201.11,"[np.float64(-2472.751479084984), np.float64(-2542.2729447602665), np.float64(-2588.0963084233), np.float64(-2388.369947725541), np.float64(-2536.816810805519), np.float64(-2655.8689026247425), np.float64(-2288.784529121201), np.float64(-2350.0295716039204), np.float64(-2936.392981520637), np.float64(-2847.8176042907694), np.float64(-2571.4060489622207), np.float64(-2683.134515512529), np.float64(-2716.191233760081), np.float64(-2192.8442143716134), np.float64(-2447.316818968714), np.float64(-2400.594126418338), np.float64(-2744.3445017139675), np.float64(-2736.6075204675785), np.float64(-2449.8417621606945), np.float64(-2140.879600520039), np.float64(-2802.9216862092203), np.float64(-2545.0034991551083), np.float64(-2319.9528153883684), np.float64(-2616.6953465457473), np.float64(-2716.1068513615264), np.float64(-2128.728158767293), np.float64(-2521.916368914015), np.float64(-2595.4692573597927), np.float64(-2704.4733136012705), np.float64(-2828.6453941767195), np.float64(-2437.3784571504325), np.float64(-2436.971199499844), np.float64(-2345.4489225640086), np.float64(-2484.190710358509), np.float64(-2471.3524414764443), np.float64(-2612.993295696207), np.float64(-2502.012141773477), np.float64(-2464.9247367668027), np.float64(-2781.040261275322), np.float64(-2447.0850133948807), np.float64(-2193.6308414106225), np.float64(-2442.425970062364), np.float64(-2149.4909185457464), np.float64(-2391.7076068649667), np.float64(-2734.3706498320207), np.float64(-2890.6720332290383), np.float64(-2282.0422929500396), np.float64(-2239.684674880921), np.float64(-2483.6425589089213), np.float64(-2499.2126676898956)]"
4,100,uniform,1.0,-4213.78,156.17,"[np.float64(-4201.350466144425), np.float64(-4394.27680164883), np.float64(-4259.346123988656), np.float64(-4093.5004045677883), np.float64(-4330.432687787052), np.float64(-4044.4419471666033), np.float64(-4238.0920951478765), np.float64(-4349.144655998952), np.float64(-4101.397602679071), np.float64(-4195.0020605500185), np.float64(-4128.025103205433), np.float64(-3963.1668327367743), np.float64(-4131.185846739816), np.float64(-4150.618179601175), np.float64(-4077.2535307201333), np.float64(-3859.408429186682), np.float64(-4204.507239860124), np.float64(-4305.474394218027), np.float64(-4405.803189998885), np.float64(-4173.965689615915), np.float64(-4004.777526818841), np.float64(-4301.533844244728), np.float64(-4130.798537556842), np.float64(-4413.145564857905), np.float64(-4004.2664750917597), np.float64(-4476.92625920355), np.float64(-4304.349329652737), np.float64(-3855.9036680074055), np.float64(-4281.574170186755), np.float64(-4171.085775402441), np.float64(-4094.930102795973), np.float64(-4125.087211807989), np.float64(-4215.453568025875), np.float64(-4297.4118848329435), np.float64(-4162.419172482209), np.float64(-4576.872736929037), np.float64(-4241.861974390779), np.float64(-4231.497442088996), np.float64(-4306.465252270192), np.float64(-4416.256317755776), np.float64(-4103.449624079754), np.float64(-4018.3396481770656), np.float64(-4253.041361190699), np.float64(-4467.3306903769235), np.float64(-4494.606180825464), np.float64(-4148.606236981331), np.float64(-4294.151864619829), np.float64(-4398.7456637199975), np.float64(-4088.0392118726472), np.float64(-4203.759917815418)]"
4,100,uniform,1.02,-4199.46,154.91,"[np.float64(-4181.8340473176895), np.float64(-4290.591305834865), np.float64(-4205.7860653847265), np.float64(-4057.041018583734), np.float64(-4325.978672598598), np.float64(-4075.1641622507495), np.float64(-4273.849517027765), np.float64(-4192.839168389359), np.float64(-4097.777013831507), np.float64(-4257.223665315135), np.float64(-4128.025103205433), np.float64(-3963.1668327367743), np.float64(-4116.161038318016), np.float64(-4150.618179601175), np.float64(-4077.2535307201333), np.float64(-3859.408429186682), np.float64(-4204.507239860124), np.float64(-4197.041013507848), np.float64(-4331.502269357372), np.float64(-4172.191349270827), np.float64(-3977.44389600641), np.float64(-4210.592314523716), np.float64(-4130.798537556842), np.float64(-4387.580418601146), np.float64(-4004.2664750917597), np.float64(-4531.677655272361), np.float64(-4304.349329652737), np.float64(-3855.9036680074055), np.float64(-4281.574170186755), np.float64(-4164.826514258405), np.float64(-4092.4544803465888), np.float64(-4124.726467504912), np.float64(-4297.775845899904), np.float64(-4280.1728737837675), np.float64(-4171.933501299041), np.float64(-4576.872736929037), np.float64(-4157.659652842277), np.float64(-4228.455883763059), np.float64(-4219.454042382703), np.float64(-4414.7400544850425), np.float64(-4105.599452149387), np.float64(-4018.3396481770656), np.float64(-4092.1085984054043), np.float64(-4437.554943262681), np.float64(-4494.606180825464), np.float64(-4148.606236981331), np.float64(-4294.151864619829), np.float64(-4477.8639048267705), np.float64(-4088.0392118726472), np.float64(-4245.04041984229)]"
