iteration,mean_cost,theta
1,3819.678934528015,"0.0,0.0"
2,3875.187045522192,"0.8778,-0.0386"
3,3796.8936441606616,"1.7778,-0.1362"
4,3832.3476717052426,"2.6576,-0.2411"
5,3771.7738210348175,"3.5249,-0.2973"
6,3848.472030423786,"4.3708,-0.3377"
7,3796.914809405729,"5.2389,-0.43"
8,3757.503745105309,"6.0704,-0.4884"
9,3809.44208786791,"6.8925,-0.5536"
10,3740.8863625695335,"7.7318,-0.6582"
11,3754.528744202066,"8.5259,-0.671"
12,3769.4932811391127,"9.3228,-0.7236"
13,3712.2829280276096,"10.1164,-0.7895"
14,3795.219509826673,"10.8978,-0.8517"
15,3763.933860181713,"11.6772,-0.893"
16,3704.7442164592926,"12.4635,-0.992"
17,3722.4827297698544,"13.2107,-1.0254"
18,3682.6386861571254,"13.9727,-1.1099"
19,3732.4486265971727,"14.725,-1.2188"
20,3709.115700126229,"15.4683,-1.2854"
21,3623.9606042607734,"16.2043,-1.3555"
22,3710.3986809874937,"16.9109,-1.3929"
23,3706.7992656472425,"17.6427,-1.5103"
24,3658.5014798527136,"18.3438,-1.5331"
25,3697.4657209583756,"19.0651,-1.65"
26,3619.460267159123,"19.7673,-1.7058"
27,3688.7948874546755,"20.4475,-1.7848"
28,3658.4961322209747,"21.1237,-1.8226"
29,3587.151948127865,"21.8075,-1.9267"
30,3619.340596079781,"22.4635,-1.9816"
31,3652.8446080124877,"23.1038,-2.0057"
32,3552.7274173591973,"23.7279,-1.9784"
33,3619.387643996508,"24.3424,-1.9852"
34,3621.541084647737,"24.9467,-1.9607"
35,3574.2826498008044,"25.564,-1.9927"
36,3583.500853191658,"26.1691,-2.0095"
37,3574.6419120445194,"26.77,-2.037"
38,3612.197805297483,"27.3733,-2.09"
39,3550.3169219222195,"27.9542,-2.062"
40,3586.344681415232,"28.4899,-1.9686"
41,3564.1916659438307,"29.0334,-1.8819"
42,3594.817199114234,"29.5961,-1.8994"
43,3566.870951274034,"30.1568,-1.8863"
44,3574.367021552799,"30.6778,-1.799"
45,3590.7821691053805,"31.1462,-1.5812"
46,3596.746468947111,"31.6714,-1.517"
47,3642.327390657372,"32.2102,-1.5119"
48,3572.0976921054603,"32.7298,-1.4294"
49,3560.253641597343,"33.238,-1.3845"
50,3590.0933255374607,"33.7069,-1.2416"
51,3540.638518794145,"34.2033,-1.16"
52,3545.2475984131174,"34.6204,-0.9263"
53,3533.8601343054747,"35.0884,-0.8258"
54,3645.8009952023294,"35.5533,-0.7676"
55,3599.197662120876,"36.0414,-0.699"
56,3598.9631255650947,"36.455,-0.4743"
57,3554.116466529913,"36.8673,-0.2436"
58,3547.734132434877,"37.3027,-0.1235"
59,3517.714234287659,"37.7056,0.0687"
60,3593.7318917969733,"38.1058,0.2444"
61,3543.2869851337746,"38.5224,0.4097"
62,3615.1506072893135,"38.8685,0.7018"
63,3559.987300158954,"39.2662,0.8954"
64,3579.9120602200373,"39.6469,1.0933"
65,3550.684410420436,"40.0277,1.2955"
66,3583.200747328586,"40.4365,1.3707"
67,3579.927147583806,"40.7831,1.6348"
68,3598.7192264770006,"41.1315,1.8716"
