iteration,mean_cost,theta
1,3156.6819930579304,"0.0,0.0,0.0"
2,3205.4919700568785,"0.9249,-0.0042,0.17"
3,3145.910233574757,"1.8592,0.0812,0.19"
4,3159.6688866508866,"2.7879,0.0775,0.2597"
5,3159.608411096976,"3.6889,0.0766,0.4307"
6,3209.388354044401,"4.5783,0.1236,0.5243"
7,3176.8833947063035,"5.4931,0.1824,0.5267"
8,3128.523703268919,"6.3712,0.2463,0.545"
9,3182.1511845447694,"7.2382,0.2057,0.713"
10,3117.7706420109694,"8.1097,0.158,0.8827"
11,3109.9336451880417,"8.957,0.1519,1.018"
12,3151.907341383215,"9.8,0.1892,1.044"
13,3061.2814368133004,"10.6215,0.251,1.0984"
14,3138.011140492498,"11.4392,0.25,1.1905"
15,3165.7587740881795,"12.2618,0.3131,1.1987"
16,3082.3958114831626,"13.0863,0.3388,1.2812"
17,3115.029876694767,"13.8763,0.3291,1.4168"
18,3076.1923170620116,"14.6917,0.3817,1.373"
19,3118.697380166541,"15.4675,0.3907,1.44"
20,3066.916816639759,"16.2447,0.4095,1.5094"
21,3035.3543557921726,"17.0142,0.4507,1.5113"
22,3109.4753654568153,"17.7653,0.508,1.5222"
23,3076.421527794992,"18.525,0.4941,1.6092"
24,3064.5225976042966,"19.2798,0.4857,1.6952"
25,3063.4373653107086,"20.0508,0.3506,1.8804"
26,3001.014481050315,"20.8078,0.3702,1.8532"
27,3081.9482006208987,"21.5353,0.3593,1.8761"
28,3067.8524857102375,"22.274,0.4253,1.778"
29,3028.770389871874,"22.9831,0.3969,1.9185"
30,3017.586319113103,"23.6827,0.3502,2.0554"
31,3019.755497559805,"24.387,0.3024,2.1429"
32,2968.371079999876,"25.0666,0.2611,2.2677"
33,3025.938466105328,"25.7213,0.1905,2.4936"
34,3026.1375346620625,"26.3868,0.1241,2.6799"
35,2997.1345324983904,"27.047,0.1115,2.7579"
36,3008.5844987043943,"27.7354,0.0492,2.818"
37,2985.5436084216017,"28.3848,-0.0011,2.9556"
38,3018.7907824589183,"29.0096,-0.0463,3.1455"
39,2977.801077252233,"29.6651,-0.0586,3.2187"
40,2981.9160691569477,"30.2572,-0.0528,3.3723"
41,2999.9642255627887,"30.8645,-0.0074,3.4326"
42,3002.988659053081,"31.4763,-0.0613,3.5839"
43,2970.7317489656584,"32.0978,-0.0621,3.6569"
44,2961.2229774835228,"32.6509,-0.0003,3.781"
45,2983.1027448686746,"33.2076,0.0194,3.9252"
46,2970.934366590853,"33.8217,-0.0389,4.0339"
47,3006.244798808755,"34.4021,0.071,3.9304"
48,2983.3898536637057,"34.9724,0.0814,4.063"
49,2944.174980045471,"35.5501,0.15,4.0214"
50,3024.182681979401,"36.083,0.2309,4.0557"
51,2960.6928359831736,"36.6166,0.2919,4.1922"
52,2920.5307735121123,"37.0967,0.4343,4.2829"
53,2925.343130121195,"37.5802,0.5227,4.3837"
54,3037.9353525507613,"38.0784,0.5534,4.4848"
55,2945.6935681318782,"38.6047,0.6358,4.5186"
56,2939.366774086208,"39.1259,0.705,4.4905"
57,2919.114018466292,"39.6057,0.8099,4.5513"
58,2938.6236305041543,"40.089,0.919,4.5366"
59,2907.985409307164,"40.612,1.0163,4.4347"
60,2937.635997999797,"41.0771,1.1638,4.417"
61,2910.418169346892,"41.5212,1.2775,4.5057"
62,2954.2380041562537,"41.9557,1.4153,4.528"
63,2939.5160733682305,"42.3907,1.629,4.4425"
64,2937.3676957955245,"42.782,1.7962,4.5635"
65,2938.5297621187824,"43.2274,1.8363,4.6916"
66,2962.0624519007306,"43.6319,1.9143,4.8559"
67,2936.382162929636,"44.086,2.0547,4.8302"
68,2978.4897986937285,"44.4651,2.192,4.9479"
69,2927.803802758151,"44.8854,2.202,5.1469"
70,2922.407068203216,"45.2839,2.1812,5.4244"
71,2963.4690615432337,"45.6583,2.3137,5.5193"
72,2910.4294410431044,"46.06,2.4386,5.5705"
73,2938.9124567175227,"46.4096,2.649,5.5904"
74,2889.698878080474,"46.7492,2.792,5.743"
75,2951.762904479647,"47.0817,2.8909,5.9255"
76,2937.8304043072067,"47.4167,3.0899,5.9997"
77,2964.10545586103,"47.8018,3.1429,6.1268"
78,2949.17717353687,"48.1183,3.424,6.1233"
79,2940.531371021285,"48.4702,3.5206,6.2724"
80,2922.6468919235213,"48.8425,3.5758,6.3596"
81,2993.1758371064616,"49.1179,3.763,6.546"
82,2965.8975887353927,"49.5211,3.7774,6.6614"
83,2902.98756590872,"49.839,3.9029,6.8178"
84,2981.8524063125583,"50.1485,4.0477,6.8891"
85,2948.45177582172,"50.457,4.192,7.0283"
86,2993.5485960093706,"50.7688,4.2787,7.2031"
87,2959.8515370513323,"51.1233,4.3788,7.2764"
88,2931.5987836687464,"51.4061,4.5022,7.485"
89,2972.419088794766,"51.6359,4.7441,7.6234"
90,2971.9144860677193,"51.927,4.8554,7.7942"
91,2966.744568867938,"52.2319,5.0101,7.8471"
92,2949.743325087415,"52.4743,5.1176,8.1366"
93,2923.1643482893205,"52.7152,5.3388,8.2381"
94,2922.5811164280854,"52.9525,5.5453,8.3338"
95,2906.7380866082412,"53.2158,5.6587,8.4978"
96,2972.2115513367603,"53.4306,5.9015,8.5491"
97,2939.2271859352286,"53.7031,6.03,8.6795"
98,2943.967025536242,"53.9766,6.1332,8.8177"
99,2928.3615301238897,"54.2348,6.2523,8.9552"
100,2985.8106819480936,"54.4559,6.4852,8.994"
101,2964.3181162587343,"54.7447,6.5621,9.1364"
102,2943.5448138997203,"54.9236,6.7729,9.3442"
103,2927.870338381567,"55.1321,6.9255,9.5314"
104,2955.4220196661245,"55.3434,7.0881,9.6673"
105,2923.212803003717,"55.5579,7.3443,9.6747"
106,2949.1205855826765,"55.8059,7.4165,9.8254"
107,2957.6218327701777,"55.9713,7.5787,10.0928"
108,2942.036520672335,"56.1938,7.7689,10.1287"
109,2915.215101354508,"56.3391,7.9819,10.3438"
110,2932.3153398417703,"56.5037,8.0671,10.67"
111,2907.8871533334063,"56.6466,8.3325,10.7937"
112,2920.8721057489106,"56.9019,8.4222,10.8168"
113,2898.1702218016076,"57.1148,8.5692,10.8814"
114,2949.914534520118,"57.2097,8.7603,11.1721"
115,2946.1478815113032,"57.3708,8.8972,11.4114"
116,2905.657163950735,"57.5616,8.9902,11.6053"
117,2938.0519885140898,"57.7383,9.1094,11.7581"
118,2939.2445685624557,"57.9149,9.3134,11.8179"
119,2937.745641678674,"58.0509,9.4671,12.0558"
120,2885.564833690079,"58.1734,9.5653,12.4012"
121,2910.3081399080156,"58.3276,9.734,12.4979"
122,2920.0248703094094,"58.5112,9.9106,12.525"
123,2968.261988724656,"58.6475,10.1192,12.6189"
124,2938.4872120240943,"58.8362,10.2593,12.689"
125,2961.3728356450847,"59.0233,10.3467,12.8439"
126,2925.4153177307458,"59.2259,10.4619,12.9186"
127,2922.584415511083,"59.4553,10.4745,13.0296"
128,2998.6798680017355,"59.6375,10.5811,13.1147"
129,2912.6028922565483,"59.7835,10.6508,13.4452"
130,2949.2453492325444,"59.9073,10.7523,13.6685"
131,2945.5881924131327,"60.028,10.9184,13.8473"
132,2933.0552091921004,"60.1264,11.1406,13.9935"
133,2934.3891766812235,"60.238,11.3891,14.0455"
134,2929.139551480898,"60.4175,11.4612,14.1611"
135,2926.2271696103144,"60.5917,11.5027,14.3138"
136,2960.3754670885783,"60.7039,11.7236,14.3731"
137,2935.2158296631405,"60.8723,11.7791,14.5401"
138,2942.9559331409623,"61.032,11.9103,14.5915"
139,2944.625869080636,"61.15,11.987,14.8518"
140,2898.502756978123,"61.2788,12.0946,15.014"
141,3004.6757850903364,"61.3431,12.334,15.1295"
142,2984.851361805053,"61.4927,12.4277,15.3007"
143,2928.921372337259,"61.6124,12.6893,15.2763"
144,2946.5147293622913,"61.6653,12.9502,15.3772"
145,2906.9614122976454,"61.7488,13.2191,15.3961"
146,2946.1321357610636,"61.8802,13.3171,15.5095"
147,2928.739903757256,"62.0001,13.4935,15.554"
148,2969.9187235512804,"62.0975,13.7116,15.5843"
149,2951.1448459656244,"62.1998,13.8454,15.7593"
150,2945.144780072362,"62.3035,14.0139,15.8407"
151,2918.9229111022187,"62.4153,14.1152,15.992"
152,2938.2798900765547,"62.5658,14.2226,15.9854"
153,2992.0510694500513,"62.6409,14.3081,16.253"
154,2960.628042244562,"62.8064,14.3644,16.3444"
155,2931.812186103039,"62.9949,14.3684,16.4097"
156,2945.3770772885637,"63.1215,14.4712,16.4968"
157,2933.302013592223,"63.2195,14.5495,16.7003"
158,2954.1636820953245,"63.3391,14.7206,16.668"
159,2961.0711054967833,"63.4175,14.8889,16.7759"
160,2920.3123052077945,"63.4526,14.9322,17.1745"
161,2961.783470934875,"63.5115,15.1285,17.2567"
162,2944.353686465087,"63.6892,15.1869,17.2356"
163,2923.5567801311695,"63.8412,15.2272,17.3116"
164,2948.71321088344,"63.9161,15.4271,17.3412"
165,2924.854652553015,"64.0008,15.4391,17.6105"
166,2930.8490149008926,"64.1526,15.403,17.7563"
167,2904.2991648182638,"64.2511,15.5697,17.7368"
168,2896.288141567905,"64.3614,15.673,17.754"
169,2933.3332606867257,"64.4424,15.8105,17.7922"
170,2916.0504257074,"64.5924,15.7536,17.9514"
171,2950.6930807457356,"64.7087,15.8235,18.0178"
172,2952.4661609655277,"64.8285,15.8644,18.1292"
173,2957.2781328433425,"64.9306,15.9192,18.2589"
174,2940.811695092222,"65.0459,16.0071,18.3177"
175,2920.4087908873266,"65.1675,16.0105,18.4525"
176,2966.5430695650475,"65.2316,16.1743,18.4982"
177,2964.6689543316215,"65.3319,16.2956,18.5203"
178,2936.1063329712056,"65.3815,16.3971,18.7179"
179,2970.103781549404,"65.4549,16.54,18.7671"
180,2957.837138003944,"65.5196,16.6954,18.8512"
181,2952.3800210340255,"65.5972,16.8465,18.8746"
182,2991.3057817028516,"65.6685,17.053,18.834"
183,2942.6409400486855,"65.8051,17.0567,18.9379"
184,2966.275790148538,"65.8953,17.0868,19.077"
185,2891.571429685593,"66.0246,17.0908,19.1608"
186,2941.9287202944506,"66.089,17.2499,19.1413"
187,2898.993809084497,"66.1845,17.2493,19.307"
188,2903.4231199812866,"66.2416,17.3054,19.4385"
189,2953.056732340572,"66.3248,17.4143,19.4275"
190,2909.5587617413785,"66.4086,17.3909,19.6466"
191,2963.1851725418514,"66.4083,17.665,19.6075"
192,2938.373924868691,"66.5227,17.5871,19.8287"
193,2952.833270664664,"66.6092,17.5968,19.9814"
194,2939.7643394586507,"66.7475,17.5012,20.1438"
195,2899.867788417552,"66.808,17.5784,20.2598"
196,2908.45597610072,"66.8217,17.7778,20.277"
197,2969.5994304491946,"66.8555,17.9104,20.3514"
198,2966.7771325671665,"66.9687,17.8281,20.567"
199,2961.2426501039276,"67.0204,17.882,20.7693"
200,2952.4423521939425,"67.0939,17.9589,20.8562"
201,2946.289399048335,"67.1724,18.1308,20.766"
202,2917.985461304234,"67.2394,18.1914,20.8655"
203,2992.8293325466284,"67.2723,18.344,20.8963"
204,2920.2369140112323,"67.3438,18.4478,20.9582"
205,2927.5032126359492,"67.4452,18.506,20.9139"
206,2911.487665434594,"67.4877,18.6644,20.8865"
207,3004.4163497307663,"67.5238,18.7528,20.9843"
208,2947.9645433519195,"67.6112,18.7721,21.1092"
209,2967.9932409116755,"67.6692,18.8788,21.1285"
210,2918.16552978286,"67.7667,18.8817,21.202"
211,2948.815884737227,"67.8284,18.9901,21.1729"
212,2963.69325531246,"67.9688,18.9214,21.2245"
213,2952.643376024365,"68.0299,19.0463,21.2312"
214,2919.12474019192,"68.1078,19.1229,21.2375"
215,2915.3415891043587,"68.1422,19.2547,21.2471"
216,2981.6944150806394,"68.2299,19.2449,21.3092"
217,2948.2427124118108,"68.2768,19.366,21.3545"
218,2949.2529092420655,"68.2948,19.4963,21.4173"
219,2945.314210174187,"68.3217,19.5691,21.5564"
220,2906.096944221564,"68.3669,19.6475,21.6218"
221,2944.916633133689,"68.3817,19.7874,21.6331"
222,2942.71116272381,"68.4582,19.8769,21.583"
223,2948.7816167002097,"68.4713,20.0327,21.6191"
224,2939.505549749819,"68.5203,19.9721,21.8674"
225,2956.9151284014642,"68.5445,20.0739,21.9487"
226,2982.979725097502,"68.6254,20.085,22.0357"
227,2974.158385251248,"68.7593,19.9926,22.1269"
228,2958.504261804846,"68.8488,19.901,22.3212"
229,2954.0956676368382,"68.8602,19.9507,22.5111"
230,2962.777648528709,"68.8818,19.9452,22.7424"
231,2903.922039986805,"68.8771,20.0591,22.877"
232,2933.2745833306312,"68.9231,20.1744,22.8142"
233,2912.811790473131,"68.9471,20.1647,23.016"
234,2941.167013867397,"68.9862,20.2494,23.0108"
235,2986.3654888193973,"69.0802,20.1929,23.0844"
236,2948.5627245920723,"69.1598,20.2176,23.1415"
237,3015.688753309198,"69.1174,20.3442,23.332"
238,2970.881484075167,"69.1956,20.4051,23.345"
239,2950.0695508608205,"69.2494,20.4215,23.469"
240,2933.940333610086,"69.3442,20.4026,23.5071"
241,2920.670005930478,"69.4336,20.3314,23.597"
242,2914.7164035189444,"69.4834,20.4236,23.5455"
243,2938.7164125920226,"69.4679,20.5111,23.6774"
244,2894.42633962572,"69.5324,20.5918,23.6333"
245,2965.131072586814,"69.5679,20.6719,23.6074"
246,2937.6620206928333,"69.6405,20.7003,23.6157"
247,2975.946430961596,"69.7236,20.7127,23.5718"
