iteration,mean_cost,theta
1,15353.212138560883,"0.0,0.0"
2,15338.727193271665,"0.7005,-0.6093"
3,15358.390531587895,"1.3979,-1.2274"
4,15296.743375335116,"2.0893,-1.8303"
5,15187.797478102088,"2.7759,-2.4423"
6,15137.5019983894,"3.463,-3.0679"
7,15141.763897855877,"4.1439,-3.6939"
8,14918.341068789421,"4.8332,-4.3339"
9,14962.336055785387,"5.5153,-4.9699"
10,14873.992796121463,"6.1937,-5.5939"
11,14789.505490114088,"6.8614,-6.2105"
12,14913.570467386786,"7.5279,-6.8323"
13,14657.87862129814,"8.1983,-7.4673"
14,14754.901309753017,"8.8641,-8.1075"
15,14543.247053811623,"9.5317,-8.7496"
16,14562.480050398279,"10.2092,-9.4189"
17,14608.345964638116,"10.8654,-10.0563"
18,14523.433134585384,"11.5265,-10.7128"
19,14407.024418025845,"12.1935,-11.3924"
20,14419.95660853922,"12.8451,-12.0227"
21,14429.332011027655,"13.4934,-12.6498"
22,14392.71301490597,"14.1505,-13.2959"
23,14291.622827626205,"14.8083,-13.9553"
24,14171.874972897966,"15.4356,-14.5356"
25,14237.74177506316,"16.0565,-15.0994"
26,14093.708076414005,"16.6731,-15.6689"
27,14046.195389230792,"17.2817,-16.2295"
28,13981.65087888582,"17.8961,-16.8109"
29,13943.158242662752,"18.5119,-17.3809"
30,13921.109237235236,"19.0742,-17.8343"
31,13931.362862777016,"19.6392,-18.2613"
32,13974.016765441715,"20.1957,-18.6936"
33,13873.582370590784,"20.726,-19.0611"
34,13940.005310747267,"21.2215,-19.3427"
35,13813.767774501419,"21.7486,-19.7136"
36,13840.184302990214,"22.2187,-19.9503"
37,13843.72761455329,"22.6197,-20.0181"
38,13859.558984432842,"23.0295,-20.1174"
39,13933.274153646642,"23.3936,-20.1053"
40,13883.957993023541,"23.8513,-20.3349"
41,13896.163216001656,"24.1447,-20.1619"
42,13779.0097292329,"24.4479,-20.0208"
43,13885.538559311626,"24.7101,-19.8028"
44,13884.97984733538,"25.123,-19.9637"
45,13910.272551632537,"25.5162,-20.0833"
46,13840.196468038053,"25.8256,-19.9924"
47,13796.820079489735,"26.1297,-19.9016"
48,13828.536237360884,"26.395,-19.7326"
49,13812.298037281029,"26.6942,-19.6516"
50,13891.139355784704,"26.8392,-19.2022"
51,13940.120742030644,"27.1237,-19.0926"
52,13862.338384740571,"27.4179,-19.0115"
53,13902.525187868658,"27.6788,-18.8629"
54,13869.805413258739,"27.9443,-18.7292"
55,13889.483057007976,"28.1759,-18.5204"
56,13832.656356685795,"28.3846,-18.2627"
57,13908.482690667406,"28.5489,-17.9157"
58,13814.14305513483,"28.8434,-17.8817"
59,13889.738479119658,"29.0389,-17.6236"
60,13899.083768535827,"29.2429,-17.3885"
61,13759.934332991183,"29.4923,-17.2749"
62,13971.51739400405,"29.6591,-16.9744"
63,13894.834688016215,"29.9601,-16.9967"
64,13905.341651836077,"30.2089,-16.8985"
65,13909.42262922322,"30.3554,-16.556"
66,13809.00673789541,"30.551,-16.3409"
67,13862.995498759357,"30.7533,-16.1595"
68,13966.29129226918,"30.89,-15.8204"
69,13924.634732207162,"31.0364,-15.5007"
70,13898.199517284602,"31.2348,-15.3166"
71,13932.216691363876,"31.4559,-15.1983"
72,13852.9386111525,"31.6902,-15.1117"
73,13874.541372669826,"31.8431,-14.8425"
74,13896.1752423472,"32.0196,-14.6359"
75,13805.99539775525,"32.2315,-14.5197"
76,13844.991182887337,"32.4766,-14.4965"
77,13879.77993647036,"32.6584,-14.3246"
78,13915.01705574157,"32.8527,-14.1856"
79,13942.350881193775,"33.0323,-14.012"
80,13846.745167917059,"33.1661,-13.7325"
81,13831.351063250624,"33.3371,-13.5573"
82,13892.291563581337,"33.5301,-13.448"
83,13798.692783679644,"33.6261,-13.1004"
84,13938.08036694922,"33.7289,-12.7835"
85,13937.659729385432,"33.9016,-12.6265"
86,13971.367173587463,"34.0126,-12.3281"
87,13798.781440595529,"34.1543,-12.1038"
88,13797.7152456567,"34.2564,-11.8065"
89,13924.812695962579,"34.4675,-11.7776"
90,13928.008225008007,"34.623,-11.6096"
91,13924.985165277645,"34.8043,-11.5105"
92,13893.155620953868,"34.9571,-11.3487"
93,13892.190627452126,"35.1491,-11.2898"
94,13854.505439285203,"35.3394,-11.2294"
95,13903.993911096211,"35.5736,-11.2927"
96,13959.879248485742,"35.6838,-11.0486"
97,13920.398054007963,"35.8086,-10.8406"
98,13888.248859747777,"35.9545,-10.6898"
99,13831.60505632399,"36.1226,-10.6023"
100,13914.99201134436,"36.2835,-10.51"
101,13883.30425183574,"36.401,-10.307"
102,13918.491413916354,"36.5913,-10.2861"
103,13844.233740236457,"36.6945,-10.0595"
104,13878.580074187012,"36.8599,-9.9945"
105,13952.42868524408,"36.9465,-9.739"
106,13872.235801895038,"37.016,-9.4392"
107,13769.485946522524,"37.1605,-9.3368"
108,13900.584814075104,"37.188,-8.9674"
109,13903.034331054245,"37.2783,-8.7398"
110,13836.914209570792,"37.453,-8.7169"
111,13937.098727148548,"37.5045,-8.4114"
112,13843.407020493487,"37.7141,-8.4845"
113,13895.215509159656,"37.8793,-8.4611"
114,13935.079077139197,"37.9971,-8.3184"
115,13879.170171852196,"38.1059,-8.1555"
116,13927.55365989822,"38.1434,-7.8337"
117,13840.957021223447,"38.3127,-7.8281"
118,13826.130075508612,"38.4228,-7.6915"
119,13936.891360304096,"38.5255,-7.542"
120,14017.444482169154,"38.6674,-7.479"
121,13833.124421701566,"38.7167,-7.1918"
122,13906.476359717595,"38.8128,-7.0347"
123,13696.032668013175,"38.9602,-7.0"
124,13966.104350255595,"39.1717,-7.1574"
125,13885.688540376628,"39.3162,-7.1217"
126,13990.06989138157,"39.5805,-7.3918"
127,13829.422129384207,"39.6069,-7.0752"
128,13811.739547178524,"39.671,-6.8672"
129,13894.848338411688,"39.8451,-6.9311"
130,13881.362279985291,"39.9835,-6.9034"
131,13841.793878273213,"40.0852,-6.7921"
132,13918.84556206359,"40.1953,-6.7069"
133,13895.06811908147,"40.3482,-6.7267"
134,13782.605433219906,"40.3465,-6.3781"
135,13914.638303796628,"40.3944,-6.1586"
136,13887.542319976137,"40.5095,-6.0947"
137,13906.94001300924,"40.6066,-5.9919"
138,14087.732211258937,"40.6087,-5.6632"
139,13905.209299451935,"40.6402,-5.3946"
140,13951.98195971107,"40.8295,-5.5341"
141,14004.953020910034,"40.9359,-5.4638"
142,13919.78019096508,"41.0824,-5.4909"
143,13882.12335252183,"41.1174,-5.2555"
144,13891.536541395373,"41.2091,-5.166"
145,13934.991942770785,"41.2513,-4.9542"
146,13803.598854759059,"41.3754,-4.9414"
147,13802.227291768024,"41.5303,-5.0185"
148,13808.816148138632,"41.66,-5.0395"
149,13840.299695164971,"41.7356,-4.9308"
150,13814.531517576776,"41.8237,-4.8517"
151,13873.147907224187,"41.7931,-4.4935"
152,13872.377554907747,"41.8306,-4.2995"
153,13972.196372361363,"41.8607,-4.0872"
154,13850.946225275817,"41.9739,-4.0768"
155,13879.733749525272,"42.0989,-4.1037"
156,13981.330099550303,"42.1143,-3.8638"
157,13925.405480180867,"42.1901,-3.7622"
158,13798.295897458962,"42.2677,-3.6724"
159,13868.679576370514,"42.3767,-3.6749"
160,13952.25103193485,"42.5271,-3.7749"
161,13887.291864246044,"42.6331,-3.7578"
162,13902.078016900807,"42.7491,-3.7767"
163,13991.752215083043,"42.8955,-3.8716"
164,13884.83306482816,"42.8329,-3.4613"
165,13856.71959318045,"42.942,-3.4688"
166,13916.774967695468,"43.0118,-3.3878"
167,13897.742940070571,"43.087,-3.3181"
168,13897.947072802088,"43.0881,-3.0739"
169,13845.344210226738,"43.2789,-3.2996"
170,13927.913601200942,"43.3228,-3.1663"
171,13945.303733741202,"43.4064,-3.1227"
172,13913.751219555568,"43.5272,-3.1725"
173,13855.757308002701,"43.598,-3.105"
174,13810.265952584667,"43.586,-2.8491"
175,13904.362080859917,"43.6849,-2.8654"
176,13926.932139858363,"43.7245,-2.7296"
177,13844.664494429408,"43.8178,-2.7255"
178,13779.805079314277,"43.8427,-2.5683"
179,13823.008110129156,"43.9276,-2.5644"
180,13874.197622559963,"44.0369,-2.612"
181,13870.582659770826,"44.0814,-2.5063"
182,13878.946275611652,"44.1178,-2.3787"
183,13923.657566100788,"44.1837,-2.3277"
184,13828.865212384924,"44.2277,-2.2184"
185,13917.475820978007,"44.294,-2.1767"
186,13869.632726411492,"44.4561,-2.3674"
187,13869.113837540357,"44.5347,-2.3549"
188,13866.43874368672,"44.5479,-2.1857"
189,13844.95646780059,"44.5977,-2.1086"
190,13846.632835090828,"44.6163,-1.9588"
191,13862.562403964863,"44.6361,-1.8139"
192,13898.568512849335,"44.7148,-1.8122"
193,13966.492812310713,"44.7639,-1.7339"
194,13905.096993691595,"44.882,-1.8262"
195,13936.725896198686,"44.9256,-1.742"
196,13887.041483872319,"45.0513,-1.8552"
197,13841.00586632738,"45.0774,-1.7288"
198,13864.65741581063,"45.0965,-1.5982"
199,13847.233721651963,"45.2132,-1.7039"
200,13940.783353931265,"45.2378,-1.5902"
201,13831.001030380045,"45.2411,-1.4141"
202,13841.76488684877,"45.3671,-1.5459"
203,13817.792101936437,"45.445,-1.5671"
204,13881.083893865156,"45.4887,-1.5103"
205,13872.789804898179,"45.5146,-1.4026"
206,13945.755882930915,"45.5863,-1.408"
207,13856.637536280767,"45.6566,-1.4042"
208,13828.290970440246,"45.7235,-1.4001"
209,13892.207560471677,"45.6849,-1.1473"
210,13942.912453589277,"45.6956,-1.009"
211,13875.801595428378,"45.8306,-1.1784"
212,13937.029016312179,"45.8344,-1.0311"
213,13988.69757437831,"45.848,-0.9023"
214,13950.024649804382,"45.9179,-0.9018"
215,13866.703826776507,"45.9208,-0.7488"
216,13936.219500810495,"45.979,-0.7344"
217,13817.90310065964,"46.0673,-0.7951"
218,13945.51590241241,"46.096,-0.7225"
219,13840.729763334088,"46.1228,-0.6325"
220,13905.604954015354,"46.12,-0.4862"
221,13943.100991043644,"46.1436,-0.3965"
222,13861.42272608047,"46.2195,-0.435"
223,13911.321000256234,"46.2506,-0.3677"
224,13920.404469834199,"46.2711,-0.2727"
225,13859.241006935936,"46.2569,-0.0981"
226,13938.589250286683,"46.3336,-0.1498"
227,13830.174054063951,"46.454,-0.3025"
228,13875.906855462028,"46.4716,-0.2151"
229,13783.605994232039,"46.478,-0.0973"
230,13861.262164907912,"46.4843,0.0101"
231,13832.444239371684,"46.4657,0.1838"
232,13838.751525774382,"46.5928,-0.002"
233,13866.714534792269,"46.649,-0.0146"
234,13832.522283152879,"46.7544,-0.1478"
235,13944.823871270015,"46.7478,-0.0094"
236,13914.09210119997,"46.7965,0.0029"
237,13916.319166644109,"46.7778,0.1759"
238,13865.493152934865,"46.775,0.3088"
239,13918.543053020167,"46.8152,0.3297"
240,13855.703611247305,"46.8626,0.3413"
241,13929.637125717532,"46.8898,0.393"
242,13889.089192407557,"46.9306,0.4189"
243,13826.709951177414,"46.8967,0.618"
244,13902.622945818071,"46.9982,0.4837"
245,13833.247002252527,"46.9899,0.6181"
246,13782.682986540056,"47.0335,0.6227"
247,13880.150551229044,"47.0491,0.6873"
248,13958.939472965902,"47.0699,0.7511"
249,13896.600299153028,"47.0427,0.9337"
250,13834.77038403977,"47.0525,1.0204"
251,13828.267877831748,"47.137,0.9182"
252,13882.914285533298,"47.2887,0.646"
253,13850.989379952822,"47.3137,0.6915"
254,13873.202196843296,"47.3393,0.731"
255,13869.204965007142,"47.4017,0.6851"
256,13866.183360699453,"47.4161,0.7526"
257,13831.346529149636,"47.4773,0.7017"
258,13922.447180211628,"47.4379,0.8912"
259,13812.37173112331,"47.4858,0.879"
260,13937.383689342101,"47.492,0.9565"
261,13876.99539664475,"47.5781,0.8459"
262,13790.223484027352,"47.5401,1.0331"
263,13837.944291015167,"47.5387,1.1215"
264,13826.631839088062,"47.5553,1.1727"
265,13899.182727784859,"47.5274,1.3269"
266,13841.520886942688,"47.6315,1.1677"
267,13842.939577216925,"47.6794,1.1442"
268,13832.898454051596,"47.8028,0.9345"
269,13856.149571588838,"47.7845,1.0638"
270,13822.759752528553,"47.8941,0.8826"
271,13870.186472421794,"47.8738,1.0146"
272,13995.574708021977,"47.884,1.0782"
273,13829.391277669556,"47.9781,0.943"
274,13870.310949875206,"47.9592,1.071"
275,13945.568208110293,"47.9987,1.0622"
276,13813.479851963093,"48.0522,1.0232"
277,13901.542127951438,"48.0278,1.1596"
278,13877.603554648498,"48.0784,1.1194"
279,13822.292393936188,"48.0378,1.2975"
280,13908.900678896689,"48.0273,1.3974"
281,13823.923154757855,"48.0602,1.4032"
282,13838.980164491812,"48.0335,1.5413"
283,13837.775649595202,"48.1071,1.4382"
284,13790.690216740279,"48.1175,1.4848"
285,13895.764157653513,"48.1503,1.4765"
286,13945.326345218493,"48.2187,1.386"
287,13921.272175659027,"48.3054,1.2557"
288,13986.318642048522,"48.2598,1.4454"
289,13937.888329393034,"48.2173,1.6303"
290,13979.51925168111,"48.2302,1.6734"
291,13948.715706491308,"48.2284,1.7612"
292,13941.878821977607,"48.2504,1.7867"
293,13857.051407029685,"48.2371,1.8958"
294,13901.488043590707,"48.2354,1.968"
295,13929.394485639326,"48.3659,1.7186"
296,13748.136200381585,"48.3421,1.8493"
297,13887.237112660103,"48.3162,1.9657"
298,13950.536994574573,"48.2597,2.1672"
299,13895.628750063976,"48.2987,2.1489"
300,13888.03837637605,"48.3519,2.09"
301,13806.114988693627,"48.387,2.0702"
302,13873.552723543335,"48.4415,1.9966"
303,13849.237955341081,"48.4584,2.022"
304,13893.711872621165,"48.5128,1.9516"
305,13866.585499317396,"48.5514,1.9226"
306,13769.711079141734,"48.5597,1.9633"
307,13896.348742543767,"48.5043,2.1472"
308,13853.221966309482,"48.5067,2.2043"
309,13851.53078049762,"48.5438,2.1696"
310,13835.779566620633,"48.5736,2.155"
311,13863.29233477342,"48.6825,1.9403"
312,13918.140027097703,"48.8277,1.6437"
313,13862.188963013845,"48.8434,1.6692"
