iteration,mean_cost,theta
1,9015.558435847493,"0.0,0.0,0.0,0.0,0.0"
2,8947.071030271325,"0.8016,0.3797,-0.2015,-0.6763,-0.1361"
3,8835.500325057847,"1.5601,0.831,-0.4547,-1.2403,-0.4306"
4,8876.783566621494,"2.3589,1.1632,-0.7,-1.8157,-0.5372"
5,8903.094248753147,"3.107,1.5978,-0.8648,-2.4529,-0.8731"
6,8871.074996251153,"3.825,2.0618,-0.9384,-3.1153,-1.3156"
7,8896.743476291314,"4.6101,2.4679,-1.1943,-3.677,-1.6165"
8,8638.700482032697,"5.3395,2.9088,-1.3937,-4.2752,-1.9131"
9,8632.845197344275,"6.0268,3.3405,-1.513,-4.8771,-2.2092"
10,8683.512296755738,"6.775,3.6896,-1.6387,-5.4741,-2.5052"
11,8694.765686665922,"7.5248,4.0425,-1.7969,-6.0207,-2.8203"
12,8642.558785991096,"8.2239,4.4649,-2.0047,-6.6088,-3.0276"
13,8486.200402614451,"8.908,4.8551,-2.2363,-7.1986,-3.0524"
14,8663.000924644011,"9.6269,5.2414,-2.3957,-7.8292,-3.3073"
15,8561.719655622399,"10.2967,5.6324,-2.6017,-8.4942,-3.2737"
16,8533.904430355084,"10.8466,6.1882,-2.7576,-9.1571,-3.3832"
17,8575.379497200993,"11.5132,6.5782,-2.834,-9.8211,-3.5818"
18,8521.700176211312,"12.2427,6.8901,-3.0005,-10.5304,-3.5915"
19,8444.736227878426,"12.8843,7.3404,-3.1805,-11.1909,-3.7124"
20,8406.27548961924,"13.5224,7.8047,-3.3601,-11.8132,-3.9373"
21,8494.71841850489,"14.1308,8.217,-3.4018,-12.6009,-3.9528"
22,8497.495324310063,"14.8645,8.5916,-3.6903,-13.1527,-4.0943"
23,8405.40485761275,"15.5224,8.9669,-3.9699,-13.777,-3.9856"
24,8364.63721319515,"16.1749,9.2859,-4.1532,-14.2638,-4.0717"
25,8357.653484108947,"16.6737,9.7494,-4.2547,-14.9327,-3.9645"
26,8389.410322264252,"17.3435,10.013,-4.4927,-15.3655,-3.9691"
27,8348.98393528659,"17.7924,10.507,-4.715,-15.7234,-3.9966"
28,8324.01123251281,"18.3405,10.8694,-4.7655,-16.3605,-3.9509"
29,8289.391877934306,"18.78,11.3733,-4.8881,-16.7589,-4.1178"
30,8300.604264075715,"19.2341,11.7712,-5.1139,-17.0354,-4.0535"
31,8365.61469268814,"19.6599,11.9953,-5.0267,-17.4654,-3.8186"
32,8388.502438109053,"20.1345,12.4542,-5.2784,-17.9255,-3.6972"
33,8301.322797093875,"20.6423,12.7319,-5.4891,-18.3602,-3.2858"
34,8290.282033949701,"21.1073,13.0869,-5.7325,-18.519,-3.3163"
35,8276.906747637353,"21.6238,13.3394,-5.7313,-18.7646,-3.6402"
36,8365.136962040197,"21.9684,13.6185,-5.8797,-18.8239,-3.4442"
37,8261.39748792353,"22.3353,13.9994,-5.9275,-19.1848,-3.3651"
38,8248.042758697356,"22.7119,14.2576,-5.9014,-19.4745,-3.2655"
39,8332.05071564627,"23.0197,14.5112,-5.8947,-19.5475,-3.2222"
40,8312.631784215537,"23.432,14.684,-6.1066,-19.5525,-2.9596"
41,8342.217748309246,"23.6362,14.8979,-5.8929,-19.6946,-2.7964"
42,8207.76198713265,"23.9284,15.2587,-5.7421,-20.1793,-2.7205"
43,8306.34970593328,"24.1031,15.5012,-5.6075,-20.1712,-2.6813"
44,8445.633484581085,"24.3631,15.7429,-5.7161,-20.1796,-2.3924"
45,8379.287395443509,"24.5639,16.0584,-5.8858,-20.176,-2.0023"
46,8284.02927089664,"24.8523,16.3546,-5.8714,-20.0871,-2.3263"
47,8235.378405575633,"25.2242,16.5204,-6.0911,-20.0136,-2.1333"
48,8292.197254365292,"25.332,16.8009,-5.9992,-19.9893,-1.9804"
49,8288.373340133325,"25.5591,16.9255,-6.0216,-19.7037,-1.9578"
50,8318.10084049217,"25.6432,17.2657,-6.0049,-19.752,-1.6385"
51,8398.721656386535,"26.0474,17.3956,-6.0921,-19.9122,-1.4377"
52,8340.463032582022,"26.3543,17.5856,-5.9024,-20.0325,-1.6794"
53,8336.63567089488,"26.502,17.7505,-5.9367,-19.8615,-1.353"
54,8375.774040178057,"26.8697,17.9603,-6.0249,-20.0472,-1.2395"
55,8293.498731930646,"26.8989,18.1195,-5.8477,-19.8905,-0.9498"
56,8372.401498037201,"27.1364,18.116,-5.6894,-19.7245,-0.9029"
57,8370.89518475811,"27.17,18.2548,-5.5096,-19.549,-0.6376"
58,8303.451262043913,"27.3494,18.4115,-5.4569,-19.3671,-0.6407"
59,8364.150512683485,"27.5012,18.5072,-5.3583,-19.0383,-0.742"
60,8325.549028073665,"27.7081,18.4104,-5.2914,-19.0058,-0.0527"
61,8278.299786165542,"27.8509,18.6034,-5.1547,-18.7391,-0.3986"
62,8300.364576270213,"27.798,18.9612,-5.1009,-18.6782,-0.0991"
63,8378.631844016214,"28.1017,19.0963,-5.1812,-18.6637,-0.0374"
64,8311.655526423829,"28.2508,19.2494,-5.1749,-18.4682,0.0592"
65,8294.295839129465,"28.4066,19.3508,-4.9287,-18.5296,0.1405"
66,8292.388118548624,"28.5451,19.3624,-4.7682,-18.3979,0.3705"
67,8246.655872070429,"28.5461,19.6921,-4.6391,-18.4587,0.5412"
68,8345.842640087416,"28.7002,19.6606,-4.3804,-18.322,0.6036"
69,8379.848523949333,"28.9655,19.7537,-4.2051,-18.6162,0.7822"
70,8338.461486137548,"29.1099,19.9225,-4.212,-18.5687,1.0295"
71,8337.273157935964,"29.4089,20.0102,-4.1661,-18.52,0.8629"
72,8367.895546596912,"29.6456,19.9243,-4.0426,-18.24,0.8277"
73,8280.143268136197,"29.7087,19.7968,-3.9669,-17.7876,1.2629"
74,8396.930263837407,"29.8388,19.8517,-3.8397,-17.4749,1.1099"
75,8335.832434476879,"29.9623,20.0518,-3.7305,-17.4674,1.1116"
76,8323.337404032733,"30.1081,20.222,-3.8021,-17.3054,1.237"
77,8369.875924659464,"30.2623,20.2971,-3.7724,-17.122,1.3282"
78,8340.270646657318,"30.3123,20.6024,-3.7608,-17.0352,1.333"
79,8275.145954927208,"30.5527,20.6301,-3.7076,-17.0437,1.5023"
80,8307.060720779615,"30.6472,20.6944,-3.5461,-17.0028,1.7149"
81,8334.534198224173,"30.606,20.9191,-3.6156,-16.8261,2.1705"
82,8330.657951152287,"30.479,21.1312,-3.4226,-16.5172,2.2102"
83,8373.816497870883,"30.55,21.2349,-3.1657,-16.4339,2.1232"
84,8336.840257570579,"30.4003,21.5933,-3.047,-16.2495,2.1789"
85,8392.922819415144,"30.7043,21.6479,-3.0315,-16.3465,2.218"
86,8334.62689487541,"30.8833,21.5898,-2.717,-16.4503,2.3426"
87,8370.386886967655,"30.9556,21.5645,-2.512,-16.4318,2.7332"
88,8351.242308043707,"30.9129,21.6957,-2.3,-16.3662,2.9912"
89,8361.694605497216,"31.1489,21.5802,-2.2058,-15.9765,2.7566"
90,8402.756197598585,"31.2793,21.6123,-2.0089,-15.9227,2.7613"
91,8343.287688857294,"31.2248,21.8927,-2.0658,-15.7758,3.0631"
92,8351.958726549146,"31.3518,22.0671,-1.9463,-15.9288,3.1328"
93,8352.297762000553,"31.446,22.3575,-2.0276,-16.0207,3.3194"
94,8356.812085992315,"31.6082,22.5178,-2.1642,-15.874,3.3902"
95,8304.712921504506,"31.6646,22.7698,-2.2084,-15.7523,3.3805"
96,8316.288055234189,"31.7114,22.788,-1.9801,-15.7859,3.675"
97,8354.998604886478,"31.7855,22.852,-1.7398,-15.7427,3.6267"
98,8332.382107732994,"31.889,23.0627,-1.6319,-15.9233,3.7053"
99,8414.92320684858,"32.0244,23.1894,-1.5078,-15.932,3.6012"
100,8329.129912562888,"31.9006,23.2884,-1.3286,-15.6455,3.8347"
101,8305.607760524701,"32.0262,23.1162,-1.1384,-15.2487,3.7704"
102,8377.879182946568,"32.1607,23.1112,-0.9808,-15.3648,4.0615"
103,8282.39073361552,"32.1676,23.3244,-0.8431,-15.6181,4.4289"
104,8362.557318445997,"32.2156,23.3189,-0.7451,-15.288,4.4339"
105,8344.812311018104,"32.2622,23.5048,-0.7468,-15.2159,4.5446"
106,8298.07919914816,"32.3566,23.5492,-0.641,-15.2146,4.7568"
107,8294.929564836168,"32.552,23.5934,-0.5852,-15.0125,4.408"
108,8359.728374644264,"32.5342,23.7906,-0.3934,-15.0489,4.4094"
109,8318.643375697335,"32.4905,23.8912,-0.1624,-15.0932,4.6855"
110,8304.453676752986,"32.5825,24.0589,-0.2121,-14.9602,4.6633"
111,8336.166545491364,"32.6806,23.9884,0.048,-14.818,4.5718"
112,8288.107849474225,"32.7116,24.0452,0.0448,-14.4982,4.6369"
113,8297.45988875294,"32.7455,24.2586,-0.0098,-14.4493,4.77"
114,8396.302513835051,"32.8047,24.2549,0.2422,-14.4692,4.8685"
115,8283.167019274862,"32.9926,24.3696,0.3534,-14.7442,4.9352"
116,8322.140997918383,"32.9749,24.6691,0.5145,-14.9473,4.914"
117,8294.972923938003,"33.1826,24.7381,0.3664,-15.0087,5.1947"
118,8320.192109945374,"33.1746,24.7276,0.5319,-14.6439,5.0881"
119,8313.414387077017,"33.1493,24.8988,0.5964,-14.5098,5.1177"
120,8406.110489970737,"33.3034,24.9303,0.4693,-14.274,5.1723"
121,8367.896622223641,"33.5115,24.8322,0.6701,-14.5168,5.4348"
122,8381.659113694861,"33.4908,24.8963,0.8348,-14.2852,5.3765"
123,8300.669240563435,"33.5531,24.9177,0.8114,-13.9717,5.4209"
124,8372.163884190355,"33.4297,24.9807,0.7587,-13.3922,5.5363"
125,8372.348327204063,"33.6606,25.0061,0.7618,-13.4428,5.5038"
126,8407.677494992891,"33.8027,25.1868,0.5374,-13.4289,5.6873"
127,8329.045902631227,"33.9716,25.1587,0.6932,-13.4219,5.5955"
128,8196.922297090408,"34.0512,25.2636,0.7232,-13.4764,5.7512"
129,8276.499994060105,"34.1924,25.1298,0.6136,-12.9284,5.6557"
130,8309.621290472338,"34.319,25.1946,0.5183,-12.9679,5.9742"
131,8366.340384440708,"34.4441,25.1528,0.6178,-13.1342,6.3605"
132,8410.150497490911,"34.5793,25.3316,0.6656,-13.0597,5.9003"
133,8309.80929389112,"34.6466,25.4596,0.6957,-13.037,5.9166"
134,8329.54807589224,"34.6815,25.5707,0.9215,-13.1703,5.8721"
135,8316.287799050813,"34.526,25.8881,0.9947,-13.0884,5.8609"
136,8328.595995867447,"34.708,25.7165,1.1317,-13.0536,5.9979"
137,8295.190258080516,"34.7115,25.8851,1.0022,-12.9933,6.3128"
138,8452.872320453516,"34.7406,25.9462,1.2523,-13.0647,6.2615"
139,8382.77925350229,"34.8284,25.854,1.6188,-13.2083,6.3037"
140,8390.123700211496,"34.9719,25.9414,1.5805,-13.078,6.1045"
141,8387.327040671053,"35.1105,25.7748,1.6502,-12.9181,6.305"
142,8415.578947327182,"35.3131,25.8232,1.6775,-12.9763,6.1611"
143,8368.146956348892,"35.2841,25.7991,1.8983,-12.8082,6.2119"
144,8359.054058083399,"35.3298,25.8837,1.8845,-12.771,6.3881"
145,8338.486570276893,"35.3212,25.805,1.9912,-12.4216,6.4499"
146,8347.834831428327,"35.4071,25.6713,2.0606,-12.2339,6.6579"
147,8364.831222187697,"35.4251,25.6935,1.9832,-12.0223,6.9289"
148,8308.554434956897,"35.4532,26.012,1.8626,-12.1949,7.0541"
149,8257.243975352749,"35.4785,26.0109,1.8765,-11.9711,7.1483"
150,8291.386202107278,"35.6282,26.2076,1.6906,-12.0551,7.186"
151,8277.657741228948,"35.5388,26.1695,1.8827,-11.883,7.4268"
152,8299.528075324726,"35.4518,26.4296,2.0906,-11.9979,7.2679"
153,8344.756061487307,"35.4121,26.4048,2.2719,-11.8223,7.3323"
154,8344.456793134254,"35.5763,26.4715,2.1435,-11.4948,6.9123"
155,8286.226188660077,"35.5046,26.7599,2.1019,-11.6064,7.1254"
156,8311.45234981643,"35.5048,26.7711,2.3215,-11.5466,7.0555"
157,8309.680141424189,"35.5427,26.7649,2.5093,-11.7617,7.3673"
158,8350.088843751411,"35.5682,26.5918,2.5946,-11.3155,7.3727"
159,8314.475597800181,"35.4967,26.8207,2.5559,-11.1586,7.3443"
160,8307.316386610635,"35.6557,26.952,2.3912,-11.1922,7.3582"
161,8386.118631767717,"35.9259,26.7764,2.4802,-11.3096,7.4233"
162,8358.00953757596,"35.8903,26.9353,2.4203,-11.1498,7.4904"
163,8366.780622693244,"35.9288,27.2321,2.2944,-11.4031,7.6798"
164,8368.820521179437,"35.889,27.1865,2.7666,-11.6849,7.8263"
165,8272.68553329389,"35.8638,27.2159,2.713,-11.5627,8.2139"
166,8310.202641200318,"35.9065,27.1856,2.7798,-11.3123,8.0957"
167,8330.488636440894,"35.9433,27.3121,2.775,-11.3663,8.1876"
168,8365.24739442734,"36.0949,27.1657,3.0929,-11.37,7.8815"
169,8281.550992131488,"36.2881,27.1056,2.7779,-11.0391,7.9965"
170,8357.82988992869,"36.2736,27.1893,2.871,-10.9373,7.9122"
171,8350.953423927253,"36.3604,27.3447,2.847,-11.1111,7.9859"
172,8320.91426818517,"36.4009,27.3069,2.9441,-11.1565,8.2593"
173,8364.837732819702,"36.4163,27.4168,3.0138,-11.2199,8.3079"
174,8265.623403984608,"36.3766,27.4148,3.2701,-11.2293,8.3658"
175,8334.095728362563,"36.4105,27.4592,3.2445,-10.9746,8.2144"
176,8336.225313634268,"36.5103,27.3573,3.386,-10.8974,8.1847"
177,8304.046193222212,"36.4692,27.6245,3.2887,-10.9131,8.249"
178,8334.54762578943,"36.5004,27.5215,3.4132,-10.743,8.304"
179,8314.557213572607,"36.4896,27.5574,3.3656,-10.4129,8.2396"
180,8302.542178017802,"36.498,27.7715,3.2868,-10.5312,8.3838"
181,8292.393302037504,"36.737,27.7049,3.3084,-10.6996,8.3871"
182,8319.250644934686,"36.6979,27.6688,3.3002,-10.4237,8.5819"
183,8380.80273554461,"36.7603,27.8069,3.337,-10.4118,8.3208"
184,8377.824541710252,"36.7159,27.9495,3.465,-10.5595,8.4439"
185,8421.207118382783,"36.5868,28.0008,3.4749,-10.4238,8.8688"
186,8337.870791278794,"36.761,28.1659,3.2437,-10.4735,8.8043"
187,8308.99290243729,"36.8407,28.2128,3.2219,-10.4631,8.834"
188,8325.410429384456,"36.926,28.0765,3.4335,-10.4311,8.7991"
189,8335.347167367081,"36.8845,28.1556,3.4315,-10.3547,8.9711"
190,8311.258953812818,"36.8516,28.5169,3.5549,-10.5434,8.5117"
191,8360.02559301547,"36.7316,28.618,3.8236,-10.6776,8.6167"
192,8330.342819182168,"36.699,28.8208,3.8442,-10.7142,8.5561"
193,8363.064368570316,"36.944,28.509,3.8026,-10.5523,8.7688"
194,8279.733684408431,"37.1438,28.5425,3.7055,-10.4898,8.5005"
195,8365.321107420012,"37.066,28.5625,3.8799,-10.4825,8.6522"
196,8331.45987446307,"37.203,28.7364,3.6411,-10.6578,8.8355"
197,8382.14048681627,"37.1752,28.7983,3.7671,-10.7237,8.9436"
198,8325.54349780408,"37.0742,28.8253,3.8347,-10.5714,9.1645"
199,8323.017228798637,"37.0722,29.0012,3.7528,-10.5536,9.1787"
200,8331.074798306427,"37.064,28.9103,4.0239,-10.3897,8.9647"
201,8310.136903863215,"37.1134,28.9392,4.0771,-10.4694,9.0761"
202,8327.164303080608,"37.122,29.11,4.0207,-10.4374,8.9962"
203,8314.477558925484,"37.1191,29.0722,3.7791,-10.1357,9.4267"
204,8351.446222131031,"37.1044,29.0778,3.7611,-9.9382,9.5033"
205,8307.711242766462,"37.2234,29.1595,3.6704,-10.0888,9.63"
206,8351.07681498802,"37.3189,29.0986,3.7554,-10.1281,9.6727"
207,8288.856426285056,"37.463,28.9576,3.8267,-10.1917,9.8388"
208,8309.171964420073,"37.6526,28.9054,3.7235,-10.1033,9.7461"
209,8285.832111340058,"37.6358,28.9566,4.036,-9.9643,9.1096"
210,8366.682316089707,"37.6877,28.8224,4.1494,-9.9146,9.2739"
211,8300.986269807117,"37.8467,28.795,4.0377,-10.031,9.5243"
212,8304.549606983606,"37.9056,28.7499,4.1022,-10.0883,9.6805"
213,8394.909261450406,"38.0347,28.692,4.0829,-9.9505,9.5341"
214,8316.080806164176,"38.0402,28.7218,4.2031,-9.9591,9.5202"
215,8304.867333028427,"38.0787,28.6305,4.2739,-9.8724,9.6382"
216,8346.304052631463,"38.0312,28.696,4.2711,-9.7728,9.7492"
217,8415.830273374568,"38.1666,28.7189,4.1144,-9.5743,9.5678"
218,8373.236535144277,"38.0214,28.9338,4.2026,-9.5029,9.4718"
219,8357.835658613918,"38.0585,28.9533,4.2483,-9.4404,9.4103"
220,8365.305411318395,"37.912,28.955,4.4813,-9.4119,9.6147"
221,8351.5374182155,"38.0087,28.9776,4.5004,-9.4989,9.6206"
222,8291.528760426243,"38.116,28.9645,4.5246,-9.5932,9.6784"
223,8293.064622555183,"38.1363,29.0072,4.4479,-9.4095,9.6421"
224,8325.12043254519,"38.2001,29.0943,4.6372,-9.6732,9.4567"
225,8335.002304170517,"38.2209,29.1352,4.6356,-9.6976,9.579"
226,8408.81989805781,"38.1723,29.1474,4.707,-9.5763,9.6353"
227,8331.832903071547,"38.2339,29.3187,4.5259,-9.7594,9.8924"
228,8291.135270477613,"38.0925,29.2108,4.6868,-9.3091,9.8491"
229,8301.545445463647,"38.1632,29.2792,4.8172,-9.5387,9.751"
230,8370.970481531333,"38.0292,29.2476,4.7727,-9.0847,9.882"
231,8323.595916193975,"37.9025,29.2333,4.9895,-8.8384,9.758"
232,8336.28132774725,"37.9473,29.3524,4.7373,-8.8044,9.9869"
233,8382.184215707675,"38.126,29.2743,4.7237,-8.8097,9.8946"
234,8304.532508469287,"37.9913,29.5305,4.5782,-8.7185,10.0333"
235,8300.185008019964,"37.9497,29.5232,4.7685,-8.7769,10.1055"
236,8421.48706196938,"38.2031,29.5243,4.679,-8.825,9.7885"
237,8313.200658833639,"38.101,29.6145,4.7576,-8.7771,9.8911"
238,8282.993979179286,"38.2084,29.5829,4.8441,-8.9314,9.9186"
239,8316.11561587845,"38.2108,29.5611,4.9491,-9.1204,10.23"
240,8305.826259680802,"38.3413,29.6479,5.0181,-9.413,10.0988"
241,8319.353939498,"38.3383,29.659,5.0661,-9.337,10.0911"
242,8348.754582493788,"38.4579,29.5464,5.1529,-9.4414,10.2006"
243,8339.845815843537,"38.4358,29.5168,5.2141,-9.3168,10.2563"
244,8355.504226868377,"38.3919,29.6691,5.0751,-9.2269,10.3571"
245,8386.35735325088,"38.3974,29.6963,5.222,-9.2604,10.2342"
246,8302.350096348131,"38.3715,29.7912,5.1725,-9.1575,10.242"
247,8289.9731243068,"38.3097,29.9322,5.1293,-9.0311,10.1606"
248,8403.0077258805,"38.3138,30.0443,5.2063,-9.2413,10.2213"
249,8333.975046073443,"38.3365,29.9837,5.4015,-9.113,9.9414"
250,8352.777852417978,"38.4308,30.0345,5.2589,-9.0507,9.9076"
251,8296.382389042781,"38.3992,29.9786,5.2687,-8.8642,10.0543"
252,8301.434475122936,"38.4496,29.9096,5.1103,-8.5885,10.155"
253,8363.218020038976,"38.498,29.8297,5.1133,-8.3658,10.0551"
254,8333.027369730617,"38.5449,29.9398,5.0777,-8.5622,10.1798"
255,8314.38656808437,"38.5123,29.9644,5.0868,-8.4406,10.218"
256,8351.671287104149,"38.5363,30.0121,5.2361,-8.6708,10.2558"
257,8355.829658179671,"38.558,30.1509,5.2592,-8.8143,10.181"
258,8401.54947373175,"38.4388,30.2747,5.3961,-8.8311,10.1707"
259,8279.282532870626,"38.4768,30.0889,5.4971,-8.6191,10.2122"
260,8368.00365686584,"38.3328,29.9225,5.6159,-8.3309,10.5677"
261,8404.513595698263,"38.4081,29.9921,5.5974,-8.4017,10.4764"
262,8262.594534051668,"38.3564,29.8163,5.8938,-8.2506,10.4572"
263,8334.809046829872,"38.4054,29.803,6.0372,-8.3927,10.4153"
264,8301.793813471762,"38.3157,29.9193,5.9556,-8.5218,10.8969"
265,8313.383827582866,"38.2436,29.8846,6.0947,-8.3853,10.8877"
266,8337.964670542999,"38.4286,29.7374,5.9655,-8.3212,11.0121"
267,8261.780436960169,"38.4805,29.857,5.8492,-8.1302,10.6583"
268,8332.738394330287,"38.6446,29.847,5.5617,-8.0204,10.7359"
269,8339.139268727517,"38.5614,29.8222,5.7051,-7.871,10.7126"
270,8249.870796310164,"38.7173,29.7638,5.4297,-7.5848,10.6528"
271,8289.75289045732,"38.7474,29.7895,5.5161,-7.5909,10.4699"
272,8467.570181215304,"38.729,29.7726,5.5657,-7.55,10.5585"
273,8258.041971263981,"38.8651,29.7988,5.4852,-7.7555,10.7013"
274,8275.882448512693,"38.9343,29.9237,5.527,-8.1493,10.7934"
275,8320.301884349394,"38.9109,29.9515,5.6396,-8.2678,10.8933"
276,8270.090947275734,"38.9865,29.9741,5.474,-8.2956,11.1101"
277,8322.152545541141,"39.0222,29.8492,5.4604,-8.1065,11.2014"
278,8331.001362349209,"39.0149,30.0326,5.2569,-8.0717,11.2438"
279,8260.380783361834,"39.045,29.9968,5.4423,-8.0266,10.9498"
280,8400.295057183279,"39.1364,29.9683,5.5956,-8.2244,10.8363"
281,8352.842071400853,"39.0328,30.2124,5.5928,-8.3817,10.9247"
282,8367.603596057037,"38.947,30.0833,5.7749,-8.251,11.1063"
283,8307.387014084032,"38.9943,30.0789,5.7084,-7.9328,10.7811"
284,8236.26704000331,"38.9984,30.0958,5.7193,-7.9805,10.9026"
285,8413.485573799495,"39.0041,30.2741,5.689,-8.0684,10.7338"
