iteration,mean_cost,theta
1,4596.526840818135,"0.0,0.0,0.0,0.0,0.0"
2,4596.744947330815,"0.8296,0.5356,-0.0884,-0.4443,-0.1047"
3,4534.904957484172,"1.6365,1.0283,-0.1009,-0.8592,-0.2177"
4,4515.535962791642,"2.4363,1.5216,-0.1036,-1.3089,-0.3526"
5,4486.454338271275,"3.2336,2.0635,-0.178,-1.7435,-0.5442"
6,4504.734995747786,"4.0667,2.4631,-0.2507,-2.089,-0.5862"
7,4499.1667870373085,"4.8737,2.9291,-0.3536,-2.5576,-0.5524"
8,4437.115654789432,"5.6515,3.4581,-0.3904,-3.0815,-0.66"
9,4455.423751430957,"6.4832,3.916,-0.5205,-3.4853,-0.8125"
10,4527.249479683406,"7.2508,4.4291,-0.6542,-3.8987,-0.8971"
11,4471.661716747041,"7.9844,4.944,-0.6846,-4.2723,-1.088"
12,4468.135199408139,"8.732,5.5263,-0.8032,-4.7353,-1.2525"
13,4452.259592478924,"9.5124,5.8681,-0.8327,-5.0778,-1.261"
14,4488.482568314308,"10.2566,6.2941,-0.8078,-5.5105,-1.3741"
15,4374.400578624676,"10.966,6.8507,-1.0426,-5.8631,-1.3735"
16,4375.670150191601,"11.5847,7.4037,-1.0218,-6.2857,-1.5474"
17,4406.721436598989,"12.2049,7.9214,-1.0092,-6.7542,-1.5133"
18,4382.272967564309,"12.9471,8.3324,-1.0197,-7.1965,-1.6305"
19,4347.808259623485,"13.4857,8.9033,-0.9908,-7.5754,-1.6546"
20,4344.7405217513415,"14.1523,9.3172,-1.0246,-7.881,-1.7267"
21,4429.206006070255,"14.8077,9.7052,-0.9862,-8.2389,-1.7845"
22,4366.980182735169,"15.4998,10.1548,-1.1221,-8.5128,-1.8807"
23,4349.91836522524,"16.096,10.5342,-1.0902,-8.8431,-1.7909"
24,4353.731845744893,"16.706,10.9585,-1.2119,-9.1039,-1.6853"
25,4294.044465547312,"17.3292,11.2715,-1.2525,-9.3355,-1.5722"
26,4291.449003160997,"17.9317,11.6663,-1.2472,-9.6101,-1.6269"
27,4387.585930654359,"18.4198,12.0551,-1.1363,-9.8732,-1.5748"
28,4345.236051419036,"19.0017,12.5182,-1.2201,-10.1545,-1.618"
29,4308.709241763262,"19.4733,12.9875,-1.2473,-10.56,-1.2632"
30,4339.578456031199,"19.9217,13.4471,-1.2369,-11.0267,-0.8452"
31,4379.7434731252315,"20.3277,13.9018,-1.1704,-11.4357,-0.4803"
32,4334.270356932294,"20.8542,14.2298,-0.9978,-11.754,-0.4729"
33,4349.653426289302,"21.2479,14.68,-0.9646,-11.9016,-0.362"
34,4311.562994692786,"21.7723,14.992,-0.9563,-12.13,-0.215"
35,4296.411556591172,"22.354,15.1693,-0.9924,-12.2949,0.0676"
36,4316.198645048805,"22.8534,15.4939,-0.9536,-12.5092,0.144"
37,4292.423799086063,"23.3129,15.91,-1.0104,-12.6664,0.2232"
38,4280.739539304789,"23.6413,16.2995,-0.9248,-12.7004,0.2882"
39,4278.063018485072,"24.0742,16.6082,-0.844,-12.9639,0.4905"
40,4257.507844472099,"24.4006,17.0686,-0.7408,-13.1809,0.5613"
41,4361.956161575491,"24.7922,17.3322,-0.6884,-13.2497,0.7944"
42,4314.353221317972,"25.2878,17.6847,-0.6685,-13.436,0.742"
43,4376.762574023119,"25.7813,17.9633,-0.7717,-13.4433,0.8058"
44,4323.967454358984,"26.2007,18.2904,-0.8862,-13.5914,1.2019"
45,4327.449729639073,"26.4849,18.5277,-0.7045,-13.5909,1.4497"
46,4306.776181501855,"26.8517,18.8449,-0.881,-13.5845,1.8984"
47,4301.72948443697,"27.2127,18.9611,-0.7753,-13.2553,1.8248"
48,4320.000202161623,"27.2698,19.4547,-0.6062,-13.2964,2.1177"
49,4309.307328785097,"27.5787,19.7595,-0.5595,-13.3428,2.3507"
50,4272.105788550538,"27.9444,19.8889,-0.4467,-13.2827,2.5521"
51,4315.1811796551265,"28.3639,20.0682,-0.388,-13.3291,2.655"
52,4329.916083015476,"28.6635,20.2979,-0.3208,-13.1437,2.676"
53,4327.398714769053,"28.7737,20.6231,-0.1013,-13.0389,2.86"
54,4313.4877476366155,"29.0779,20.8225,-0.0897,-12.917,3.1235"
55,4301.268044150952,"29.2839,21.1055,0.0419,-12.8774,3.3359"
56,4340.667423579077,"29.4037,21.4265,0.2451,-12.6906,3.347"
57,4304.614327238272,"29.6726,21.7029,0.2543,-12.5036,3.396"
58,4301.857541645635,"29.9119,21.8208,0.3335,-12.2941,3.7213"
59,4261.579960614132,"30.0608,22.1445,0.4766,-12.2444,3.9028"
60,4321.382982894217,"30.3286,22.1954,0.7878,-12.1783,3.9924"
61,4299.538191124231,"30.4891,22.3029,1.1358,-12.0699,4.1712"
62,4317.676613723717,"30.6031,22.6801,1.1613,-12.1454,4.64"
63,4346.117453636725,"30.8471,22.9255,1.2507,-12.148,4.8155"
64,4365.156213514302,"31.0715,23.1429,1.3354,-12.1103,5.091"
65,4270.406367557902,"31.3362,23.215,1.4998,-11.8481,5.1384"
66,4345.510516625003,"31.561,23.3273,1.4745,-11.5171,5.3934"
67,4267.909862400937,"31.7388,23.6251,1.6533,-11.463,5.339"
68,4293.153188465671,"32.0289,23.7253,1.8894,-11.3421,5.1483"
69,4299.733982764325,"32.2572,23.9577,1.9051,-11.2082,5.2548"
70,4329.977646880888,"32.3787,24.1843,1.8383,-10.9112,5.6006"
71,4342.751247115434,"32.6002,24.285,2.0099,-10.6333,5.5378"
72,4318.616269743273,"32.8954,24.3463,2.2121,-10.7872,5.8734"
73,4281.309185875499,"33.0512,24.5469,2.3516,-10.6891,6.0425"
74,4334.966013761139,"33.1799,24.7671,2.4227,-10.6203,6.3889"
75,4323.213697266651,"33.3824,24.9816,2.6282,-10.5949,6.3204"
76,4229.49974294246,"33.5526,25.0216,2.9267,-10.4988,6.4905"
77,4323.509237551242,"33.6435,25.2196,3.0331,-10.3224,6.6971"
78,4288.874374048676,"33.9263,25.2919,2.9771,-10.0259,6.8178"
79,4322.113777243696,"34.0856,25.3934,3.0744,-9.7478,6.9498"
80,4321.258307564679,"34.2345,25.4373,3.4203,-9.7395,7.1766"
81,4312.629765405252,"34.3593,25.482,3.6952,-9.5347,7.3147"
82,4359.091719329822,"34.5033,25.7725,3.7425,-9.7,7.6579"
83,4328.083912229991,"34.6295,25.8614,3.9779,-9.5147,7.7842"
84,4271.495272246348,"34.7239,25.9971,4.2007,-9.3269,7.8667"
85,4296.5144401034595,"34.8027,26.2435,4.3481,-9.2782,8.0009"
86,4343.150757242853,"34.9107,26.4526,4.4724,-9.1106,8.0221"
87,4381.026698586589,"35.0789,26.5785,4.5317,-9.0258,8.3243"
88,4362.637933486894,"35.2348,26.7092,4.6713,-8.8813,8.4371"
89,4331.179023534162,"35.3584,26.9874,4.6556,-8.895,8.765"
90,4364.349146135167,"35.5916,27.0704,4.7838,-8.7672,8.7369"
91,4291.2427131910035,"35.7244,27.3434,4.7914,-8.4857,8.566"
92,4255.377328667786,"35.9933,27.437,4.7424,-8.3816,8.7244"
93,4280.200509611252,"36.1462,27.56,4.9094,-8.3845,8.8702"
94,4313.570002089734,"36.1602,27.6976,5.0793,-8.1763,9.0995"
95,4268.3058747242685,"36.3336,27.7981,5.276,-8.1412,9.1287"
96,4335.3903378778605,"36.4961,27.8682,5.3634,-8.0322,9.3249"
97,4301.465503275321,"36.6145,27.9968,5.4346,-7.599,9.1107"
98,4295.461984645411,"36.7391,28.2013,5.4658,-7.5472,9.2885"
99,4312.504968277917,"36.79,28.3962,5.6497,-7.5333,9.4749"
100,4343.2036787504185,"36.9766,28.5116,5.5795,-7.3539,9.6817"
101,4361.495016979596,"37.0958,28.7015,5.7725,-7.3363,9.6342"
102,4354.0816810557635,"37.2809,28.8378,5.8926,-7.2468,9.5731"
103,4283.704257213458,"37.4897,28.9207,5.9601,-7.18,9.6802"
104,4327.988207812826,"37.4617,29.1017,6.0989,-7.0936,10.0297"
105,4357.675977048264,"37.6617,29.2619,6.0208,-6.9524,10.0981"
106,4296.010878129531,"37.8794,29.3769,6.1178,-6.9805,10.1331"
107,4384.642718176035,"38.1084,29.3821,6.1615,-6.9054,10.3269"
108,4323.325718830983,"38.0234,29.6391,6.3133,-6.8671,10.7321"
109,4331.278377959083,"38.1102,29.6333,6.5035,-6.7103,10.9864"
110,4289.992386644103,"38.3655,29.6967,6.4608,-6.5835,11.0483"
111,4323.8646325089485,"38.3383,29.7955,6.65,-6.3803,11.2757"
112,4346.085403192669,"38.4789,29.8273,6.9499,-6.3102,11.1388"
113,4348.691665152255,"38.585,30.0283,6.8267,-6.0075,11.1766"
114,4386.784207852314,"38.7546,30.119,6.8108,-5.9507,11.458"
