iteration,mean_cost,theta
1,16316.70597293247,"0.0,0.0,0.0,0.0"
2,16364.14083211035,"0.1277,0.1842,0.1225,0.0937"
3,16341.800501188689,"0.3601,0.1587,0.2125,0.319"
4,16394.46898683136,"0.4798,0.2371,0.3079,0.5439"
5,16352.527279939433,"0.5031,0.5532,0.4575,0.5683"
6,16510.94084039361,"0.7192,0.4595,0.6136,0.796"
7,16362.592956089255,"1.026,0.4682,0.6694,0.9297"
8,16337.49363764773,"1.0304,0.7184,0.8901,0.9506"
9,16439.63015193127,"0.996,0.9248,1.1979,0.9628"
10,16328.655177478768,"1.2781,1.0043,1.308,0.9806"
11,16464.557468409257,"1.296,1.2105,1.4701,1.0754"
12,16446.612818889567,"1.4738,1.3981,1.3845,1.2753"
13,16339.466670853959,"1.5999,1.5126,1.4865,1.409"
14,16448.218452511024,"1.8076,1.6567,1.5607,1.4509"
15,16451.68429927679,"1.8018,1.8735,1.5415,1.721"
16,16469.767419694126,"1.796,1.8451,1.7483,2.0058"
17,16326.56133639564,"1.8271,2.0877,1.8629,2.0749"
18,16479.544236028756,"2.0813,2.0527,2.1143,2.049"
19,16342.004609250638,"2.0539,2.2989,2.1259,2.2652"
20,16447.139394847654,"2.1284,2.4107,2.316,2.3292"
21,16380.60214290487,"2.2113,2.3941,2.588,2.4286"
22,16428.2973107357,"2.2984,2.5045,2.8084,2.4433"
23,16422.629223622684,"2.5137,2.6485,2.7364,2.5859"
24,16319.246051464781,"2.6182,2.7055,2.8087,2.7779"
25,16372.10167449063,"2.6196,2.836,2.8138,3.0591"
26,16421.219568379165,"2.9113,2.85,2.8666,3.1149"
27,16443.79204649561,"3.0943,3.0379,2.8062,3.216"
28,16460.342204665147,"3.0725,3.2754,2.9783,3.2361"
29,16459.715947683555,"3.0137,3.4438,3.1899,3.318"
30,16412.67381104117,"3.0812,3.4749,3.2387,3.5725"
31,16361.805884741283,"3.2656,3.4952,3.3332,3.6692"
32,16436.291171626977,"3.3654,3.6158,3.3061,3.8655"
33,16415.504111927476,"3.5162,3.6998,3.4812,3.8453"
34,16293.49295801122,"3.4752,3.8263,3.6289,3.9963"
35,16394.156735101442,"3.6048,3.7742,4.0306,3.8883"
36,16445.94015141073,"3.988,3.8658,4.0609,3.7555"
37,16392.444651094494,"4.1165,3.5865,4.1977,4.1354"
38,16348.727134504403,"4.4057,3.7183,4.0972,4.1814"
39,16357.859733352598,"4.6111,3.9028,3.9571,4.2933"
40,16384.597887357046,"4.7094,4.0528,3.8499,4.5128"
41,16335.197629850592,"4.7033,4.1659,4.0226,4.5905"
42,16423.23567262985,"4.7023,4.3727,4.1751,4.5847"
43,16459.16996626356,"4.7483,4.5572,4.3527,4.5278"
44,16414.700549897534,"4.8738,4.3026,4.72,4.633"
45,16441.38615194789,"4.7685,4.3534,4.8744,4.8756"
46,16423.72293085442,"4.751,4.5714,4.9035,4.9887"
47,16386.044301534424,"4.8092,4.7773,5.0266,4.9381"
48,16405.250400059103,"4.9375,5.044,4.926,4.9755"
49,16488.644389861558,"4.8993,5.1441,5.0492,5.1216"
50,16451.80389979227,"5.1253,5.3024,5.2193,4.8902"
51,16407.498595719742,"5.098,5.2486,5.3299,5.1836"
52,16368.075632298016,"5.191,5.398,5.4945,5.0957"
53,16332.141737268537,"5.1993,5.4767,5.5292,5.2904"
54,16480.05297089089,"5.5127,5.4485,5.5674,5.2771"
55,16378.39918537205,"5.5216,5.6605,5.5962,5.3406"
56,16297.395522977893,"5.6479,5.6807,5.791,5.3064"
57,16343.440931983607,"5.7196,5.7935,5.7969,5.4191"
58,16350.307039402467,"5.7778,5.9517,5.9534,5.3464"
59,16551.74084433301,"5.7917,6.1351,6.1241,5.2743"
60,16418.334253803554,"5.8039,6.1513,6.0806,5.5854"
61,16435.439574309097,"6.0603,6.0723,6.2242,5.5561"
62,16428.752130253146,"6.0838,6.1951,6.2933,5.6321"
63,16473.89122053683,"6.0377,6.2533,6.2481,5.9514"
64,16362.52414470165,"6.1914,6.3879,6.1862,6.0105"
65,16281.358301458991,"6.2822,6.4474,6.1144,6.2124"
66,16543.559990850354,"6.3973,6.5397,6.1475,6.2489"
67,16302.133446938888,"6.4857,6.6876,6.1974,6.2434"
68,16285.99915827685,"6.4874,6.8656,6.3939,6.136"
69,16388.956167435445,"6.7587,6.8783,6.4457,6.0669"
70,16371.279094385898,"6.6232,6.9019,6.7847,6.1042"
71,16449.794498004936,"7.0469,6.854,6.6285,6.139"
72,16360.632454547056,"7.1636,6.9036,6.6506,6.2144"
73,16449.249398428117,"7.2697,6.8499,6.6547,6.4173"
74,16411.083170891314,"7.2368,6.7632,6.7578,6.692"
75,16240.41433396563,"7.2313,7.0284,6.6736,6.7703"
76,16338.987941480584,"7.0932,7.024,6.8188,7.0151"
77,16410.265751412877,"7.0594,7.142,6.9719,7.0258"
78,16274.349675531948,"7.0951,7.2229,7.0182,7.1127"
79,16496.59090593349,"7.1725,7.2247,7.2141,7.0792"
80,16323.325122598717,"7.0855,7.1965,7.3191,7.3318"
81,16441.629754838086,"7.3081,7.1856,7.245,7.4321"
82,16510.044366939554,"7.3363,7.4463,7.2693,7.3559"
83,16340.33502478052,"7.3585,7.4333,7.4752,7.3783"
84,16438.957327829605,"7.4222,7.5249,7.3988,7.5309"
85,16433.054291046556,"7.6706,7.2395,7.4557,7.7345"
86,16418.91426742566,"7.6908,7.276,7.6254,7.7363"
87,16449.46003759051,"7.7768,7.3926,7.6123,7.7736"
88,16430.81669845575,"7.7261,7.515,7.7921,7.748"
89,16383.829272445228,"7.6826,7.5575,7.9262,7.8369"
90,16308.057723834692,"7.5759,7.5679,7.9651,8.1109"
91,16363.208230314083,"7.7407,7.6709,7.9868,8.0356"
92,16412.54493867421,"7.7567,7.6703,8.0009,8.2188"
93,16468.53795119625,"7.7303,7.6945,8.1636,8.2715"
94,16336.45401349934,"7.9902,7.9707,7.9944,8.1063"
95,16405.855566436956,"8.0885,7.9445,8.1054,8.1304"
96,16337.998166200186,"7.9914,8.3481,8.1636,7.9672"
97,16366.654939183023,"8.0599,8.3914,8.2998,7.9231"
98,16405.011224881626,"8.1327,8.5568,8.2995,7.8868"
99,16437.64584532925,"8.3309,8.8319,8.2448,7.6642"
100,16453.601605961132,"8.1421,8.9406,8.312,7.8741"
101,16275.964229484258,"8.2546,8.9064,8.4539,7.8523"
102,16427.51523614988,"8.2933,8.8864,8.334,8.1434"
103,16364.589307282464,"8.3981,8.817,8.2958,8.3379"
104,16274.655814612739,"8.5793,8.7508,8.3275,8.3827"
105,16349.474067766218,"8.5784,8.679,8.4009,8.5673"
106,16365.629171598139,"8.7403,8.7229,8.3796,8.5687"
107,16487.31348722254,"8.7749,8.6342,8.4581,8.729"
108,16409.553056121167,"8.9955,8.6147,8.4974,8.674"
109,16488.24441374907,"9.1143,8.7182,8.3746,8.7575"
110,16383.116282047557,"9.0721,8.8966,8.3966,8.7823"
111,16441.762715469973,"8.8812,8.9874,8.6233,8.8307"
112,16349.146935560782,"8.973,8.9787,8.6395,8.9091"
113,16516.329168300723,"9.0761,9.1207,8.6018,8.8755"
114,16418.4159278367,"9.061,9.2305,8.5682,8.9892"
115,16410.985393226576,"9.0935,9.0977,8.7957,9.0332"
116,16431.091018566724,"8.9134,9.1178,8.9483,9.2093"
117,16399.80256804688,"8.9511,9.2798,8.8974,9.2288"
118,16432.285833596856,"9.0112,9.3833,9.0441,9.0825"
119,16394.213054122243,"9.0613,9.4028,9.072,9.1505"
120,16327.746228785512,"8.9901,9.4421,9.1885,9.2272"
121,16450.585730454095,"9.107,9.4755,9.2116,9.2139"
122,16460.93059834332,"9.3035,9.3215,9.3648,9.1764"
123,16343.726864120843,"9.1949,9.4077,9.5284,9.195"
124,16442.25183825291,"9.0091,9.6272,9.556,9.2863"
125,16410.284936714244,"9.0336,9.6556,9.6943,9.2508"
126,16341.960548044792,"9.212,9.6176,9.6662,9.2912"
127,16426.777978696962,"9.2846,9.5137,9.5527,9.5836"
128,16456.888031254966,"9.3209,9.5913,9.4754,9.697"
129,16560.83703195028,"9.4427,9.7263,9.4783,9.5875"
130,16442.780183068277,"9.3725,9.6882,9.563,9.7613"
131,16399.144444290876,"9.4087,9.6012,9.688,9.8338"
132,16328.396410375046,"9.4566,9.522,9.891,9.8062"
133,16322.157242675054,"9.3144,9.699,9.9644,9.8369"
134,16348.961746732215,"9.5207,9.6946,9.8255,9.9115"
135,16299.85409166211,"9.6334,9.6695,9.7806,10.007"
136,16400.12266546413,"9.9191,9.4496,9.6742,10.1788"
137,16304.27057963982,"9.921,9.5346,9.716,10.1876"
138,16383.921371292083,"9.9574,9.5951,9.9211,10.0167"
139,16417.04751974454,"10.0869,9.5277,9.8662,10.1419"
140,16362.144108921895,"10.0092,9.673,9.7775,10.2946"
141,16452.31144907247,"9.9518,9.8981,9.9313,10.0994"
142,16329.38211079741,"10.0368,9.6775,9.9194,10.3727"
143,16425.69219091323,"10.0151,9.8198,9.9564,10.3424"
144,16436.55989845502,"10.2213,9.9635,9.9387,10.1393"
145,16393.10561265457,"10.2467,9.8134,10.1539,10.1735"
146,16380.7902720132,"10.3784,9.9682,10.1219,10.0438"
147,16397.428393010177,"10.5236,9.9299,10.0958,10.0869"
148,16450.875095048992,"10.4845,10.2301,10.1813,9.8572"
149,16314.898461974128,"10.3568,10.2956,10.4367,9.7837"
150,16441.7313163323,"10.5401,10.1909,10.6137,9.6435"
151,16363.88021734539,"10.5271,10.1239,10.4824,9.9712"
152,16438.06979396041,"10.4011,10.3221,10.3083,10.185"
153,16290.53298957147,"10.3829,10.3559,10.4322,10.1638"
154,16359.418485623017,"10.323,10.233,10.6323,10.2584"
155,16386.027969320294,"10.2834,10.256,10.7428,10.2782"
156,16395.16651268788,"10.2829,10.2572,10.5447,10.5821"
157,16352.234300386392,"10.3178,10.535,10.3297,10.5947"
158,16384.229791640268,"10.2875,10.525,10.3623,10.7137"
159,16420.515338989328,"10.3104,10.5014,10.1991,10.984"
160,16403.491913759008,"10.3849,10.4397,10.3539,10.9257"
