iteration,mean_cost,theta
1,15796.334323054336,"0.0,0.0,0.0,0.0,0.0"
2,15809.719090822611,"-0.0584,-0.1362,-0.0626,-0.0716,0.8001"
3,15766.528200455723,"-0.1322,-0.1448,-0.1607,-0.247,1.6193"
4,15704.974138484979,"-0.2018,-0.3127,-0.268,-0.2434,2.4297"
5,15659.238639531435,"-0.3114,-0.4564,-0.3203,-0.3346,3.2917"
6,15690.66302013019,"-0.3957,-0.6222,-0.3661,-0.4333,4.1467"
7,15522.708433803693,"-0.4585,-0.7941,-0.4596,-0.5259,5.0332"
8,15663.184067348207,"-0.5342,-0.8248,-0.637,-0.632,5.8969"
9,15560.16891219556,"-0.6468,-0.8175,-0.6508,-0.938,6.7997"
10,15533.826911751754,"-0.5753,-0.9164,-0.875,-1.126,7.7225"
11,15602.156813089805,"-0.7392,-1.0479,-0.8519,-1.3336,8.6747"
12,15528.720920617327,"-0.7232,-1.0537,-1.1594,-1.3163,9.4576"
13,15442.72260980173,"-0.8406,-1.1523,-1.276,-1.3707,10.3426"
14,15505.938985599792,"-0.9311,-1.3492,-1.2881,-1.3821,11.171"
15,15476.694128819317,"-0.989,-1.3186,-1.5231,-1.2333,11.8089"
16,15615.47205891785,"-1.0077,-1.5217,-1.5104,-1.0094,12.3264"
17,15434.227247842024,"-1.0164,-1.28,-1.6107,-1.0533,12.7797"
18,15486.590993525544,"-0.9281,-1.3235,-1.2556,-1.0311,12.8975"
19,15503.879561718935,"-1.0476,-1.0485,-1.2689,-0.8186,13.0758"
20,15543.810706414897,"-1.1379,-1.0167,-1.0075,-0.8263,13.4056"
21,15454.939467513266,"-1.0194,-1.0428,-0.8298,-0.7102,13.5513"
22,15554.171214571354,"-0.9677,-0.9123,-0.6604,-0.7088,13.7189"
23,15551.91315491357,"-0.7379,-0.6603,-0.7308,-0.6846,13.8008"
24,15490.05788269993,"-0.7243,-0.7052,-0.6228,-0.4005,13.9529"
25,15493.538743474053,"-0.6808,-0.7715,-0.44,-0.1448,14.0467"
26,15583.991865120805,"-0.4867,-0.6511,-0.4139,-0.1143,14.1785"
27,15562.345317262838,"-0.2777,-0.4758,-0.4577,-0.1225,14.3439"
28,15604.422221258825,"-0.4063,-0.2861,-0.2363,-0.1038,14.5338"
29,15601.99341535027,"-0.4865,-0.1162,0.0469,0.0642,14.4827"
30,15556.8262076477,"-0.3376,-0.0715,0.0294,0.3513,14.5075"
31,15444.91952917024,"-0.2347,0.0101,0.0854,0.4577,14.6423"
32,15549.296354492859,"-0.0807,0.0459,-0.0807,0.6958,14.8467"
33,15492.844688150235,"0.0977,0.2281,0.1222,0.6686,14.7828"
34,15484.979101571827,"0.1115,0.439,0.2203,0.7193,14.8732"
35,15561.639093006526,"0.2194,0.3303,0.6387,0.6149,15.0107"
36,15605.849733752399,"0.4866,0.5039,0.6668,0.4121,15.1959"
37,15589.059675089757,"0.6275,0.2446,0.7401,0.8226,15.2766"
38,15530.160894145083,"0.9047,0.3178,0.7575,0.9231,15.2575"
39,15489.179861121635,"1.0868,0.5332,0.6808,1.0617,15.2417"
40,15479.154482921778,"1.2877,0.6464,0.6497,1.1697,15.2892"
41,15480.30027456789,"1.2401,0.8419,0.7294,1.1185,15.5424"
42,15545.919437155626,"1.1704,1.1545,0.7964,1.0968,15.6799"
43,15638.610454982587,"1.2573,1.2792,0.8365,1.0598,15.8887"
44,15599.744271822176,"1.4404,1.1144,1.2458,1.0618,15.879"
45,15597.506452365,"1.2387,1.0704,1.3719,1.3675,16.1054"
46,15536.210858524644,"1.2973,1.3095,1.4562,1.4857,16.0238"
47,15546.355686055094,"1.3808,1.5428,1.5541,1.4096,16.0922"
48,15567.936720268408,"1.3946,1.7661,1.4519,1.4386,16.3282"
49,15564.81216598194,"1.53,1.8402,1.6231,1.5208,16.2691"
50,15610.376561620822,"1.8199,2.0529,1.8316,1.3935,16.0784"
51,15575.407113260782,"1.7332,1.9696,1.8874,1.7084,16.2655"
52,15528.644189875275,"1.8471,1.9442,2.0547,1.611,16.4916"
53,15482.436951084659,"1.7863,2.0313,2.0662,1.8532,16.5948"
54,15573.59103272233,"2.1562,2.0741,2.1439,1.8973,16.4372"
55,15471.037842452071,"2.1106,2.195,2.2791,1.8871,16.6126"
56,15457.837078392375,"2.2577,2.1647,2.4778,1.9173,16.64"
57,15503.663131681964,"2.3345,2.241,2.5668,2.0683,16.6169"
58,15446.83541760299,"2.4177,2.2876,2.7774,1.9596,16.749"
59,15609.977719545459,"2.4457,2.4736,2.7401,1.9646,16.924"
60,15600.534655781656,"2.3801,2.6365,2.8092,2.1931,16.8879"
61,15598.512562118984,"2.7134,2.527,2.9076,2.0978,17.0126"
62,15610.615415387221,"2.692,2.6891,3.0512,2.262,16.9181"
63,15661.22126896165,"2.6434,2.7084,2.8706,2.5462,17.1873"
64,15509.383166163858,"2.7269,2.7264,2.9151,2.4916,17.4412"
65,15435.15397122362,"2.8541,2.8506,2.817,2.709,17.4111"
66,15602.653057870075,"2.9521,2.9871,2.7853,2.6626,17.5889"
67,15438.114368120856,"3.0454,3.1288,2.9087,2.7661,17.467"
68,15440.403379872809,"2.9904,3.3721,3.1339,2.6788,17.4661"
69,15528.530558504224,"3.2321,3.289,3.1412,2.6633,17.6382"
70,15510.546976851958,"3.164,3.2377,3.5618,2.6737,17.6444"
71,15585.299117828146,"3.4931,3.0887,3.3848,2.7245,17.8991"
72,15537.311642860015,"3.5,3.1547,3.373,2.818,18.0631"
73,15571.820009703817,"3.7162,3.1369,3.451,2.972,17.9507"
