iteration,mean_cost,theta
1,8439.112437318365,"0.0,0.0,0.0,0.0"
2,8371.343754665919,"0.1869,0.2353,0.2676,0.1937"
3,8396.044128650557,"0.3965,0.5538,0.4899,0.31"
4,8390.950484846899,"0.6929,0.66,0.7142,0.545"
5,8453.473868912444,"0.9913,0.7876,0.8587,0.8277"
6,8515.907236889589,"1.3095,0.9932,0.9562,1.057"
7,8475.019183239707,"1.5354,1.1642,1.1472,1.3197"
8,8370.966104483647,"1.7739,1.3934,1.3486,1.4871"
9,8412.477452563435,"1.7416,1.7112,1.6312,1.7295"
10,8466.342764913954,"1.9078,1.8734,1.8668,1.978"
11,8475.042666507314,"2.1137,2.0677,2.0851,2.1705"
12,8418.564976434658,"2.434,2.1639,2.3339,2.3086"
13,8381.053519015719,"2.8195,2.2609,2.418,2.5324"
14,8469.872262718878,"2.8828,2.395,2.6426,2.8892"
15,8398.747559027302,"3.0992,2.7126,2.844,2.9286"
16,8451.247669035676,"3.2554,3.0338,3.1301,2.9251"
17,8474.092605011414,"3.3838,3.288,3.3628,3.0728"
18,8438.572362223857,"3.6913,3.3726,3.5235,3.2771"
19,8434.394705636741,"3.9372,3.65,3.6472,3.3755"
20,8393.71209022136,"4.0226,3.899,3.9117,3.5129"
21,8534.033995941749,"4.1179,3.9572,4.1767,3.8179"
22,8454.6420464043,"4.4048,4.2069,4.1537,4.0365"
23,8497.717606421898,"4.69,4.3241,4.3167,4.1887"
24,8418.921348133497,"4.9188,4.501,4.3242,4.4897"
25,8390.286812468992,"4.967,4.7424,4.6715,4.55"
26,8445.859356650977,"5.2476,4.9031,4.7319,4.7382"
27,8451.427716348591,"5.3612,5.1519,4.8747,4.921"
28,8471.76880808817,"5.4081,5.4271,5.0081,5.1458"
29,8481.74805348806,"5.4462,5.6971,5.1651,5.3558"
30,8449.526635928974,"5.4986,5.8641,5.3109,5.6613"
31,8409.694751561505,"5.6712,5.8339,5.6833,5.8023"
32,8494.601606496442,"5.7801,6.056,5.9286,5.8771"
33,8410.884104980232,"5.9,6.2485,6.0549,6.0921"
34,8399.719198081395,"6.1106,6.3255,6.3139,6.1827"
35,8449.172845520996,"6.3944,6.3495,6.5068,6.3123"
36,8452.204298846775,"6.2883,6.549,6.5823,6.762"
37,8380.496190784486,"6.4406,6.9093,6.6909,6.7602"
38,8401.279166303508,"6.5155,7.0012,6.9492,6.9465"
39,8477.083443450327,"6.6243,7.0942,7.193,7.1053"
40,8463.902299082127,"6.9648,7.1951,7.1783,7.2842"
41,8418.705747631626,"7.0271,7.2583,7.5673,7.368"
42,8340.412433701298,"7.2274,7.4725,7.8002,7.3058"
43,8430.923672504905,"7.2412,7.5486,8.1539,7.4363"
44,8477.385423356238,"7.3647,7.7529,8.1683,7.6726"
45,8473.897918422834,"7.5614,8.0478,8.2104,7.7144"
46,8435.44449384222,"7.675,8.2243,8.3299,7.8796"
47,8423.952050562104,"7.8436,8.3143,8.337,8.173"
48,8425.69146049019,"7.8481,8.5866,8.3967,8.3907"
49,8373.029306437526,"8.0431,8.6238,8.4074,8.6975"
50,8471.556696428921,"8.1216,8.8149,8.6226,8.751"
51,8482.87483755043,"8.5537,8.8659,8.6708,8.7558"
52,8446.890535770555,"8.796,9.0144,8.7442,8.8308"
53,8424.026305340996,"8.8749,9.1899,8.7865,9.065"
54,8461.78295444435,"9.2084,9.3109,8.8475,9.0694"
55,8403.9085085274,"9.1663,9.5505,9.041,9.1969"
56,8467.614546098317,"9.3294,9.6143,9.2298,9.2922"
57,8484.151627547684,"9.43,9.7521,9.4338,9.3642"
58,8388.197863906818,"9.6071,9.8226,9.458,9.6011"
59,8470.644236363287,"9.5885,9.8693,9.6283,9.895"
60,8418.467730975779,"9.8403,9.7991,9.7794,10.0552"
61,8399.313408920372,"9.8829,9.9656,9.7853,10.3253"
62,8390.696470874385,"9.7815,10.1891,9.9447,10.5202"
63,8485.308329623142,"10.0726,10.2971,9.817,10.7163"
64,8403.467057764507,"10.1643,10.5534,9.8709,10.7919"
65,8369.354204196934,"10.3585,10.5783,10.227,10.6789"
66,8456.172820917236,"10.5021,10.5638,10.4239,10.8095"
67,8330.377333666831,"10.544,10.765,10.5615,10.891"
68,8450.247142632204,"10.6262,10.7592,10.8812,10.9375"
69,8475.423666082073,"10.8583,10.8029,11.1656,10.8241"
70,8441.990315371848,"11.0044,11.0362,11.1771,10.8846"
71,8434.400292519269,"11.3318,11.1712,11.0986,10.9405"
72,8490.279040978874,"11.6001,11.0147,11.2929,11.0678"
73,8403.618599904463,"11.7077,10.8722,11.4624,11.3651"
74,8464.73061180351,"11.9571,10.9267,11.4957,11.453"
75,8419.444171112851,"12.1107,11.155,11.4764,11.5188"
