iteration,mean_cost,theta
1,30714.338067824316,"0.0,0.0"
2,30820.360687160006,"0.5162,-0.7012"
3,30632.020488816983,"1.0273,-1.3973"
4,30460.591581625686,"1.5411,-2.1091"
5,30391.536545286886,"2.0599,-2.8265"
6,30378.532218271866,"2.5681,-3.5228"
7,30205.275021971924,"3.0836,-4.2432"
8,29978.485488244296,"3.5966,-4.9594"
9,30090.16155807883,"4.1084,-5.6784"
10,29827.108015796763,"4.6222,-6.4053"
11,29970.222390736348,"5.1334,-7.1209"
12,29664.233355507757,"5.6506,-7.8576"
13,29660.079864844913,"6.1571,-8.5737"
14,29325.985978781056,"6.6629,-9.2875"
15,29220.328525840094,"7.1749,-10.0174"
16,29257.603410961357,"7.6929,-10.7519"
17,29193.57321846756,"8.2118,-11.4962"
18,28973.73624291827,"8.7208,-12.2085"
19,28937.790398101537,"9.2405,-12.9491"
20,28937.35613546614,"9.7696,-13.7153"
21,28643.209858809485,"10.304,-14.487"
22,28762.137194061375,"10.8407,-15.2737"
23,28646.903771692923,"11.3596,-16.0149"
24,28377.069835439976,"11.9002,-16.8089"
25,28350.001431784498,"12.4399,-17.5939"
26,28325.803038751663,"12.9856,-18.387"
27,28260.34976137922,"13.5162,-19.1483"
28,28032.68918846822,"14.0769,-19.9731"
29,28047.253113680457,"14.6578,-20.8315"
30,27971.095857475186,"15.2242,-21.6745"
31,27823.33058341609,"15.7665,-22.4302"
32,27842.136474092138,"16.3077,-23.1887"
33,27647.923656542833,"16.8585,-23.9559"
34,27708.344582575195,"17.3642,-24.6094"
35,27750.676885654873,"17.7894,-25.0424"
36,27602.954422898893,"18.2617,-25.6063"
37,27697.677329300266,"18.695,-26.065"
38,27503.181509831807,"19.0699,-26.3843"
39,27533.857539285626,"19.447,-26.7181"
40,27573.683889889344,"19.7663,-26.911"
41,27469.0237318039,"19.9302,-26.7324"
42,27546.573342315638,"20.1523,-26.7013"
43,27682.608437743052,"20.3548,-26.6281"
44,27418.723686376437,"20.4841,-26.3797"
45,27611.648272453807,"20.6558,-26.2454"
46,27607.77367547638,"20.8505,-26.167"
47,27589.73649792007,"21.0487,-26.1026"
48,27638.368780902918,"21.2946,-26.1592"
