iteration,mean_cost,theta
1,21522.543440067097,"0.0,0.0,0.0"
2,21691.666530505252,"0.5232,-0.584,0.4226"
3,21502.430401364112,"1.0151,-1.1599,0.8653"
4,21471.62068667882,"1.5062,-1.7511,1.3237"
5,21521.049333604173,"2.0074,-2.3592,1.7938"
6,21486.469221950527,"2.4976,-2.94,2.2405"
7,21263.697959477366,"3.07,-3.5439,2.6227"
8,21020.914284472066,"3.6424,-4.1618,3.0268"
9,21187.874687207703,"4.1054,-4.7613,3.5158"
10,21057.707126687004,"4.644,-5.3521,3.9217"
11,21266.576275012205,"5.0864,-5.9634,4.4467"
12,21046.81365788404,"5.6213,-6.5592,4.8616"
13,20924.167522649273,"6.1159,-7.15,5.3085"
14,20861.683350559386,"6.7023,-7.776,5.6953"
15,20840.91975048109,"7.1007,-8.3632,6.2418"
16,20744.139158813516,"7.458,-8.9379,6.8165"
17,20574.342647215115,"7.9402,-9.5425,7.3004"
18,20686.806733678342,"8.3397,-10.1201,7.8404"
19,20496.045771806712,"8.8739,-10.7321,8.2878"
20,20602.759729851867,"9.3492,-11.2966,8.7483"
21,20310.38419617791,"9.8369,-11.8527,9.1953"
22,20527.375675120813,"10.214,-12.2702,9.6235"
23,20488.14784159044,"10.6329,-12.7501,10.0682"
24,20424.45090767446,"11.0433,-13.1451,10.4409"
25,20395.490323302438,"11.4042,-13.5388,10.8636"
26,20394.151365681988,"11.7768,-13.7166,11.0641"
27,20369.62253572889,"12.1044,-13.8947,11.3031"
28,20383.840629235543,"12.3317,-14.0038,11.578"
29,20511.956845601344,"12.4443,-13.9495,11.8087"
30,20444.011123492346,"12.6158,-14.0724,12.1443"
31,20392.52760602384,"12.8971,-14.2218,12.3915"
32,20464.50424473217,"13.0552,-14.2717,12.6641"
33,20446.415564029383,"13.1858,-14.1358,12.7833"
34,20299.88249734507,"13.2323,-14.0739,13.0532"
35,20475.665240381444,"13.3786,-13.8529,13.0607"
36,20483.508936095437,"13.7479,-13.7211,12.928"
37,20515.946703450696,"13.8219,-13.8032,13.2994"
38,20408.717081273477,"14.0204,-13.7095,13.3743"
39,20458.638744079795,"14.2577,-13.6192,13.4062"
40,20441.98647997497,"14.4515,-13.5995,13.5504"
41,20337.998954799354,"14.4704,-13.3441,13.6338"
42,20459.91926138817,"14.501,-13.1398,13.7493"
43,20493.399339695046,"14.6056,-12.9818,13.8358"
44,20479.692026261626,"14.7183,-12.9709,14.0525"
45,20407.92966054882,"14.6071,-12.8284,14.3625"
46,20392.46706742016,"14.7456,-12.7147,14.4472"
47,20376.79308149792,"14.9062,-12.5375,14.4425"
48,20484.972898779262,"15.1415,-12.4389,14.4378"
49,20447.536775774824,"15.1443,-12.3734,14.6955"
50,20436.71648883424,"15.3569,-12.098,14.5289"
51,20299.487371667543,"15.3089,-11.9771,14.7763"
52,20364.900409540372,"15.5615,-11.9283,14.7866"
53,20282.528411110085,"15.6016,-11.9359,15.0646"
54,20390.106996058676,"15.928,-12.0674,15.1672"
55,20418.481536155952,"15.9649,-11.766,15.1382"
56,20373.297893434836,"16.1229,-11.6648,15.1837"
57,20299.39880259742,"16.3208,-11.7578,15.3746"
58,20477.498429081475,"16.4476,-11.6506,15.4365"
59,20420.257420779326,"16.5035,-11.4679,15.497"
60,20495.3047636741,"16.5377,-11.5841,15.8624"
61,20432.426540098157,"16.6603,-11.5311,15.9773"
