iteration,mean_cost,theta
1,3365.740614143165,"0.0,0.0"
2,3316.6355533397227,"0.57,0.5743"
3,3298.211194783178,"1.2189,1.0418"
4,3340.5795212966254,"1.7724,1.5876"
5,3367.602544920914,"2.2882,2.1726"
6,3359.8548168188695,"2.7394,2.8205"
7,3364.9277791459954,"3.3536,3.2954"
8,3334.225783741702,"3.9098,3.8178"
9,3392.251698105522,"4.424,4.3658"
10,3379.780841683982,"4.9316,4.9286"
11,3356.789060562163,"5.3282,5.5853"
12,3392.7995909166507,"5.89,6.06"
13,3349.2868340916752,"6.4492,6.5374"
14,3359.417003599187,"6.9235,7.0716"
15,3303.769498793895,"7.4968,7.5023"
16,3381.7876448598345,"8.1226,7.853"
17,3343.2587246092176,"8.6392,8.3307"
18,3308.8927013186812,"9.0792,8.8616"
19,3355.9732538410503,"9.5751,9.3083"
20,3398.153406871113,"10.0644,9.7746"
21,3347.2786588392373,"10.4915,10.3168"
22,3370.3419449213525,"10.8571,10.8844"
23,3334.408068982078,"11.3954,11.2729"
24,3401.974623281864,"11.8948,11.6871"
25,3417.7584754351083,"12.3182,12.1884"
26,3334.3693146802943,"12.7989,12.6315"
27,3378.192223054862,"13.267,13.0474"
28,3318.055724776865,"13.7143,13.4852"
29,3326.8913759127404,"14.2083,13.8506"
30,3373.1233328877443,"14.6252,14.2845"
31,3395.9106643986056,"15.1025,14.6736"
32,3347.4078167516454,"15.577,15.0579"
33,3358.3881988357625,"15.9373,15.5311"
34,3373.7068535714316,"16.3924,15.9048"
35,3364.123537993703,"16.7897,16.3337"
36,3350.8496775816952,"17.1198,16.8269"
37,3326.735199946166,"17.574,17.1722"
38,3383.3502596253356,"18.0121,17.5212"
39,3319.830448639746,"18.3688,17.9619"
40,3361.328266474866,"18.7071,18.3916"
41,3353.29854830587,"19.0207,18.8542"
42,3331.835159707908,"19.3668,19.2699"
43,3327.835550916093,"19.7437,19.6377"
44,3379.591907935696,"20.066,20.0607"
