iteration,mean_cost,theta
1,12606.08222160356,"0.0,0.0,0.0"
2,12640.205683857766,"0.7643,-0.2607,-0.3301"
3,12667.291704520148,"1.5199,-0.5677,-0.5896"
4,12615.290755776838,"2.2609,-0.8544,-0.8388"
5,12599.831825245821,"2.9991,-1.1527,-1.0895"
6,12519.505467946092,"3.7359,-1.4157,-1.3921"
7,12586.119794367894,"4.4689,-1.709,-1.6641"
8,12373.442943656486,"5.2051,-1.9889,-1.9726"
9,12474.061596148578,"5.926,-2.3405,-2.1391"
10,12361.533243885897,"6.6465,-2.6616,-2.3607"
11,12368.221475047476,"7.3539,-2.9999,-2.5322"
12,12422.719709303765,"8.0502,-3.2891,-2.7609"
13,12268.462856345155,"8.7511,-3.5927,-2.9896"
14,12360.79848474448,"9.4414,-3.9169,-3.1831"
15,12151.562847674702,"10.1332,-4.1551,-3.5076"
16,12159.115219980256,"10.8209,-4.4475,-3.7513"
17,12235.379012948024,"11.4968,-4.762,-3.9548"
18,12184.076437938045,"12.1756,-5.04,-4.2283"
19,12105.314118342632,"12.8508,-5.3079,-4.5121"
20,12057.60801610061,"13.5227,-5.6409,-4.6985"
21,12198.797792367763,"14.188,-5.8993,-4.9801"
22,12148.341253867507,"14.8618,-6.2207,-5.1928"
23,12130.664291447758,"15.5275,-6.4939,-5.4801"
24,11936.796735167818,"16.1756,-6.7758,-5.705"
25,11979.243915524325,"16.8218,-7.056,-5.9515"
26,11878.57401687104,"17.4688,-7.3962,-6.1131"
27,11905.375509652415,"18.0975,-7.66,-6.3502"
28,11832.788402395425,"18.7392,-7.9402,-6.6135"
29,11772.498297431795,"19.3834,-8.1967,-6.9055"
30,11778.012455165488,"20.0141,-8.4605,-7.1722"
31,11755.815857898026,"20.6499,-8.8196,-7.3046"
32,11812.548365993094,"21.2719,-9.1106,-7.5177"
33,11657.293035346258,"21.9076,-9.3797,-7.8034"
34,11747.110653193344,"22.5162,-9.6524,-8.0155"
35,11599.11571480963,"23.1361,-9.9369,-8.2619"
36,11646.197233391076,"23.7605,-10.1934,-8.5486"
37,11567.385809449077,"24.3754,-10.3815,-8.9194"
38,11545.803833528362,"25.0057,-10.6824,-9.1864"
39,11704.884879910453,"25.6144,-10.9776,-9.3887"
40,11524.635547274716,"26.2268,-11.3114,-9.5374"
41,11497.397574344759,"26.8093,-11.5118,-9.8052"
42,11358.606725917616,"27.4015,-11.7263,-10.09"
43,11522.048187959246,"27.9729,-11.9187,-10.3792"
44,11510.44016994362,"28.5394,-12.111,-10.6473"
45,11495.126420753728,"29.1205,-12.3716,-10.8597"
46,11436.334550566935,"29.7308,-12.6389,-11.1303"
47,11260.530427402911,"30.3341,-12.9106,-11.3976"
48,11363.520862102394,"30.8882,-13.1585,-11.5675"
49,11272.099660074182,"31.4445,-13.4518,-11.6704"
50,11388.504364362387,"32.013,-13.6104,-11.9782"
51,11360.971750219502,"32.5814,-13.7855,-12.2903"
52,11298.325742780242,"33.1381,-14.0782,-12.4033"
53,11326.464154902536,"33.612,-14.1979,-12.5292"
54,11290.765585642843,"34.1678,-14.4694,-12.6831"
55,11299.381808980615,"34.5997,-14.52,-12.7976"
56,11279.907973075471,"35.0816,-14.5665,-13.0602"
57,11391.027210655662,"35.4735,-14.6445,-13.0468"
58,11265.931749657817,"35.9355,-14.8246,-13.0495"
59,11349.441548741812,"36.3122,-14.8963,-13.0193"
60,11344.628960102465,"36.65,-14.9149,-12.9546"
61,11174.454299666113,"36.9747,-14.9084,-12.9161"
62,11411.351227353245,"37.2829,-14.9137,-12.8175"
63,11355.989183062522,"37.6678,-14.983,-12.835"
64,11320.563971371332,"37.9653,-14.9496,-12.762"
65,11324.043380505907,"38.2305,-14.6804,-12.9826"
66,11285.456196390516,"38.4532,-14.58,-12.8382"
67,11270.329837040195,"38.6504,-14.3516,-12.8336"
68,11312.597999914286,"38.8978,-14.2103,-12.8338"
69,11348.690091039036,"39.1816,-14.0441,-12.9849"
70,11335.830837916472,"39.4306,-13.9014,-13.0021"
71,11372.840759961151,"39.6751,-13.8184,-12.9309"
72,11342.870291308669,"39.8962,-13.7322,-12.8006"
73,11383.638228628604,"40.0244,-13.6656,-12.4067"
74,11386.00700353652,"40.1498,-13.4325,-12.2555"
75,11337.563537695129,"40.4169,-13.4035,-12.1827"
76,11361.524788076866,"40.592,-13.368,-11.892"
77,11375.312492868037,"40.8202,-13.2672,-11.8454"
78,11383.986496510697,"41.0058,-13.1374,-11.7349"
79,11327.716921806985,"41.2427,-13.1072,-11.6147"
