iteration,mean_cost,theta
1,10797.967571134204,"0.0,0.0,0.0"
2,10825.207733719508,"0.6633,-0.5169,0.5585"
3,10879.439811992348,"1.3538,-1.0396,1.0863"
4,10832.612880394954,"1.9505,-1.4997,1.656"
5,10740.027481359948,"2.5194,-1.9961,2.274"
6,10738.032333309837,"3.1282,-2.4816,2.8351"
7,10770.38501147644,"3.8383,-2.9903,3.3152"
8,10599.272503411248,"4.5223,-3.5123,3.838"
9,10699.27609158261,"5.0371,-4.0204,4.5094"
10,10651.767761895777,"5.6283,-4.4916,5.0649"
11,10619.08402755247,"6.2119,-4.966,5.6271"
12,10620.97404264915,"6.8406,-5.4211,6.1267"
13,10535.751774311242,"7.4627,-5.8789,6.6339"
14,10502.304841735633,"7.9464,-6.3102,7.2422"
15,10393.14642686445,"8.5873,-6.732,7.6833"
16,10365.122774076552,"9.0701,-7.1206,8.2546"
17,10460.67045923563,"9.6475,-7.5253,8.7242"
18,10395.132629453989,"10.1841,-7.9208,9.2346"
19,10345.91121605376,"10.7226,-8.2758,9.6964"
20,10404.342619185192,"11.1864,-8.6003,10.2084"
21,10495.202157845959,"11.5304,-8.8508,10.772"
22,10435.348102319023,"12.1503,-9.1842,11.1279"
23,10501.19778347949,"12.6717,-9.4204,11.49"
24,10326.15564931474,"13.0952,-9.6926,11.9801"
25,10345.504122724778,"13.5077,-9.7745,12.2937"
26,10386.923705634867,"13.9696,-9.9313,12.6212"
27,10363.180403885772,"14.2451,-9.9726,13.0252"
28,10324.197979689969,"14.5776,-9.9764,13.3273"
29,10365.466647644213,"14.815,-9.965,13.7074"
30,10371.23129065154,"15.0383,-9.986,14.1237"
31,10295.154070462282,"15.3272,-10.0196,14.4844"
32,10439.401805347865,"15.5658,-9.8833,14.7201"
33,10311.997449911898,"15.92,-9.8489,14.9391"
34,10264.859581235569,"16.1067,-9.7024,15.2059"
35,10349.637723426733,"16.4845,-9.6566,15.3657"
36,10345.735698256527,"16.5457,-9.5108,15.749"
37,10298.415015382949,"16.7558,-9.283,15.8981"
38,10344.565770780791,"16.9183,-9.1286,16.1572"
39,10434.615151119018,"17.0895,-8.9088,16.3414"
40,10339.72160575632,"17.4554,-8.8968,16.5357"
41,10306.146959009246,"17.5808,-8.6958,16.7737"
42,10214.257762650563,"17.7987,-8.3519,16.7651"
43,10365.201714780918,"17.8863,-8.1062,16.975"
44,10376.224039678804,"18.128,-8.0943,17.2621"
45,10362.029943217303,"18.3481,-7.8564,17.3461"
46,10400.050256236222,"18.5607,-7.66,17.4741"
47,10259.153918943624,"18.6923,-7.54,17.7543"
48,10402.063468654484,"18.8216,-7.3558,17.9593"
49,10296.543836959789,"19.0491,-7.3391,18.2358"
50,10367.731332996618,"19.0623,-6.9976,18.3932"
51,10331.94736621082,"19.4548,-6.8812,18.3861"
52,10381.681658772666,"19.6812,-6.8248,18.6042"
53,10345.720084298591,"19.8044,-6.678,18.8362"
54,10308.061831248155,"20.1013,-6.5738,18.9267"
55,10349.848388699605,"20.2111,-6.384,19.1148"
56,10331.41736831003,"20.3385,-6.1532,19.2416"
57,10480.590315289288,"20.3978,-5.9564,19.467"
58,10333.84020120205,"20.6318,-5.9771,19.7377"
59,10379.158118403504,"20.6722,-5.9111,20.093"
60,10357.91586627477,"20.9574,-5.8874,20.244"
61,10264.785690116103,"21.1553,-5.8462,20.4611"
62,10422.424333792014,"21.2028,-5.6668,20.6852"
63,10401.560843026791,"21.5247,-5.6495,20.7962"
64,10355.569995811464,"21.6381,-5.4913,20.9783"
65,10346.353444431616,"21.8701,-5.2696,20.9665"
66,10381.806177094726,"21.9983,-5.1884,21.1957"
67,10296.256292138722,"22.076,-4.9249,21.2906"
68,10296.688583943307,"22.1174,-4.6534,21.4038"
69,10378.001562941423,"22.3062,-4.4431,21.4259"
70,10401.795136559313,"22.5339,-4.2493,21.427"
71,10406.01532816434,"22.7799,-4.0932,21.4442"
72,10412.030835267,"23.0555,-4.0876,21.5731"
73,10426.520097500877,"23.0337,-3.9674,21.8852"
74,10373.728366706016,"23.2267,-3.8112,21.9473"
75,10381.106475441857,"23.4362,-3.7133,22.0431"
76,10340.053541392444,"23.614,-3.6505,22.199"
77,10355.702294522584,"23.8261,-3.543,22.2707"
78,10388.743927942136,"23.9512,-3.3441,22.338"
79,10310.587788433453,"24.1912,-3.4072,22.5468"
80,10401.876445783357,"24.2559,-3.2816,22.7371"
81,10321.970215463292,"24.334,-3.0581,22.819"
82,10358.307591458804,"24.274,-2.8548,23.0483"
83,10358.970587832951,"24.3215,-2.6988,23.2151"
84,10433.140181529227,"24.2454,-2.4099,23.37"
85,10394.191111451672,"24.4854,-2.3409,23.4279"
86,10442.862643106306,"24.7849,-2.2933,23.4354"
87,10344.47443792618,"24.7822,-2.1802,23.6885"
88,10396.1272055857,"24.6756,-1.9444,23.9104"
89,10389.475987478829,"24.783,-1.8819,24.0923"
90,10327.085949762823,"24.9021,-1.7465,24.1852"
91,10366.98338681417,"25.0034,-1.5644,24.2414"
92,10358.504446025334,"25.1562,-1.4238,24.2867"
93,10367.310903958401,"25.2824,-1.3224,24.3928"
94,10315.493690069085,"25.5183,-1.1938,24.3596"
95,10414.965630737766,"25.7376,-1.1713,24.4365"
96,10411.310790192303,"25.7843,-0.9939,24.5436"
97,10347.149966838106,"25.8787,-0.9943,24.7731"
98,10340.00770548128,"26.0853,-0.7551,24.6414"
99,10368.824713888476,"26.2349,-0.5343,24.5836"
100,10334.917535201374,"26.1304,-0.319,24.7852"
101,10314.736098508785,"26.2064,-0.2558,24.9539"
102,10290.862288455446,"26.3512,-0.1421,24.9965"
103,10363.693733857137,"26.5206,-0.1283,25.1081"
104,10334.96474297907,"26.6365,-0.2946,25.4515"
105,10311.205931327631,"26.7067,-0.0919,25.4764"
106,10275.449186738748,"26.9374,-0.0931,25.5342"
107,10307.850946845052,"27.0778,-0.0776,25.6606"
108,10326.058982111783,"26.9669,0.2379,25.74"
109,10326.428808432753,"27.0322,0.3501,25.8464"
110,10359.763384323813,"27.1529,0.4658,25.8923"
111,10358.3308492164,"27.2744,0.48,26.0358"
112,10288.951148522208,"27.4395,0.4562,26.1662"
113,10264.739091091533,"27.5765,0.4535,26.3007"
114,10321.839986752393,"27.6745,0.5113,26.4114"
115,10323.484122199723,"27.8636,0.6046,26.3924"
116,10438.637979976338,"27.9552,0.7881,26.3795"
117,10312.559768875006,"28.02,0.8146,26.5582"
118,10292.88751517937,"27.989,0.7927,26.8641"
119,10414.12804468833,"28.0858,0.8825,26.9309"
120,10399.521117693344,"28.1044,0.9651,27.0916"
121,10307.620830129157,"28.2238,1.0556,27.1355"
122,10367.44333395613,"28.1339,1.264,27.2639"
123,10403.033824237584,"28.2255,1.2931,27.3929"
124,10369.818250548777,"28.1541,1.3692,27.6384"
125,10289.396162134311,"28.3543,1.5042,27.5448"
126,10405.893870999464,"28.4123,1.6173,27.6103"
127,10384.38299860698,"28.5722,1.6203,27.6887"
128,10333.783383105152,"28.614,1.8193,27.6872"
129,10341.4695952746,"28.7281,1.6298,27.9879"
130,10341.378922924006,"28.8221,1.7613,27.9936"
