iteration,mean_cost,theta
1,4410.060229889101,"0.0,0.0,0.0,0.0"
2,4364.83735011979,"0.3255,0.3183,0.331,0.3031"
3,4375.252219079654,"0.6178,0.7181,0.6472,0.5447"
4,4347.999781471322,"1.0131,0.9814,0.929,0.8457"
5,4358.883806906627,"1.4305,1.1886,1.2709,1.1002"
6,4313.413869316498,"1.7575,1.2953,1.6796,1.4704"
7,4367.855535064069,"2.0571,1.5302,2.0226,1.7768"
8,4364.101791095158,"2.3525,1.8339,2.3636,2.0283"
9,4368.010167578051,"2.6786,2.1431,2.5226,2.4125"
10,4365.3384965348405,"2.9898,2.4166,2.7443,2.7742"
11,4423.859564460956,"3.3896,2.7418,2.9625,2.9864"
12,4377.194648498663,"3.6856,3.1408,3.1376,3.2788"
13,4405.524885463166,"3.9594,3.2772,3.5026,3.6363"
14,4380.452649635092,"4.2577,3.4835,3.8519,3.9171"
15,4346.531398244396,"4.5812,3.9519,3.8904,4.1946"
16,4384.276517939958,"4.7919,4.42,4.1566,4.3353"
17,4372.291860414988,"4.9325,4.663,4.5605,4.6385"
18,4415.011629906456,"5.2701,4.8761,4.8527,4.8754"
19,4380.285132322484,"5.4088,5.2151,5.0606,5.2682"
20,4395.884748190878,"5.6769,5.3351,5.3712,5.6275"
21,4420.911629139946,"5.9686,5.5317,5.6328,5.9316"
22,4400.30746216069,"6.2174,5.8403,5.7835,6.2761"
23,4366.252593108275,"6.554,5.9973,6.1721,6.4255"
24,4374.182105137743,"6.8541,6.2574,6.3852,6.6673"
25,4358.0628885935885,"7.3062,6.4142,6.5523,6.8942"
26,4371.8850253189485,"7.4476,6.6964,6.8257,7.1886"
27,4424.162179552535,"7.5187,6.8256,7.1915,7.6019"
28,4379.2431637529835,"7.8461,7.2442,7.3226,7.7062"
29,4341.689021816888,"8.0087,7.5225,7.6341,7.9195"
30,4388.03967530528,"8.202,7.7607,7.9924,8.0698"
31,4393.9914042977225,"8.4435,8.0632,8.2571,8.2128"
32,4403.631164177271,"8.636,8.29,8.535,8.4593"
33,4415.78414546503,"8.7503,8.6718,8.7896,8.6433"
34,4356.920944898016,"9.0259,8.9001,8.9631,8.8959"
35,4358.088690045937,"9.395,9.002,9.1572,9.1369"
36,4371.03759919318,"9.6064,9.2898,9.3555,9.3362"
37,4391.117935523688,"9.9421,9.5262,9.4848,9.5243"
38,4309.175016187336,"10.0484,9.7592,9.7734,9.7838"
39,4335.749638751616,"10.2792,10.0305,10.0801,9.8252"
40,4308.885416336416,"10.3899,10.258,10.3601,10.0577"
41,4434.192661907667,"10.596,10.3055,10.586,10.4126"
42,4439.871678029452,"10.8436,10.607,10.7196,10.5952"
43,4396.547715822294,"11.2704,10.8318,10.6881,10.8282"
44,4378.6728635398695,"11.6127,11.0551,10.8187,10.971"
45,4363.936738336942,"11.7625,11.2474,11.051,11.2245"
46,4436.71148179612,"11.9503,11.5495,11.0941,11.5045"
47,4388.8764145694095,"12.2526,11.5728,11.2882,11.8076"
48,4359.532258955966,"12.1834,11.9094,11.658,11.9653"
49,4359.532760280208,"12.4296,12.1106,11.9606,11.9959"
50,4354.400203385398,"12.6909,12.2557,12.1039,12.2239"
51,4370.648705232577,"12.9452,12.4386,12.3004,12.3565"
52,4411.384635545142,"13.2404,12.5223,12.4004,12.6405"
53,4392.787862946394,"13.2059,12.8979,12.7189,12.7496"
54,4377.7712524500685,"13.4279,13.0777,12.8446,12.9804"
55,4378.995690745346,"13.5459,13.3055,12.9919,13.232"
56,4418.855431219438,"13.5336,13.5575,13.2328,13.488"
57,4394.919183357251,"13.6591,13.8212,13.3275,13.7505"
58,4380.668544359353,"13.7805,13.9217,13.4268,14.1524"
59,4383.847103684704,"13.9038,14.1497,13.6158,14.3313"
60,4356.380810562921,"14.1244,14.1568,13.9712,14.4528"
61,4396.045141006886,"14.3003,14.2942,14.2294,14.5766"
62,4381.085755664284,"14.3474,14.5626,14.5245,14.663"
63,4370.472947521531,"14.5416,14.7884,14.6896,14.765"
64,4410.251262529442,"14.6742,15.0169,14.8367,14.9362"
65,4329.865150310165,"14.8637,15.1596,14.9572,15.1682"
66,4387.882966685166,"15.0525,15.2445,15.1071,15.3962"
67,4358.10277924537,"15.2245,15.5293,15.3189,15.385"
68,4339.377696244852,"15.4252,15.6381,15.4883,15.5522"
69,4341.411154306464,"15.6364,15.7897,15.6605,15.6524"
70,4442.996431391537,"15.6743,16.0271,15.7654,15.8964"
71,4386.454966290801,"15.8242,16.0915,15.9055,16.1946"
72,4385.057691544068,"16.076,16.2662,16.0601,16.2425"
73,4340.343878029668,"16.1493,16.5397,16.206,16.3727"
