iteration,mean_cost,theta
1,2317.011601357679,"0.0,0.0,0.0,0.0"
2,2341.216626400747,"0.4178,0.511,0.3528,0.3442"
3,2316.721840043076,"0.9084,1.1201,0.5886,0.6052"
4,2294.2545388702288,"1.3755,1.6299,0.838,0.958"
5,2305.3217340719207,"1.8429,2.0686,1.2432,1.1979"
6,2322.5349665234717,"2.2769,2.4827,1.6706,1.4762"
7,2301.979359088455,"2.8895,2.9007,1.8634,1.7861"
8,2295.6221259281506,"3.3382,3.4168,2.2079,1.9786"
9,2304.2004282065873,"3.8686,3.7957,2.466,2.31"
10,2339.8246166609665,"4.4835,4.2642,2.5822,2.5705"
11,2288.2439152527786,"4.9238,4.5465,3.0322,2.9203"
12,2290.5987464199625,"5.2567,5.1116,3.2602,3.2178"
13,2275.506540676146,"5.7529,5.4326,3.5086,3.5814"
14,2292.721724734726,"6.0862,5.7662,3.961,3.8753"
15,2320.568857802976,"6.6214,6.2101,4.1707,4.0688"
16,2294.1143945539948,"7.1221,6.6898,4.2024,4.4434"
17,2301.3852157467645,"7.4618,6.9715,4.5257,4.8979"
18,2292.6779849383443,"7.8687,7.3785,4.7438,5.237"
19,2289.8828833559555,"8.2253,7.8091,4.9852,5.5569"
20,2323.0579810323297,"8.6724,8.1863,5.1502,5.8943"
21,2304.4204532783215,"9.0047,8.6972,5.4661,6.0758"
22,2341.8132152063904,"9.2826,9.154,5.8374,6.2952"
23,2319.3115004841634,"9.8786,9.4306,5.9655,6.6069"
24,2316.6607410354036,"10.2325,9.7549,6.2011,7.0062"
25,2320.86271256653,"10.5598,10.0698,6.5923,7.2692"
26,2325.9676348594976,"10.9398,10.408,6.9626,7.4594"
27,2320.4749314638034,"11.2486,10.8115,7.2311,7.7541"
28,2307.738593221916,"11.7213,11.2784,7.3903,7.8739"
29,2284.7286618494445,"12.1249,11.6854,7.4819,8.1953"
30,2280.6083993206203,"12.2877,12.1771,7.7381,8.4894"
31,2325.055832593904,"12.6514,12.5806,8.0221,8.6107"
32,2311.030645629752,"13.0011,12.8691,8.3477,8.8664"
33,2291.142909862009,"13.2066,13.1861,8.7628,9.1273"
34,2342.5718859958056,"13.5044,13.4915,9.0847,9.3744"
35,2334.6384599580624,"13.8877,13.808,9.3513,9.5995"
36,2325.140939925246,"14.109,14.1993,9.5862,9.9278"
37,2283.7069254326534,"14.321,14.4692,9.8676,10.3256"
38,2310.2801209976474,"14.6329,14.684,10.1513,10.6313"
39,2306.9016410421086,"14.8537,15.0274,10.4472,10.895"
40,2319.9263936943826,"15.0873,15.2849,10.7177,11.2552"
41,2305.94332478495,"15.4113,15.5091,11.0742,11.4614"
42,2288.1955900832945,"15.7803,15.8055,11.1707,11.7713"
43,2309.8458079371208,"16.1614,16.0954,11.3891,11.9239"
44,2302.2040575840456,"16.4891,16.2552,11.6189,12.2744"
45,2314.5325295575544,"16.6541,16.5287,12.084,12.4238"
46,2264.4826590246194,"16.9584,16.7868,12.2482,12.7504"
47,2341.000457463696,"17.2561,17.1015,12.5389,12.8324"
48,2278.8244536280154,"17.6108,17.1379,12.7939,13.2472"
49,2290.437044684672,"17.9049,17.427,12.8301,13.6061"
50,2278.3180465770247,"18.0276,17.7095,13.0955,13.9351"
51,2321.4095189000577,"18.3338,17.9028,13.3829,14.1243"
52,2292.4912893162914,"18.5567,18.0893,13.7167,14.3822"
53,2306.3242825130433,"18.6585,18.4203,14.0205,14.6197"
54,2318.8970720945604,"18.8571,18.7406,14.2569,14.8216"
55,2307.0258334718674,"19.3437,18.9687,14.4557,14.8346"
56,2342.177530579544,"19.5862,19.2722,14.6738,15.0121"
57,2290.124211390988,"19.7736,19.5373,14.9755,15.2286"
58,2317.645083950969,"20.1058,19.7449,15.1794,15.389"
59,2314.2140554182483,"20.315,20.1689,15.3632,15.4814"
60,2310.996907696007,"20.4523,20.487,15.6073,15.6964"
61,2277.4271564685387,"20.8225,20.6414,15.8813,15.7975"
62,2303.617846441228,"20.8925,20.9022,16.1552,16.0658"
63,2325.6380370165325,"21.149,21.1346,16.444,16.1603"
64,2339.0331142048844,"21.2618,21.497,16.612,16.4052"
65,2317.2059749436057,"21.4632,21.7023,16.8805,16.6249"
66,2320.8358044746687,"21.7503,21.857,17.0143,16.9102"
67,2273.62647605349,"22.0464,22.0593,17.3041,16.9699"
68,2298.3619430771055,"22.1507,22.2495,17.5967,17.2124"
69,2259.5401305904334,"22.4562,22.3716,17.6753,17.5255"
70,2280.3236119566454,"22.654,22.5883,17.8616,17.7041"
71,2315.649078997526,"22.8718,22.7702,18.0628,17.8956"
72,2268.9825711619633,"23.1453,23.1116,18.1192,18.0135"
73,2329.1279422323805,"23.3582,23.2994,18.3315,18.1641"
74,2303.1298681608732,"23.6327,23.5226,18.5448,18.2514"
75,2327.7190635768166,"23.7258,23.7501,18.8319,18.4324"
76,2303.7178531135814,"23.9592,24.0187,19.076,18.467"
77,2323.8964161718754,"24.2048,24.1791,19.2226,18.6823"
78,2256.7661838160634,"24.3262,24.3962,19.4547,18.8895"
79,2280.2049104130797,"24.4366,24.5809,19.6101,19.1589"
80,2296.2465607361337,"24.5787,24.7968,19.7444,19.3834"
81,2316.165459625107,"24.7135,24.904,20.02,19.6092"
82,2337.6833505223576,"24.9694,25.2222,20.0386,19.7254"
83,2303.9097845762803,"25.1374,25.3613,20.1667,20.0398"
84,2345.7802050702294,"25.373,25.4924,20.3457,20.2051"
85,2315.979791877765,"25.6738,25.7493,20.3294,20.3767"
86,2336.6380591986267,"25.8955,26.0087,20.4387,20.4842"
87,2323.6772298800356,"26.1945,26.1374,20.6257,20.5811"
88,2303.8701823474084,"26.2472,26.3079,20.7573,20.9348"
89,2302.860883414589,"26.4418,26.4521,21.0178,21.0116"
90,2288.2480676354053,"26.6266,26.704,21.1272,21.1326"
91,2288.9108390888005,"26.8608,26.9683,21.1875,21.2097"
92,2335.284799436062,"27.0526,27.0369,21.2102,21.5696"
93,2271.229962792056,"27.2703,27.1027,21.4889,21.686"
94,2305.511576462611,"27.4044,27.212,21.7138,21.8406"
95,2301.676190023337,"27.4493,27.3669,21.9521,22.0492"
96,2300.338838307867,"27.6842,27.5877,22.1193,22.0395"
97,2325.731702907558,"27.9644,27.7045,22.21,22.1621"
98,2289.450943277411,"28.1229,27.8513,22.3974,22.3077"
99,2293.193890512872,"28.345,27.9106,22.5812,22.4424"
100,2333.198231290172,"28.4647,28.1245,22.7004,22.583"
101,2318.5482458515435,"28.7259,28.2785,22.7974,22.6916"
102,2306.259112790745,"28.8502,28.4244,22.9448,22.8859"
103,2307.9791784562676,"28.9608,28.539,23.0874,23.1128"
104,2345.8649217939865,"29.117,28.7061,23.195,23.2647"
105,2337.7502265846374,"29.1755,29.0188,23.3533,23.3376"
106,2282.751903505697,"29.2449,29.2726,23.4156,23.5526"
107,2329.7215188309247,"29.3485,29.3706,23.5185,23.8022"
108,2303.578151989744,"29.4518,29.612,23.6275,23.9152"
109,2295.5405788247513,"29.5489,29.7362,23.7558,24.1275"
110,2317.030263182912,"29.6123,29.7872,23.927,24.4031"
111,2303.985434903168,"29.6381,30.0326,24.1637,24.4447"
112,2294.7280666147635,"29.7445,30.2416,24.3112,24.5233"
113,2291.5104489505266,"29.9524,30.3308,24.4051,24.653"
114,2310.6034040035306,"30.0105,30.4453,24.4973,24.9069"
115,2319.405031558488,"30.1652,30.5362,24.5275,25.1598"
116,2283.152709939786,"30.3075,30.6864,24.5879,25.3336"
117,2305.3248505592005,"30.4394,30.8433,24.6846,25.4383"
118,2269.71212313611,"30.5317,30.8199,24.9658,25.6032"
119,2295.9526458067207,"30.6646,30.8919,25.1271,25.7131"
120,2264.7947444171286,"30.8404,30.9364,25.2312,25.8835"
121,2324.3665131578955,"30.9238,31.0731,25.4237,25.9276"
122,2297.4299635790994,"31.0352,31.2167,25.5704,26.0303"
123,2310.1528419641354,"31.1171,31.4188,25.7621,26.0164"
124,2298.7470664349494,"31.2957,31.5438,25.9116,26.0337"
125,2307.3841354078186,"31.44,31.6268,26.0602,26.1278"
126,2300.7383230587593,"31.5531,31.7591,26.1438,26.2709"
127,2312.649467893245,"31.6774,31.9093,26.2569,26.3371"
128,2355.146984722122,"31.7878,32.0267,26.3889,26.4431"
129,2259.1760315438246,"31.9567,32.006,26.4786,26.7112"
130,2273.866313979528,"32.0499,32.0366,26.5153,26.9651"
131,2312.6302930517345,"32.1387,32.069,26.658,27.1306"
132,2307.1750475112012,"32.2079,32.1525,26.8368,27.2563"
133,2329.4104789848598,"32.2066,32.3364,27.077,27.2676"
134,2278.2665171189556,"32.3889,32.4221,27.291,27.2303"
135,2294.006014442809,"32.635,32.4436,27.3182,27.3317"
136,2279.1535848743792,"32.742,32.6866,27.406,27.2946"
137,2326.3555421393407,"32.9459,32.7486,27.6115,27.2027"
138,2283.373887942,"33.0775,32.9787,27.6357,27.2326"
139,2331.0375473309696,"33.0398,33.0854,27.6087,27.5922"
140,2305.250299671995,"33.2879,32.9391,27.6625,27.858"
141,2338.9010078291703,"33.2472,33.1446,27.8246,27.931"
142,2271.6486740947907,"33.347,33.3736,27.7843,28.0483"
143,2313.885096023106,"33.4969,33.4438,27.9202,28.0521"
144,2301.284823753461,"33.4835,33.6392,28.0109,28.1838"
145,2299.4754824387232,"33.5643,33.801,28.1308,28.1984"
146,2281.9603543189482,"33.6702,33.813,28.3569,28.2403"
147,2298.1921666416015,"33.7794,34.0005,28.4335,28.2212"
148,2306.7438071850347,"33.8148,34.041,28.5503,28.4124"
149,2301.597317433931,"33.9325,34.0512,28.7529,28.4641"
150,2306.4907718815757,"33.9771,34.2605,28.8207,28.4985"
151,2264.272555262485,"34.1442,34.215,28.9624,28.6081"
152,2304.332364264032,"34.2774,34.3922,29.0062,28.5697"
153,2304.376386922012,"34.2915,34.4211,29.153,28.7487"
154,2311.6284370377716,"34.4995,34.4484,29.1529,28.8606"
155,2302.7578592919435,"34.6836,34.6025,29.1308,28.8851"
156,2304.5025182528443,"34.6801,34.7589,29.1135,29.0905"
157,2310.688133621546,"34.7937,34.7314,29.262,29.2052"
158,2323.365635698064,"34.8375,34.9369,29.3367,29.2108"
159,2327.494735164687,"34.819,34.9359,29.5787,29.3488"
160,2342.5263740764713,"34.932,34.8028,29.6877,29.6167"
161,2337.2443157997836,"34.9838,34.971,29.9169,29.5198"
162,2282.954666074993,"35.048,35.2087,29.8804,29.5848"
163,2292.989736207546,"35.1556,35.3456,29.9341,29.5841"
164,2307.0558787592645,"35.0964,35.5187,30.0699,29.6437"
