iteration,mean_cost,theta
1,4182.963329665631,"0.0,0.0,0.0,0.0,0.0"
2,4173.016019176296,"0.1116,0.0681,0.1227,0.1429,0.9383"
3,4176.2032297387295,"0.226,0.1458,0.3066,0.1618,1.9084"
4,4120.103155062514,"0.4114,0.1954,0.3985,0.1891,2.9049"
5,4169.440893394526,"0.5802,0.3591,0.477,0.2461,3.7956"
6,4094.297879140423,"0.7122,0.2768,0.6778,0.3974,4.7288"
7,4163.504478934105,"0.8671,0.3356,0.821,0.528,5.5642"
8,4122.955215054573,"0.9151,0.5485,1.0419,0.5409,6.4143"
9,4109.659072972484,"1.0717,0.5754,1.1106,0.6727,7.3256"
10,4194.807487101698,"1.2182,0.6362,1.1277,0.9508,8.1283"
11,4203.410349283869,"1.4735,0.8225,1.2096,1.0479,8.851"
12,4167.219912465103,"1.6201,1.0625,1.2249,1.283,9.5542"
13,4175.489439394615,"1.8632,1.1121,1.3937,1.5184,10.1839"
14,4149.652737000176,"2.0236,1.2091,1.6864,1.6292,10.8299"
15,4131.697945430029,"2.3605,1.5079,1.6261,1.7357,11.4319"
16,4153.741967553421,"2.4362,1.797,1.7732,1.8203,12.1064"
17,4171.106336619796,"2.6265,1.9518,2.0216,1.9874,12.629"
18,4216.503344539407,"2.8809,2.0455,2.2819,2.159,13.1276"
19,4160.776449161807,"2.9788,2.3531,2.4676,2.5549,13.4384"
20,4165.832575521474,"3.2076,2.3613,2.7376,2.8317,13.9081"
21,4196.463484198392,"3.4473,2.5513,2.9671,3.057,14.2795"
22,4162.95176300158,"3.5549,2.8156,3.0652,3.4438,14.6703"
23,4151.488993237247,"3.8163,2.992,3.3526,3.61,15.0049"
24,4192.557325560759,"4.0871,3.2694,3.5129,3.895,15.2313"
25,4139.790072556806,"4.4287,3.3786,3.6811,4.0777,15.6357"
26,4149.824089554422,"4.4156,3.5468,3.931,4.3541,16.1224"
27,4158.42478623113,"4.5573,3.6362,4.256,4.7547,16.3405"
28,4173.184841454478,"4.9856,3.9132,4.3758,4.8691,16.5624"
29,4139.858902489562,"5.2065,4.2459,4.6208,4.962,16.8333"
30,4175.569645606857,"5.4015,4.5166,4.9234,5.0058,17.1546"
31,4171.385136709957,"5.5606,4.836,5.0871,5.0373,17.607"
32,4197.915100160146,"5.7921,5.084,5.3838,5.1494,17.8443"
33,4188.213833672462,"5.8241,5.5114,5.6092,5.3325,18.1024"
34,4165.374862723434,"6.0834,5.7782,5.7177,5.5156,18.3887"
35,4123.305927796722,"6.3876,5.7839,5.8511,5.7628,18.7776"
36,4133.972262894154,"6.613,6.05,6.1001,5.9993,18.8767"
37,4181.446135941462,"6.9186,6.2968,6.2403,6.2212,19.0245"
38,4089.404644250861,"6.9405,6.5433,6.5047,6.5291,19.2485"
39,4125.442266354269,"7.1489,6.8004,6.7142,6.551,19.5672"
40,4112.908469082926,"7.1704,7.021,6.99,6.7342,19.8784"
41,4174.534827320305,"7.2565,7.0307,7.1536,7.1254,20.2253"
42,4175.949696205084,"7.533,7.3163,7.2551,7.371,20.3435"
43,4205.1781113082425,"8.0392,7.5433,7.2668,7.6573,20.3233"
44,4191.168579447963,"8.3112,7.7729,7.2912,7.7212,20.7274"
45,4161.562233015699,"8.4564,7.9104,7.5709,7.9142,20.9738"
46,4175.521679982887,"8.6555,8.0996,7.5114,8.1443,21.3758"
47,4151.180996628309,"8.8994,8.1802,7.7217,8.473,21.49"
48,4117.785512460945,"8.7825,8.5323,8.0473,8.6395,21.7063"
49,4150.927689712332,"9.044,8.7153,8.3252,8.6029,21.9435"
50,4138.206305034846,"9.3379,8.8704,8.4522,8.8121,22.0992"
51,4125.579874517468,"9.5731,9.0225,8.6812,8.9597,22.2603"
52,4187.387282727996,"9.7457,9.1642,8.8411,9.1942,22.461"
53,4178.787184557542,"9.6408,9.396,9.1982,9.3291,22.7607"
54,4141.630260196229,"9.8674,9.6288,9.2611,9.5525,22.9282"
55,4155.532423323498,"10.0507,9.8345,9.3608,9.7118,23.1667"
56,4172.5711543093275,"10.0439,10.1084,9.5966,9.9891,23.2723"
57,4185.357580692524,"10.2224,10.3707,9.6985,10.2594,23.3469"
58,4143.77585309807,"10.278,10.4561,9.8575,10.5747,23.602"
59,4135.773409246555,"10.4539,10.6555,10.0549,10.7659,23.6964"
60,4143.024442104087,"10.683,10.6529,10.4364,10.9621,23.7314"
61,4146.8508354813475,"10.8418,10.5721,10.7066,11.179,23.9949"
62,4156.510677992373,"10.93,10.8333,10.8707,11.2851,24.2011"
63,4168.210439221774,"11.1755,10.9898,10.9895,11.3789,24.4094"
64,4189.651773840411,"11.2899,11.2284,11.0811,11.4993,24.6578"
65,4138.545262766898,"11.4787,11.3003,11.2613,11.7218,24.8162"
66,4183.679015876817,"11.6211,11.4439,11.3372,11.9806,24.991"
67,4101.07888359508,"11.7928,11.754,11.6233,11.9799,25.0217"
68,4095.516808023527,"11.9767,11.9351,11.8848,12.2125,24.9268"
69,4129.423250478658,"12.1746,12.0802,12.0624,12.3116,25.0621"
70,4173.817277030266,"12.1334,12.3308,12.0809,12.6149,25.2766"
71,4134.874161330323,"12.27,12.5023,12.1952,12.9179,25.3193"
72,4167.2424089999095,"12.5724,12.5827,12.316,12.8374,25.6262"
73,4106.927161290902,"12.6781,12.8786,12.4864,12.9206,25.7192"
74,4184.807044536411,"12.7736,12.9629,12.6694,13.1315,25.861"
75,4160.658472853605,"12.851,13.0974,12.866,13.2154,26.1044"
76,4092.988479284362,"12.9766,13.1015,13.1695,13.3012,26.2994"
77,4158.350244066877,"13.0197,13.2669,13.3184,13.4371,26.4938"
78,4147.863837375677,"13.2964,13.3598,13.2385,13.7533,26.5932"
79,4166.733711844998,"13.467,13.494,13.4228,14.0224,26.5357"
80,4179.172059217741,"13.6237,13.5409,13.7892,14.0822,26.6066"
81,4143.097256531916,"13.7097,13.6074,13.9973,14.2265,26.7974"
82,4179.416342970648,"13.883,13.8116,14.1317,14.0864,27.0801"
83,4172.566247426966,"13.9102,13.9255,14.3475,14.2194,27.2716"
84,4118.142958401931,"13.896,13.9689,14.565,14.4643,27.4511"
85,4115.947039054017,"14.0046,14.1368,14.7245,14.5686,27.5589"
86,4181.646101673045,"14.1358,14.338,14.762,14.7727,27.6235"
87,4238.276857623821,"14.3357,14.4507,14.8586,14.8329,27.8102"
88,4176.218743220776,"14.5066,14.6907,14.9967,14.9104,27.8628"
89,4128.941194319762,"14.6398,14.9913,14.9698,14.9021,28.0944"
90,4203.2741750386085,"14.8075,15.0907,15.1681,15.1092,28.0455"
91,4133.994779059546,"14.9125,15.2836,15.2464,15.4,28.025"
92,4144.533241685896,"15.1841,15.4177,15.07,15.6438,28.1493"
93,4157.799147812464,"15.2984,15.4593,15.2805,15.7271,28.3098"
94,4145.778661197285,"15.3089,15.4561,15.4513,15.9016,28.5573"
95,4121.596771559238,"15.5055,15.6638,15.5939,16.0009,28.5081"
96,4173.990771936957,"15.6247,15.6311,15.743,16.14,28.7055"
97,4142.457564343481,"15.7344,15.7037,15.7496,16.552,28.6936"
98,4139.828544324939,"15.7667,15.8666,15.8076,16.7638,28.805"
99,4165.86266090639,"15.7126,16.1175,16.0323,16.8391,28.8799"
100,4173.938437617653,"15.9452,16.2038,16.0115,16.9569,29.0343"
101,4170.187115743237,"16.1021,16.3541,16.2273,16.9502,29.087"
102,4183.492336633729,"16.2825,16.5089,16.3666,17.0357,29.0956"
103,4114.84149266776,"16.5704,16.6015,16.3957,17.0446,29.2355"
104,4172.694504172316,"16.5701,16.8685,16.4605,17.0257,29.4444"
105,4145.2910226247,"16.7403,16.9842,16.4804,16.993,29.7074"
106,4118.914329560703,"17.1095,17.1693,16.5746,16.9232,29.6536"
107,4194.74092225898,"17.1761,17.081,16.6648,17.0462,29.9634"
108,4159.923514848088,"17.0499,17.2884,16.839,17.1191,30.1622"
109,4161.281912059691,"17.1092,17.281,17.0178,17.2293,30.3411"
