iteration,mean_cost,theta
1,25160.665268374854,"0.0,0.0,0.0"
2,25314.669913503123,"0.5749,-0.286,-0.4592"
3,25231.505870100744,"1.1414,-0.6157,-0.8373"
4,25122.472744487906,"1.7048,-0.9823,-1.1609"
5,25095.617516255486,"2.2665,-1.352,-1.4783"
6,25161.10395934833,"2.8173,-1.6616,-1.8617"
7,24937.433734905924,"3.3702,-2.027,-2.174"
8,24760.720921206543,"3.9228,-2.3755,-2.5135"
9,24953.595456856772,"4.4697,-2.6985,-2.8786"
10,24668.857033554144,"5.0147,-3.0062,-3.2668"
11,24990.505982712413,"5.5528,-3.3393,-3.5976"
12,24718.919395306086,"6.0978,-3.6479,-3.9967"
13,24665.09479678287,"6.6293,-3.9865,-4.3221"
14,24527.772391677987,"7.154,-4.3531,-4.5917"
15,24493.19461209818,"7.6819,-4.6699,-4.9366"
16,24499.08055000857,"8.2056,-5.013,-5.2334"
17,24415.68074028136,"8.7328,-5.3076,-5.6136"
18,24326.3566248981,"9.2431,-5.5804,-5.9941"
19,24229.39855530176,"9.7608,-5.9068,-6.3089"
20,24410.03283145125,"10.2749,-6.2592,-6.5864"
21,24109.289306923733,"10.7943,-6.6181,-6.8659"
22,24257.636921541765,"11.3049,-6.9241,-7.2086"
23,24236.067656146497,"11.8094,-7.1889,-7.5969"
24,23961.55638032105,"12.3216,-7.4706,-7.9811"
25,24022.590269850163,"12.8195,-7.8563,-8.1782"
26,23998.794075266756,"13.3272,-8.1392,-8.559"
27,23949.839189531802,"13.8197,-8.4254,-8.9027"
28,23874.94036391091,"14.3247,-8.7944,-9.1567"
29,23900.858509606427,"14.8327,-9.1759,-9.3935"
30,23897.22995053074,"15.3285,-9.5226,-9.6614"
31,23762.282745007506,"15.8259,-9.8064,-10.0312"
32,23756.906614263273,"16.3195,-10.1302,-10.3257"
33,23559.51851933349,"16.8152,-10.4911,-10.5712"
34,23568.17188502923,"17.3042,-10.8379,-10.8253"
35,23695.640815898463,"17.7935,-11.209,-11.0434"
36,23586.93683320124,"18.2802,-11.4942,-11.3859"
37,23567.819513786548,"18.7782,-11.7907,-11.7345"
38,23510.60593741767,"19.2757,-12.18,-11.948"
39,23484.09326261304,"19.7732,-12.54,-12.215"
40,23341.143848563876,"20.2675,-12.9439,-12.401"
41,23195.69301595881,"20.7599,-13.3009,-12.6513"
42,23201.27087507667,"21.2489,-13.5877,-12.9956"
43,23263.678397239488,"21.7398,-13.824,-13.4203"
44,22922.313031826914,"22.2368,-14.1737,-13.6937"
45,23121.726323046245,"22.7332,-14.5394,-13.9327"
46,23035.491685893303,"23.2309,-14.8416,-14.2666"
47,23055.465153308673,"23.7413,-15.233,-14.5194"
48,22997.207076841147,"24.2442,-15.5188,-14.8888"
49,22832.770754809706,"24.77,-15.8321,-15.2841"
50,22667.378241940783,"25.2894,-16.1407,-15.6637"
51,22733.427497589993,"25.7976,-16.4575,-15.992"
52,22666.71422161668,"26.288,-16.8141,-16.2245"
53,22587.82279946075,"26.792,-17.2207,-16.4026"
54,22538.833999452727,"27.2846,-17.5985,-16.6051"
55,22640.63671991946,"27.8155,-17.8699,-17.0563"
56,22532.50375933412,"28.3368,-18.2351,-17.319"
57,22456.630741914225,"28.8741,-18.582,-17.6576"
58,22429.46148051985,"29.4154,-18.9447,-17.9862"
59,22252.500782263287,"29.9706,-19.2001,-18.5065"
60,22498.204314189727,"30.481,-19.6899,-18.5386"
61,22327.444421691966,"30.9739,-19.8972,-18.9289"
62,22391.51089166052,"31.3814,-20.0863,-19.099"
63,22440.329746392035,"31.8091,-20.4111,-19.1388"
64,22338.6691950395,"32.2642,-20.6801,-19.337"
65,22341.15368851628,"32.6218,-20.9594,-19.2518"
66,22384.78294731125,"32.9587,-21.0128,-19.4524"
67,22265.323622447188,"33.2132,-20.8175,-19.8138"
68,22456.379162621317,"33.4134,-20.7135,-19.8983"
69,22290.89475621955,"33.6192,-20.7336,-19.809"
70,22441.29510936346,"33.659,-20.3737,-19.8762"
71,22451.630349204075,"33.9291,-20.537,-19.7693"
72,22548.955124450542,"34.1099,-20.5485,-19.6545"
73,22535.539616983522,"34.1889,-20.4495,-19.4392"
74,22319.12148103725,"34.3283,-20.5989,-19.0172"
75,22294.85933443258,"34.4774,-20.3451,-19.2395"
76,22253.553118166936,"34.5072,-20.0924,-19.1519"
77,22525.60670464715,"34.6423,-20.0038,-19.0937"
78,22325.56451072975,"34.765,-19.9665,-18.9225"
79,22407.817433573706,"34.9391,-19.9012,-18.9443"
80,22465.26868736704,"34.9853,-19.6935,-18.8483"
81,22502.82402312247,"35.216,-19.7701,-18.8071"
82,22396.424076634386,"35.403,-19.6583,-18.9408"
83,22389.317574859968,"35.4495,-19.4087,-18.9198"
84,22410.52480834262,"35.6204,-19.4756,-18.7552"
85,22398.52115941602,"35.6666,-19.3548,-18.554"
86,22312.711558147705,"35.6612,-19.1792,-18.305"
87,22296.207462829487,"35.9095,-19.3463,-18.2108"
88,22492.786743368055,"35.874,-19.0353,-18.1041"
89,22309.98336353205,"35.9375,-18.8574,-18.0467"
90,22327.872681879508,"35.9093,-18.65,-17.8121"
91,22339.92039796908,"35.9861,-18.4341,-17.8684"
92,22441.440499320437,"36.12,-18.4833,-17.6794"
93,22520.86440263623,"36.1008,-18.2005,-17.5889"
94,22301.174453331434,"36.2804,-18.1247,-17.7174"
95,22292.891512789916,"36.4072,-18.1918,-17.4919"
96,22416.921003258474,"36.4256,-18.0147,-17.3623"
97,22386.348567761514,"36.4997,-17.8662,-17.33"
98,22455.892654632054,"36.6786,-17.811,-17.4434"
99,22358.584334432697,"36.9107,-17.9329,-17.4265"
100,22346.46253315434,"36.9949,-17.869,-17.3096"
101,22424.08244479028,"37.0378,-17.7304,-17.2025"
102,22441.76775404267,"37.1477,-17.8252,-16.9196"
103,22465.355038034042,"37.2184,-17.7039,-16.8649"
104,22460.678973909977,"37.3783,-17.6867,-16.8864"
105,22420.466806566255,"37.3513,-17.4403,-16.7727"
106,22499.18844758095,"37.6214,-17.6708,-16.7256"
107,22529.760641325804,"37.6505,-17.5469,-16.5817"
108,22534.77587489533,"37.7385,-17.3825,-16.651"
109,22420.735229629645,"37.8395,-17.3769,-16.5206"
110,22384.867506442224,"37.7897,-17.1828,-16.2893"
111,22457.60003316939,"37.7289,-16.992,-16.0351"
112,22390.58603713399,"37.9082,-16.9728,-16.144"
113,22498.396686914217,"38.0141,-16.8548,-16.2159"
114,22504.484851749858,"38.1209,-16.8269,-16.1496"
115,22375.607695543476,"38.0679,-16.7355,-15.778"
116,22352.22748449346,"37.9393,-16.6439,-15.2227"
117,22365.856716336482,"38.0602,-16.5931,-15.2464"
118,22450.737012409783,"38.0214,-16.2715,-15.2736"
119,22333.66961478141,"38.1112,-16.1935,-15.2685"
120,22364.51352178537,"38.1789,-15.9601,-15.4447"
121,22496.231655131854,"38.4076,-16.1525,-15.4042"
122,22301.184958120204,"38.4842,-16.0761,-15.3657"
123,22284.74878455679,"38.5369,-15.9645,-15.3322"
124,22406.466783256183,"38.5216,-15.7642,-15.2606"
125,22413.55465709406,"38.5791,-15.7643,-15.0688"
126,22384.56815111888,"38.7164,-15.8787,-14.9193"
127,22371.27631511351,"38.8023,-16.0299,-14.591"
128,22350.466810269216,"39.0302,-16.0351,-14.853"
129,22330.489768869276,"39.1103,-15.8721,-14.9835"
130,22399.047202645434,"39.114,-15.6994,-14.9358"
131,22308.80400755494,"39.0876,-15.5482,-14.78"
132,22219.253872893183,"39.0596,-15.4196,-14.5937"
133,22452.98022054502,"39.0826,-15.4168,-14.3516"
134,22331.984265868552,"39.3023,-15.4589,-14.5443"
135,22405.036428854215,"39.3577,-15.5546,-14.2478"
136,22438.529493449107,"39.4826,-15.697,-14.0559"
137,22245.567135877252,"39.5361,-15.6494,-13.9671"
138,22447.184484084624,"39.5572,-15.4672,-14.0065"
139,22462.583178197634,"39.7031,-15.5209,-14.0115"
140,22342.772582737074,"39.7551,-15.4387,-13.9773"
