iteration,mean_cost,theta
1,2194.713946538037,"0.0,0.0,0.0,0.0,0.0"
2,2212.9216021573798,"0.1563,0.233,0.3118,0.3692,0.7838"
3,2205.251745165904,"0.4274,0.5061,0.4989,0.7415,1.5496"
4,2189.0292249435643,"0.5862,0.8904,0.7383,1.0754,2.2944"
5,2200.898409154544,"0.8534,1.099,1.1354,1.2602,3.045"
6,2218.149940578011,"1.0435,1.335,1.5181,1.4736,3.8223"
7,2166.749224337409,"1.5077,1.6016,1.7247,1.6833,4.5067"
8,2173.287781236582,"1.8043,1.8069,2.0599,1.8527,5.2501"
9,2225.433031654805,"2.15,2.0029,2.274,2.2098,5.8938"
10,2195.9407731506726,"2.5841,2.2326,2.3585,2.3836,6.7105"
11,2155.1915015549584,"2.8768,2.3138,2.8452,2.7305,7.2577"
12,2176.775620917985,"3.1132,2.7171,3.0626,3.0562,7.7636"
13,2174.6147099340765,"3.4499,2.8825,3.319,3.3194,8.4142"
14,2197.7700225293506,"3.5823,3.0631,3.7982,3.5868,9.01"
15,2179.198118005209,"3.9446,3.355,4.0194,3.7144,9.6714"
16,2178.7846205192436,"4.2557,3.7535,3.9747,4.0958,10.2569"
17,2155.244442907534,"4.5323,3.8015,4.3636,4.4415,10.8258"
18,2169.074235670658,"4.8317,4.1443,4.5938,4.743,11.2624"
19,2203.967842650591,"5.0466,4.5085,4.7952,5.0323,11.7848"
20,2208.0400984215303,"5.4162,4.7478,4.8976,5.3688,12.3386"
21,2201.3160763677256,"5.6031,5.1686,5.2481,5.5384,12.8166"
22,2214.8295657195,"5.7653,5.479,5.5621,5.8514,13.2989"
23,2207.946876386039,"6.1934,5.7026,5.6807,6.2632,13.7018"
24,2192.954252789083,"6.3681,6.0024,5.9123,6.609,14.2035"
25,2219.5428930298626,"6.6788,6.2414,6.2331,6.7858,14.6787"
26,2200.2579847100433,"6.9287,6.4699,6.5587,7.0334,15.1656"
27,2217.8894826992837,"7.1069,6.8526,6.8595,7.2902,15.5645"
28,2199.718663703713,"7.5106,7.2598,7.0957,7.3601,15.954"
29,2194.4004272753878,"7.8578,7.5189,7.2063,7.7218,16.353"
30,2156.397388454254,"7.9329,7.8925,7.4649,8.0393,16.7792"
31,2216.265644089477,"8.2061,8.2757,7.7234,8.0781,17.2169"
32,2179.9812479910843,"8.4864,8.5266,8.0277,8.3373,17.5884"
33,2199.2308685697985,"8.7734,8.6617,8.4604,8.5516,17.9222"
34,2235.0065715322535,"9.0866,8.8224,8.685,8.8509,18.3346"
35,2219.573201351521,"9.3547,9.1013,8.9927,9.0152,18.7436"
36,2213.37121484659,"9.5349,9.5347,9.1714,9.358,19.0188"
37,2175.792410062408,"9.6649,9.7516,9.4185,9.7963,19.3568"
38,2191.4098937777667,"9.9337,9.9095,9.6913,10.1582,19.6288"
39,2199.2007999983502,"10.1396,10.1947,10.0504,10.3188,19.961"
40,2188.9292302461754,"10.1548,10.4829,10.3499,10.6366,20.3707"
41,2221.82296237346,"10.4961,10.7337,10.6552,10.8332,20.5961"
42,2167.532512637149,"10.7362,10.9362,10.7454,11.2249,20.9818"
43,2210.6647636034418,"11.1297,11.1682,10.8446,11.4152,21.3245"
44,2190.5088916621894,"11.344,11.2704,11.1073,11.8119,21.638"
45,2185.48320904475,"11.5628,11.4392,11.564,11.9803,21.8852"
46,2164.6427111995836,"11.8646,11.6428,11.795,12.2859,22.0966"
47,2229.7672859409436,"12.1291,11.9824,12.0698,12.4312,22.2888"
48,2181.7443177068,"12.4954,11.9557,12.3415,12.7551,22.6007"
49,2182.983299523871,"12.7887,12.2151,12.3727,13.1523,22.8205"
50,2177.5337103595753,"12.8649,12.4781,12.6545,13.5068,23.0407"
51,2209.33931752646,"13.188,12.6228,12.8807,13.7704,23.2616"
52,2184.6221070562474,"13.335,12.8116,13.1899,14.0569,23.5167"
53,2169.421161917968,"13.43,13.1828,13.4639,14.394,23.6141"
54,2199.608619742298,"13.702,13.4593,13.5728,14.657,23.8141"
55,2188.844961496169,"14.2162,13.5672,13.789,14.6807,24.0786"
56,2229.1345729631266,"14.5847,13.8279,13.9307,14.8542,24.2651"
57,2198.8297923026257,"14.7603,14.0889,14.2521,14.9346,24.5793"
58,2212.6491240901205,"15.0728,14.2454,14.4717,15.1241,24.813"
59,2200.246597265925,"15.1989,14.6431,14.6656,15.1296,25.1895"
60,2183.037019239325,"15.3458,14.9649,14.9147,15.3054,25.392"
61,2170.757808211811,"15.7149,15.1449,15.1487,15.3992,25.5842"
62,2194.9661776544763,"15.8672,15.3643,15.399,15.6015,25.8037"
63,2214.5969911938796,"16.0787,15.5906,15.7207,15.5826,26.1047"
64,2213.6713300221895,"16.16,16.0244,15.9743,15.7085,26.2813"
65,2186.1589286575727,"16.2951,16.2616,16.2142,16.0241,26.4109"
66,2200.2255734046007,"16.5537,16.4447,16.3339,16.234,26.65"
67,2171.0012810531016,"16.8708,16.7063,16.5702,16.3138,26.7805"
68,2221.6337240690336,"16.9916,16.7771,16.7918,16.5416,27.1125"
69,2162.948010001221,"17.2622,16.9493,16.8495,16.8116,27.3598"
70,2175.9827629930187,"17.3832,17.1347,16.9706,16.9949,27.7039"
71,2201.5024711701226,"17.6706,17.2301,17.2159,17.1782,27.8543"
72,2146.832171660555,"17.96,17.5163,17.3189,17.3451,27.9814"
73,2187.439003376978,"18.1435,17.7192,17.5713,17.4643,28.1331"
74,2213.4806283605617,"18.2778,17.967,17.7491,17.5972,28.3797"
75,2194.8944757716126,"18.2767,18.0664,18.0676,17.8183,28.6867"
76,2176.590056139239,"18.568,18.2623,18.3685,17.792,28.8503"
77,2208.8924203025645,"18.8092,18.3661,18.4922,17.956,29.1266"
78,2169.592479677875,"18.8641,18.6512,18.7126,18.1911,29.2583"
79,2175.3489851836084,"18.9797,18.8467,18.7542,18.3289,29.6305"
80,2182.647183133456,"19.0835,18.9278,18.9155,18.5393,29.9304"
81,2199.4195141144596,"19.2239,18.9935,19.2651,18.8043,29.9859"
82,2207.458139672504,"19.5015,19.2673,19.2697,18.875,30.2273"
83,2185.0196964789516,"19.7486,19.3715,19.3564,19.2453,30.2994"
84,2205.4836264479595,"20.0396,19.4616,19.4945,19.3872,30.4816"
85,2210.1547357700083,"20.248,19.6997,19.5433,19.6152,30.6136"
86,2230.1511205595552,"20.4286,19.8412,19.6514,19.7598,30.886"
87,2230.8839573008822,"20.6664,19.9856,19.7753,19.8138,31.1845"
88,2203.061362258876,"20.6702,20.1507,19.9588,20.1363,31.3671"
89,2177.3207988509607,"20.8683,20.2027,20.2742,20.2776,31.4817"
90,2170.578436866465,"21.1292,20.4261,20.3076,20.425,31.6096"
91,2156.118379176583,"21.3424,20.5973,20.2619,20.4953,31.9545"
92,2227.3690873823,"21.4512,20.7176,20.3542,20.8057,32.0811"
93,2174.6138644573366,"21.6343,20.8268,20.6522,20.9628,32.1549"
94,2184.0457881491266,"21.7903,20.9671,20.837,21.1071,32.2864"
95,2184.242388125389,"21.7886,21.1506,21.0557,21.2623,32.4765"
96,2214.214207484545,"22.0328,21.3044,21.2962,21.1479,32.6917"
97,2211.3733172126526,"22.3499,21.3718,21.3767,21.295,32.8436"
98,2174.9875081139226,"22.3935,21.4857,21.6241,21.4518,33.0393"
99,2173.826253805854,"22.6791,21.5308,21.8826,21.5743,33.0475"
100,2196.7921802377996,"22.7733,21.6384,22.0693,21.7099,33.2314"
101,2216.255645608592,"23.002,21.8293,22.0893,21.8951,33.3428"
102,2191.243645343921,"23.0906,22.0794,22.2431,22.1221,33.3692"
103,2204.4976345069535,"23.1513,22.2257,22.4592,22.4259,33.3535"
104,2229.3844286725966,"23.3305,22.344,22.5319,22.601,33.5262"
105,2226.0533909943524,"23.4781,22.6487,22.6624,22.6792,33.6021"
106,2180.306849442628,"23.5991,22.861,22.776,22.8587,33.7069"
107,2198.46656446963,"23.6439,22.9636,22.8951,23.0928,33.8666"
108,2186.7427591412675,"23.7704,23.1282,22.9002,23.128,34.1883"
109,2184.515515586436,"23.8177,23.2429,23.0143,23.4228,34.2821"
110,2217.1598974891162,"23.8139,23.3073,23.1976,23.723,34.3934"
111,2189.1237092839788,"23.8805,23.6007,23.4889,23.8457,34.3"
112,2174.5950873759093,"24.0044,23.8111,23.6046,23.9398,34.4068"
113,2172.726321134305,"24.1479,24.0144,23.6484,24.1027,34.4755"
114,2216.665436418326,"24.1704,24.1083,23.7637,24.2922,34.6606"
115,2184.2805741866086,"24.2786,24.1641,23.7963,24.5275,34.8667"
116,2188.96767780346,"24.433,24.3986,23.8326,24.6867,34.9007"
117,2170.496717333292,"24.6325,24.4814,23.9659,24.8186,34.9704"
118,2165.583576723216,"24.7908,24.4423,24.1402,24.9189,35.1542"
119,2179.737781372171,"24.8487,24.5209,24.3288,25.0508,35.2704"
120,2155.6632347830077,"25.0201,24.5682,24.429,25.208,35.3806"
121,2197.0744329130403,"24.9878,24.6356,24.6287,25.15,35.7278"
122,2187.5511047252394,"25.0491,24.822,24.6783,25.2644,35.9006"
123,2177.1763409812625,"25.1466,24.9962,24.8122,25.2904,36.0372"
124,2192.217941940974,"25.327,25.0805,24.9232,25.3878,36.1176"
125,2206.007485839211,"25.4527,25.1806,25.0766,25.4626,36.2361"
126,2189.191458428149,"25.5582,25.3698,25.135,25.5914,36.3294"
127,2192.0610125276207,"25.6133,25.4874,25.2272,25.699,36.4989"
128,2235.660602862851,"25.6792,25.6337,25.4453,25.7774,36.5404"
129,2155.7395586463144,"25.8193,25.6252,25.5427,26.0374,36.642"
130,2175.9743813020114,"25.9107,25.7094,25.6078,26.2087,36.7324"
131,2181.6012898595973,"25.9275,25.7925,25.7298,26.3139,36.9195"
132,2185.0853275323125,"25.9764,25.846,25.9237,26.3327,37.1206"
133,2175.4489906696112,"25.974,26.0919,26.2224,26.3266,37.0935"
134,2147.268088590952,"26.1634,26.2531,26.4351,26.361,37.0034"
