max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-9574.960698564686
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-11973.095359121588
4,1,3,CAPACITY,-7711.737751321401
4,1,4,DISTANCE,-12580.77497159687
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-12849.831906440126
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-9496.225239195792
4,1,7,"mult(CAPACITY, DISTANCE)",-12715.411521037857
4,1,8,CAPACITY,-7711.737751321401
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-7409.968952133313
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-12339.108932408491
4,1,11,"mult(add(mult(CAPACITY, DISTANCE), mult(CAPACITY, CAPACITY)), sub(CAPACITY, DISTANCE))",-6870.376987750635
4,1,12,"sub(DISTANCE, INITIAL_CAPACITY)",-11973.095359121588
4,1,13,"div(INITIAL_CAPACITY, DISTANCE)",-6071.317206114627
4,1,14,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-6272.655181607874
4,1,15,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-9558.79083992767
4,1,16,"div(INITIAL_CAPACITY, DISTANCE)",-6071.317206114627
4,1,17,"sub(DISTANCE, DISTANCE)",-6272.655181607874
4,1,18,"sub(INITIAL_CAPACITY, DISTANCE)",-5949.426083238353
4,1,19,"sub(INITIAL_CAPACITY, DISTANCE)",-5949.426083238353
4,1,20,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, DISTANCE)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-6387.148300684087
4,1,21,"div(DISTANCE, div(INITIAL_CAPACITY, DISTANCE))",-11521.794321282352
4,1,22,CAPACITY,-7711.737751321401
4,1,23,CAPACITY,-7711.737751321401
4,1,24,"div(div(mult(DISTANCE, DISTANCE), mult(CAPACITY, DISTANCE)), DISTANCE)",-9454.0880866084
4,1,25,"mult(add(DISTANCE, CAPACITY), sub(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-6443.461034249092
4,1,26,"sub(add(div(INITIAL_CAPACITY, DISTANCE), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(DISTANCE, DISTANCE), div(CAPACITY, CAPACITY)))",-5949.426083238353
4,1,27,DISTANCE,-12580.77497159687
4,1,28,"div(INITIAL_CAPACITY, add(DISTANCE, CAPACITY))",-6239.138428841054
4,1,29,"mult(CAPACITY, INITIAL_CAPACITY)",-9054.002147819538
4,1,30,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-9574.960698564686
4,1,31,"mult(DISTANCE, div(DISTANCE, INITIAL_CAPACITY))",-11521.794321282352
4,1,32,"sub(CAPACITY, mult(div(INITIAL_CAPACITY, CAPACITY), CAPACITY))",-8043.644173844419
4,1,33,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-6272.655181607874
4,1,34,"sub(CAPACITY, CAPACITY)",-6272.655181607874
4,1,35,"mult(sub(DISTANCE, add(sub(DISTANCE, INITIAL_CAPACITY), div(INITIAL_CAPACITY, CAPACITY))), add(div(add(CAPACITY, INITIAL_CAPACITY), add(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE))))",-9894.784625729608
4,1,36,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-7409.968952133313
4,1,37,CAPACITY,-7711.737751321401
4,1,38,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(mult(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY))))",-7541.931094971723
