max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-13003.66243980722
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-26197.679039486462
4,1,3,CAPACITY,-16096.953337014022
4,1,4,DISTANCE,-26197.679039486462
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-26197.679039486462
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-19437.289452744608
4,1,7,"mult(CAPACITY, DISTANCE)",-26414.442489860558
4,1,8,CAPACITY,-16096.953337014022
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-15683.149501444967
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-25554.904354547012
4,1,11,INITIAL_CAPACITY,-13003.66243980722
4,1,12,"sub(add(div(INITIAL_CAPACITY, DISTANCE), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(DISTANCE, DISTANCE), div(CAPACITY, CAPACITY)))",-13003.66243980722
4,1,13,INITIAL_CAPACITY,-13003.66243980722
4,1,14,"div(CAPACITY, div(INITIAL_CAPACITY, DISTANCE))",-26414.442489860558
4,1,15,"mult(CAPACITY, div(div(DISTANCE, INITIAL_CAPACITY), div(CAPACITY, CAPACITY)))",-26414.442489860558
4,1,16,INITIAL_CAPACITY,-13003.66243980722
4,1,17,"add(add(mult(div(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), mult(add(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY))), div(sub(div(DISTANCE, INITIAL_CAPACITY), mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), div(div(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, DISTANCE))))",-13003.66243980722
4,1,18,INITIAL_CAPACITY,-13003.66243980722
4,1,19,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-19513.420059272466
4,1,20,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,1,21,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,1,22,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-15683.149501444967
4,1,23,INITIAL_CAPACITY,-13003.66243980722
4,1,24,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-13602.218056264299
4,1,25,"add(mult(CAPACITY, DISTANCE), mult(CAPACITY, CAPACITY))",-26392.2668233898
4,1,26,"sub(CAPACITY, DISTANCE)",-12870.183522370222
4,1,27,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(CAPACITY, INITIAL_CAPACITY)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-13110.888230394683
4,1,28,INITIAL_CAPACITY,-13003.66243980722
4,1,29,"div(DISTANCE, DISTANCE)",-13003.66243980722
4,1,30,INITIAL_CAPACITY,-13003.66243980722
4,1,31,"div(DISTANCE, DISTANCE)",-13003.66243980722
4,1,32,"mult(DISTANCE, div(DISTANCE, INITIAL_CAPACITY))",-26197.679039486462
4,1,33,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-13003.66243980722
4,1,34,"sub(div(CAPACITY, DISTANCE), mult(DISTANCE, CAPACITY))",-14655.698118519726
4,1,35,"div(INITIAL_CAPACITY, DISTANCE)",-13003.66243980722
4,1,36,CAPACITY,-16096.953337014022
4,1,37,INITIAL_CAPACITY,-13003.66243980722
4,1,38,"mult(sub(mult(div(CAPACITY, INITIAL_CAPACITY), mult(DISTANCE, CAPACITY)), add(sub(DISTANCE, INITIAL_CAPACITY), div(INITIAL_CAPACITY, CAPACITY))), add(div(add(CAPACITY, INITIAL_CAPACITY), add(CAPACITY, CAPACITY)), mult(INITIAL_CAPACITY, add(INITIAL_CAPACITY, DISTANCE))))",-25383.073083823583
4,1,39,INITIAL_CAPACITY,-13003.66243980722
4,1,40,INITIAL_CAPACITY,-13003.66243980722
4,1,41,"div(DISTANCE, CAPACITY)",-24545.643360773956
4,1,42,"div(add(CAPACITY, CAPACITY), DISTANCE)",-12786.898989433124
4,1,43,"sub(INITIAL_CAPACITY, DISTANCE)",-13003.66243980722
4,1,44,"mult(add(DISTANCE, CAPACITY), INITIAL_CAPACITY)",-26331.157956923456
4,1,45,"sub(div(CAPACITY, CAPACITY), div(INITIAL_CAPACITY, CAPACITY))",-16096.953337014022
4,1,46,"div(sub(INITIAL_CAPACITY, INITIAL_CAPACITY), add(CAPACITY, INITIAL_CAPACITY))",-13003.66243980722
4,1,47,"add(div(CAPACITY, mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-19282.73064747801
4,1,48,"div(mult(add(add(CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), div(mult(INITIAL_CAPACITY, CAPACITY), div(INITIAL_CAPACITY, INITIAL_CAPACITY))), add(div(sub(CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))))",-24992.953326786304
4,1,49,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-13602.218056264299
4,1,50,INITIAL_CAPACITY,-13003.66243980722
4,1,51,"div(div(CAPACITY, INITIAL_CAPACITY), add(CAPACITY, INITIAL_CAPACITY))",-16096.953337014022
4,1,52,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,1,53,"div(INITIAL_CAPACITY, DISTANCE)",-13003.66243980722
4,1,54,INITIAL_CAPACITY,-13003.66243980722
4,1,55,INITIAL_CAPACITY,-13003.66243980722
4,1,56,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,1,57,DISTANCE,-26197.679039486462
4,1,58,INITIAL_CAPACITY,-13003.66243980722
4,1,59,"add(sub(mult(INITIAL_CAPACITY, DISTANCE), mult(CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY)",-25594.57445047216
4,1,60,"sub(DISTANCE, CAPACITY)",-25594.57445047216
4,1,61,"sub(DISTANCE, INITIAL_CAPACITY)",-26197.679039486462
4,1,62,INITIAL_CAPACITY,-13003.66243980722
4,1,63,CAPACITY,-16096.953337014022
4,1,64,CAPACITY,-16096.953337014022
4,1,65,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,1,66,"sub(div(add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY)), CAPACITY), div(CAPACITY, CAPACITY))",-24545.643360773956
4,1,67,INITIAL_CAPACITY,-13003.66243980722
4,1,68,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-13003.66243980722
4,1,69,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,1,70,"div(INITIAL_CAPACITY, DISTANCE)",-13003.66243980722
4,1,71,INITIAL_CAPACITY,-13003.66243980722
4,1,72,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,1,73,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-19513.420059272466
4,1,74,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-13003.66243980722
4,1,75,INITIAL_CAPACITY,-13003.66243980722
4,1,76,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), CAPACITY), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(mult(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY))))",-13840.673462619205
4,1,77,CAPACITY,-16096.953337014022
4,1,78,"mult(CAPACITY, sub(mult(mult(CAPACITY, CAPACITY), div(CAPACITY, INITIAL_CAPACITY)), add(mult(DISTANCE, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-14634.760654869582
4,1,79,CAPACITY,-16096.953337014022
4,1,80,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-13020.224981794503
4,1,81,DISTANCE,-26197.679039486462
4,1,82,INITIAL_CAPACITY,-13003.66243980722
4,1,83,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,1,84,"div(DISTANCE, DISTANCE)",-13003.66243980722
4,1,85,INITIAL_CAPACITY,-13003.66243980722
4,1,86,"div(sub(CAPACITY, DISTANCE), DISTANCE)",-12786.898989433124
4,1,87,INITIAL_CAPACITY,-13003.66243980722
4,1,88,"sub(sub(DISTANCE, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY))",-16096.953337014022
4,1,89,INITIAL_CAPACITY,-13003.66243980722
4,1,90,"add(add(mult(add(DISTANCE, CAPACITY), div(INITIAL_CAPACITY, DISTANCE)), div(add(DISTANCE, CAPACITY), mult(DISTANCE, CAPACITY))), add(div(mult(DISTANCE, CAPACITY), add(CAPACITY, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), mult(DISTANCE, DISTANCE))))",-26197.281436083613
4,1,91,INITIAL_CAPACITY,-13003.66243980722
4,1,92,"sub(INITIAL_CAPACITY, DISTANCE)",-13003.66243980722
4,1,93,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,1,94,INITIAL_CAPACITY,-13003.66243980722
4,1,95,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,1,96,INITIAL_CAPACITY,-13003.66243980722
4,1,97,"sub(div(CAPACITY, DISTANCE), INITIAL_CAPACITY)",-12786.898989433124
4,1,98,INITIAL_CAPACITY,-13003.66243980722
4,1,99,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-13003.66243980722
4,1,100,"mult(div(INITIAL_CAPACITY, CAPACITY), mult(INITIAL_CAPACITY, CAPACITY))",-19611.754744432263
4,2,1,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,2,2,"div(add(CAPACITY, CAPACITY), DISTANCE)",-12786.898989433124
4,2,3,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,2,4,"div(sub(CAPACITY, DISTANCE), DISTANCE)",-12786.898989433124
4,2,5,"sub(div(CAPACITY, DISTANCE), INITIAL_CAPACITY)",-12786.898989433124
4,2,6,"sub(CAPACITY, DISTANCE)",-12870.183522370222
4,2,7,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,8,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,9,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,10,INITIAL_CAPACITY,-13003.66243980722
4,2,11,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), CAPACITY)), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-19282.73064747801
4,2,12,"div(DISTANCE, DISTANCE)",-13003.66243980722
4,2,13,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,2,14,"sub(DISTANCE, mult(INITIAL_CAPACITY, mult(CAPACITY, CAPACITY)))",-19764.05202654907
4,2,15,"sub(add(div(INITIAL_CAPACITY, DISTANCE), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(DISTANCE, DISTANCE), div(CAPACITY, CAPACITY)))",-13003.66243980722
4,2,16,"sub(div(div(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-13003.66243980722
4,2,17,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,18,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,19,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-13003.66243980722
4,2,20,"div(add(DISTANCE, CAPACITY), DISTANCE)",-12786.898989433124
4,2,21,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,22,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,23,INITIAL_CAPACITY,-13003.66243980722
4,2,24,"mult(DISTANCE, sub(CAPACITY, DISTANCE))",-12901.819110679551
4,2,25,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,2,26,"sub(div(CAPACITY, DISTANCE), mult(DISTANCE, CAPACITY))",-14655.698118519726
4,2,27,INITIAL_CAPACITY,-13003.66243980722
4,2,28,INITIAL_CAPACITY,-13003.66243980722
4,2,29,INITIAL_CAPACITY,-13003.66243980722
4,2,30,INITIAL_CAPACITY,-13003.66243980722
4,2,31,INITIAL_CAPACITY,-13003.66243980722
4,2,32,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,33,"sub(DISTANCE, DISTANCE)",-13003.66243980722
4,2,34,"div(CAPACITY, DISTANCE)",-12786.898989433124
4,2,35,INITIAL_CAPACITY,-13003.66243980722
4,2,36,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-12938.800439704299
4,2,37,CAPACITY,-16096.953337014022
