max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-9707.944438870629
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-13339.568681175846
4,1,3,CAPACITY,-6656.473427038196
4,1,4,DISTANCE,-13382.082298854319
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-13472.45861181304
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-9360.9201228366
4,1,7,"mult(CAPACITY, DISTANCE)",-13367.431153190142
4,1,8,CAPACITY,-6656.473427038196
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-6301.486734560828
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-12942.490978641928
4,1,11,"mult(add(mult(CAPACITY, DISTANCE), mult(CAPACITY, CAPACITY)), sub(CAPACITY, DISTANCE))",-5427.414882020071
4,1,12,"sub(DISTANCE, INITIAL_CAPACITY)",-13339.568681175846
4,1,13,"div(INITIAL_CAPACITY, DISTANCE)",-4685.025190886208
4,1,14,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-4595.934769605827
4,1,15,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-9462.36561342629
4,1,16,"div(INITIAL_CAPACITY, DISTANCE)",-4685.025190886208
4,1,17,"sub(DISTANCE, DISTANCE)",-4595.934769605827
4,1,18,"sub(INITIAL_CAPACITY, DISTANCE)",-4426.185524889121
4,1,19,"sub(INITIAL_CAPACITY, DISTANCE)",-4426.185524889121
4,1,20,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, DISTANCE)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-4655.745553221959
4,1,21,"div(DISTANCE, div(INITIAL_CAPACITY, DISTANCE))",-12506.874204622476
4,1,22,CAPACITY,-6656.473427038196
4,1,23,CAPACITY,-6656.473427038196
4,1,24,"div(div(mult(DISTANCE, DISTANCE), mult(CAPACITY, DISTANCE)), DISTANCE)",-9568.119498792765
