max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-4256.439441559722,-6496.8603272702285
4,2,"div(CAPACITY, DISTANCE)",-4256.439441559722,-5370.118977110428
4,3,"div(div(CAPACITY, DISTANCE), add(DISTANCE, CAPACITY))",-4227.0881901854145,-5413.164094092666
4,4,"div(div(CAPACITY, DISTANCE), DISTANCE)",-4218.212227328097,-4899.557441660896
4,5,"div(div(CAPACITY, DISTANCE), DISTANCE)",-4218.212227328097,-4757.361829710825
4,6,"div(div(CAPACITY, DISTANCE), DISTANCE)",-4218.212227328097,-5110.961544711423
4,7,"div(div(CAPACITY, DISTANCE), DISTANCE)",-4218.212227328097,-4923.9083369906575
4,8,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), DISTANCE)",-4203.167780320883,-4725.381810030909
4,9,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), DISTANCE)",-4203.167780320883,-4478.780978902683
4,10,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), DISTANCE)",-4203.167780320883,-4656.729582194316
4,11,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), DISTANCE)",-4203.167780320883,-4757.925868209935
4,12,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), DISTANCE)",-4203.167780320883,-4830.584753946743
4,13,"div(add(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-4197.368301370804,-4726.484246908941
4,14,"div(add(div(add(INITIAL_CAPACITY, DISTANCE), DISTANCE), sub(CAPACITY, DISTANCE)), DISTANCE)",-4195.667202778264,-4773.818603261567
4,15,"div(add(div(add(INITIAL_CAPACITY, DISTANCE), DISTANCE), sub(CAPACITY, DISTANCE)), DISTANCE)",-4195.667202778264,-4787.453618263328
4,16,"div(add(div(add(INITIAL_CAPACITY, DISTANCE), DISTANCE), sub(CAPACITY, DISTANCE)), DISTANCE)",-4195.667202778264,-4406.503928066128
4,17,"div(add(mult(CAPACITY, INITIAL_CAPACITY), div(INITIAL_CAPACITY, CAPACITY)), DISTANCE)",-4194.224262017385,-4901.017720092399
4,18,"div(add(mult(CAPACITY, INITIAL_CAPACITY), div(INITIAL_CAPACITY, CAPACITY)), DISTANCE)",-4194.224262017385,-4908.349876198461
4,19,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4187.335999948965,-4609.367192443165
4,20,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4187.335999948965,-4962.434577095218
4,21,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4187.335999948965,-4641.594727708019
4,22,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4187.335999948965,-4838.562259113715
4,23,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4187.335999948965,-4944.566587317496
4,24,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4603.542717310713
4,25,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4726.013629942193
4,26,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4429.636569601504
4,27,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4402.8741877704915
4,28,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4697.246562861869
4,29,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4679.610413012143
4,30,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4460.021219948297
4,31,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4432.535198684694
4,32,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4262.987258268837
4,33,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4425.362418680017
4,34,"div(add(add(mult(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, mult(CAPACITY, INITIAL_CAPACITY))), DISTANCE)",-4185.463527790625,-4467.727624196629
