max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-31121.60655365712
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-52751.34563674291
4,1,3,CAPACITY,-28037.661776099663
4,1,4,DISTANCE,-52748.30999780181
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-52735.750302659835
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-37405.406855910005
4,1,7,"mult(CAPACITY, DISTANCE)",-53141.67992129398
4,1,8,CAPACITY,-28037.661776099663
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-27320.154834894834
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-44367.77477137016
4,1,11,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-20635.618022971175
4,1,12,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-21441.175578990456
4,1,13,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(mult(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-21037.93353453892
4,1,14,"sub(add(sub(div(DISTANCE, DISTANCE), add(DISTANCE, INITIAL_CAPACITY)), mult(mult(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE))), div(mult(mult(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)), div(mult(INITIAL_CAPACITY, CAPACITY), sub(DISTANCE, DISTANCE))))",-52873.82533330908
4,1,15,CAPACITY,-28037.661776099663
4,1,16,"div(DISTANCE, INITIAL_CAPACITY)",-52747.40898379164
4,1,17,"sub(sub(mult(CAPACITY, mult(CAPACITY, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))), INITIAL_CAPACITY)",-30542.516813091323
4,1,18,"div(CAPACITY, DISTANCE)",-20101.810416139786
4,1,19,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-21441.175578990456
4,1,20,"div(CAPACITY, DISTANCE)",-20101.810416139786
4,1,21,"div(DISTANCE, DISTANCE)",-21441.175578990456
4,1,22,"div(INITIAL_CAPACITY, DISTANCE)",-21423.052163802615
4,1,23,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, DISTANCE))",-21423.052163802615
4,1,24,"div(CAPACITY, DISTANCE)",-20101.810416139786
4,1,25,CAPACITY,-28037.661776099663
4,1,26,INITIAL_CAPACITY,-31121.60655365712
4,1,27,INITIAL_CAPACITY,-31121.60655365712
4,1,28,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-20635.618022971175
4,1,29,CAPACITY,-28037.661776099663
4,1,30,CAPACITY,-28037.661776099663
4,1,31,"mult(div(INITIAL_CAPACITY, CAPACITY), mult(INITIAL_CAPACITY, INITIAL_CAPACITY))",-37814.87891884212
4,1,32,"add(add(mult(div(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), mult(add(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY))), div(sub(div(DISTANCE, INITIAL_CAPACITY), mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), div(CAPACITY, mult(CAPACITY, DISTANCE))))",-21430.715430630888
4,1,33,CAPACITY,-28037.661776099663
4,1,34,"sub(INITIAL_CAPACITY, DISTANCE)",-21408.025037329244
4,1,35,"sub(div(div(CAPACITY, DISTANCE), add(CAPACITY, DISTANCE)), div(sub(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)))",-27187.740379142495
4,1,36,"sub(CAPACITY, mult(div(CAPACITY, div(DISTANCE, CAPACITY)), mult(DISTANCE, CAPACITY)))",-37525.819554482696
4,1,37,INITIAL_CAPACITY,-31121.60655365712
4,1,38,CAPACITY,-28037.661776099663
4,1,39,INITIAL_CAPACITY,-31121.60655365712
4,1,40,"sub(INITIAL_CAPACITY, DISTANCE)",-21408.025037329244
4,1,41,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-21441.175578990456
4,1,42,INITIAL_CAPACITY,-31121.60655365712
4,1,43,"sub(sub(sub(DISTANCE, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)), mult(DISTANCE, CAPACITY))",-26128.589539471708
4,1,44,DISTANCE,-52748.30999780181
4,1,45,CAPACITY,-28037.661776099663
4,1,46,"div(CAPACITY, DISTANCE)",-20101.810416139786
4,1,47,INITIAL_CAPACITY,-31121.60655365712
4,1,48,INITIAL_CAPACITY,-31121.60655365712
4,1,49,INITIAL_CAPACITY,-31121.60655365712
4,1,50,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-24237.948448489904
4,1,51,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-21196.839552543603
