max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-19157.05719037691
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-22521.6403143127
4,1,3,CAPACITY,-15464.030794800696
4,1,4,DISTANCE,-24893.05723852009
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-24628.969043486355
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-18993.830242001204
4,1,7,"mult(CAPACITY, DISTANCE)",-25592.891052713843
4,1,8,CAPACITY,-15464.030794800696
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-14706.595530042143
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-24845.197285931208
4,1,11,"mult(add(mult(CAPACITY, DISTANCE), mult(CAPACITY, CAPACITY)), sub(CAPACITY, DISTANCE))",-12463.56982780221
4,1,12,"sub(DISTANCE, INITIAL_CAPACITY)",-22521.6403143127
4,1,13,"div(INITIAL_CAPACITY, DISTANCE)",-12031.36256011975
4,1,14,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-12475.401161458964
4,1,15,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-18943.392658387398
4,1,16,"div(INITIAL_CAPACITY, DISTANCE)",-12031.36256011975
4,1,17,"sub(DISTANCE, DISTANCE)",-12475.401161458964
4,1,18,"sub(INITIAL_CAPACITY, DISTANCE)",-11691.75081019344
4,1,19,"sub(INITIAL_CAPACITY, DISTANCE)",-11691.75081019344
4,1,20,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, DISTANCE)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-12915.621213301385
4,1,21,"div(DISTANCE, div(INITIAL_CAPACITY, DISTANCE))",-23055.344367861726
4,1,22,CAPACITY,-15464.030794800696
4,1,23,CAPACITY,-15464.030794800696
4,1,24,"div(div(mult(DISTANCE, DISTANCE), mult(CAPACITY, DISTANCE)), DISTANCE)",-18711.477235625094
4,1,25,"mult(add(DISTANCE, CAPACITY), sub(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-13099.515878862645
4,1,26,"sub(add(div(INITIAL_CAPACITY, DISTANCE), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(DISTANCE, DISTANCE), div(CAPACITY, CAPACITY)))",-11687.53652889225
4,1,27,DISTANCE,-24893.05723852009
4,1,28,"div(INITIAL_CAPACITY, add(DISTANCE, CAPACITY))",-12800.4232219709
4,1,29,"mult(CAPACITY, INITIAL_CAPACITY)",-18132.949953152325
4,1,30,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-19157.05719037691
4,1,31,"mult(DISTANCE, div(DISTANCE, INITIAL_CAPACITY))",-23055.344367861726
4,1,32,"sub(CAPACITY, mult(div(INITIAL_CAPACITY, CAPACITY), CAPACITY))",-15997.282787818223
4,1,33,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-12475.401161458964
4,1,34,"sub(CAPACITY, CAPACITY)",-12475.401161458964
4,1,35,DISTANCE,-24893.05723852009
4,1,36,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-14706.595530042143
4,1,37,CAPACITY,-15464.030794800696
4,1,38,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(mult(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY))))",-13252.17618819701
4,1,39,"div(DISTANCE, CAPACITY)",-20215.55262786442
4,1,40,CAPACITY,-15464.030794800696
4,1,41,"div(mult(add(DISTANCE, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY)), add(sub(CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE)))",-16087.846880811998
4,1,42,"add(add(mult(div(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), mult(add(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY))), div(CAPACITY, div(div(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, DISTANCE))))",-24629.015896531073
4,1,43,INITIAL_CAPACITY,-19157.05719037691
4,1,44,"mult(CAPACITY, INITIAL_CAPACITY)",-18132.949953152325
4,1,45,"sub(mult(div(DISTANCE, INITIAL_CAPACITY), INITIAL_CAPACITY), INITIAL_CAPACITY)",-22521.6403143127
4,1,46,"mult(add(INITIAL_CAPACITY, CAPACITY), sub(CAPACITY, DISTANCE))",-11891.164436904412
4,1,47,CAPACITY,-15464.030794800696
4,1,48,"sub(CAPACITY, add(CAPACITY, CAPACITY))",-18711.477235625094
4,1,49,"div(div(INITIAL_CAPACITY, sub(div(DISTANCE, INITIAL_CAPACITY), mult(INITIAL_CAPACITY, INITIAL_CAPACITY))), INITIAL_CAPACITY)",-19157.05719037691
4,1,50,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(mult(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY))))",-13252.17618819701
4,1,51,CAPACITY,-15464.030794800696
4,1,52,"div(div(mult(DISTANCE, DISTANCE), mult(div(INITIAL_CAPACITY, CAPACITY), DISTANCE)), add(div(CAPACITY, DISTANCE), add(DISTANCE, DISTANCE)))",-21589.330383994176
4,1,53,CAPACITY,-15464.030794800696
4,1,54,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-17885.62614904876
4,1,55,"sub(div(INITIAL_CAPACITY, INITIAL_CAPACITY), add(CAPACITY, CAPACITY))",-18711.477235625094
4,1,56,CAPACITY,-15464.030794800696
4,1,57,"div(CAPACITY, DISTANCE)",-11302.55753071273
4,1,58,"mult(div(INITIAL_CAPACITY, mult(DISTANCE, CAPACITY)), mult(INITIAL_CAPACITY, INITIAL_CAPACITY))",-18056.512532857803
4,1,59,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-12915.621213301385
4,1,60,DISTANCE,-24893.05723852009
4,1,61,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-13681.815077268358
4,1,62,CAPACITY,-15464.030794800696
4,1,63,"div(CAPACITY, DISTANCE)",-11302.55753071273
4,1,64,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-17885.62614904876
4,1,65,CAPACITY,-15464.030794800696
4,1,66,"div(CAPACITY, DISTANCE)",-11302.55753071273
4,1,67,"mult(CAPACITY, INITIAL_CAPACITY)",-18132.949953152325
4,1,68,"sub(div(CAPACITY, CAPACITY), div(CAPACITY, CAPACITY))",-12475.401161458964
4,1,69,"sub(DISTANCE, DISTANCE)",-12475.401161458964
4,1,70,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-11713.429700402708
4,1,71,CAPACITY,-15464.030794800696
4,1,72,"sub(sub(DISTANCE, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY))",-15411.21100040338
4,1,73,CAPACITY,-15464.030794800696
4,1,74,CAPACITY,-15464.030794800696
4,1,75,"sub(div(div(CAPACITY, DISTANCE), add(CAPACITY, DISTANCE)), div(sub(INITIAL_CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)))",-11509.208979642443
4,1,76,"div(CAPACITY, CAPACITY)",-12475.401161458964
4,1,77,CAPACITY,-15464.030794800696
4,1,78,INITIAL_CAPACITY,-19157.05719037691
4,1,79,"sub(DISTANCE, DISTANCE)",-12475.401161458964
4,1,80,"mult(div(CAPACITY, div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-18307.34520562167
4,1,81,"sub(CAPACITY, DISTANCE)",-11434.155610990983
4,1,82,"div(DISTANCE, DISTANCE)",-12475.401161458964
4,1,83,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-14706.595530042143
4,1,84,"div(div(CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, CAPACITY))",-18821.03119551164
4,1,85,CAPACITY,-15464.030794800696
4,1,86,"sub(DISTANCE, DISTANCE)",-12475.401161458964
4,1,87,"div(mult(mult(mult(DISTANCE, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-12475.401161458964
4,1,88,"div(div(mult(DISTANCE, DISTANCE), mult(CAPACITY, DISTANCE)), add(div(CAPACITY, DISTANCE), add(DISTANCE, DISTANCE)))",-18711.477235625094
4,1,89,"div(div(INITIAL_CAPACITY, CAPACITY), DISTANCE)",-14644.192785604919
4,1,90,CAPACITY,-15464.030794800696
4,1,91,"sub(div(CAPACITY, DISTANCE), mult(DISTANCE, CAPACITY))",-16686.472349400814
4,1,92,CAPACITY,-15464.030794800696
4,1,93,"div(mult(add(add(CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), div(mult(INITIAL_CAPACITY, CAPACITY), div(INITIAL_CAPACITY, INITIAL_CAPACITY))), add(div(sub(CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))))",-23136.276002092
4,1,94,"mult(CAPACITY, CAPACITY)",-15464.030794800696
4,1,95,"sub(INITIAL_CAPACITY, DISTANCE)",-11691.75081019344
