max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-8154.465480583885,-13292.306149932509
4,2,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9800.991559608477
4,3,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10839.553553613025
4,4,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10331.592507020332
4,5,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9193.240985990684
4,6,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10542.033036647475
4,7,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10068.79307118656
4,8,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9225.089778406911
4,9,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9654.464329550881
4,10,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10208.49678809558
4,11,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9761.878929675671
4,12,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8644.90190821344
4,13,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9249.83802686318
4,14,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9299.341660150561
4,15,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8986.733645612989
4,16,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9454.74541511843
4,17,"div(CAPACITY, DISTANCE)",-8154.465480583885,-10103.814593972978
4,18,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8858.704372077025
4,19,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8701.411331799829
4,20,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9150.913816365919
4,21,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8893.272026050585
4,22,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9370.36010272642
4,23,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9396.549474531625
4,24,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9873.600883042642
4,25,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9450.519999399517
4,26,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9113.06493678796
4,27,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9942.543880746767
4,28,"div(CAPACITY, DISTANCE)",-8154.465480583885,-8949.19571685209
4,29,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9242.803249896964
4,30,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9435.630751752487
4,31,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9348.613108004694
4,32,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9631.606026608091
4,33,"div(CAPACITY, DISTANCE)",-8154.465480583885,-9594.499325516494
4,34,"div(CAPACITY, add(div(CAPACITY, DISTANCE), DISTANCE))",-8154.016471989569,-10352.985836906213
4,35,"div(CAPACITY, add(div(CAPACITY, DISTANCE), DISTANCE))",-8154.016471989569,-9876.787414930113
4,36,"div(CAPACITY, add(div(CAPACITY, DISTANCE), DISTANCE))",-8154.016471989569,-9371.334701201265
4,37,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10214.321571630033
4,38,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-9943.287257488315
4,39,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11576.67169849562
4,40,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10742.316746189807
4,41,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10732.91518719076
4,42,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11886.725524887162
4,43,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11684.7193541016
4,44,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11771.528555465731
4,45,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11668.286039450328
4,46,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11445.776438500981
4,47,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10325.135953151437
4,48,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-9452.191879869759
4,49,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10043.83794993638
4,50,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10797.693896882129
4,51,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11263.12687910042
4,52,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-9928.238507147382
4,53,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10783.740843274833
4,54,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11055.141075081223
4,55,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10439.706723056648
4,56,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-11040.755449973403
4,57,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10049.359081216238
4,58,"div(CAPACITY, add(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-8150.8952873797825,-10547.719235352022
