max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-15341.417958938348,-25048.39965502685
4,2,"div(CAPACITY, DISTANCE)",-15341.417958938348,-18494.6414460162
4,3,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-20714.86147175137
4,4,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-19308.28747019809
4,5,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-18534.913279348853
4,6,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-18685.0960496556
4,7,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-17692.566308251022
4,8,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-17885.403243455083
4,9,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-20248.086938253808
4,10,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-21209.167011830537
4,11,"div(add(CAPACITY, INITIAL_CAPACITY), div(DISTANCE, CAPACITY))",-15326.336637694543,-20484.56261994066
4,12,"div(add(CAPACITY, INITIAL_CAPACITY), div(mult(DISTANCE, DISTANCE), CAPACITY))",-15322.428985258142,-20721.01136245747
4,13,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18013.266875571564
4,14,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18038.87431364027
4,15,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-17885.555416118812
4,16,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18261.670249280276
4,17,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18037.925743129264
4,18,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18940.974326628286
4,19,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18185.974360075612
4,20,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-17762.30906616902
4,21,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18945.427593264016
4,22,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18366.234586116283
4,23,"div(add(CAPACITY, add(CAPACITY, INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15318.45833293901,-18653.680348254424
4,24,"div(add(CAPACITY, div(add(INITIAL_CAPACITY, INITIAL_CAPACITY), add(DISTANCE, INITIAL_CAPACITY))), div(DISTANCE, INITIAL_CAPACITY))",-15300.698717444704,-19047.301862927317
4,25,"div(add(CAPACITY, add(div(INITIAL_CAPACITY, CAPACITY), INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15283.237445373767,-20458.845662999553
4,26,"div(add(CAPACITY, add(div(INITIAL_CAPACITY, CAPACITY), INITIAL_CAPACITY)), div(DISTANCE, CAPACITY))",-15283.237445373767,-18182.41335693667
