max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-4169.770683793346
4,2,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3496.2580536071496
4,3,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3201.583893311625
4,4,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3165.4700017543764
4,5,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3063.514921637313
4,6,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3003.6934599548586
4,7,"div(CAPACITY, DISTANCE)",-2588.4912954177553,-3126.164060342416
4,8,"div(div(add(div(INITIAL_CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), mult(add(DISTANCE, CAPACITY), add(DISTANCE, CAPACITY))), DISTANCE)",-2584.1896577251746,-2945.5073849613823
4,9,"div(add(add(DISTANCE, CAPACITY), div(CAPACITY, DISTANCE)), add(DISTANCE, DISTANCE))",-2582.1101646209436,-2979.6934860053148
4,10,"div(div(add(div(INITIAL_CAPACITY, DISTANCE), mult(CAPACITY, INITIAL_CAPACITY)), mult(add(DISTANCE, CAPACITY), add(DISTANCE, CAPACITY))), DISTANCE)",-2581.7432992993467,-3037.7558578717294
4,11,"div(add(add(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY)), add(DISTANCE, DISTANCE))",-2576.2923147059996,-3039.823045897507
4,12,"div(add(add(DISTANCE, CAPACITY), div(DISTANCE, DISTANCE)), add(DISTANCE, DISTANCE))",-2570.355279002769,-2816.0294568194226
4,13,"div(add(add(DISTANCE, CAPACITY), div(DISTANCE, DISTANCE)), add(DISTANCE, DISTANCE))",-2570.355279002769,-2787.3154225974
4,14,"div(add(add(DISTANCE, CAPACITY), div(DISTANCE, DISTANCE)), add(DISTANCE, DISTANCE))",-2570.355279002769,-2877.8758224956146
4,15,"div(add(add(DISTANCE, CAPACITY), div(DISTANCE, DISTANCE)), add(DISTANCE, DISTANCE))",-2570.355279002769,-3031.7972552829497
4,16,"div(add(add(DISTANCE, CAPACITY), div(DISTANCE, DISTANCE)), add(DISTANCE, DISTANCE))",-2570.355279002769,-2949.7251406892383
4,17,"div(add(CAPACITY, div(DISTANCE, DISTANCE)), add(DISTANCE, CAPACITY))",-2569.662711247337,-2843.378331123339
4,18,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), DISTANCE))",-2569.5273095656617,-2998.3646336605384
4,19,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), DISTANCE))",-2569.5273095656617,-2978.684919738965
4,20,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), DISTANCE))",-2569.5273095656617,-2831.1736186584076
4,21,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), DISTANCE))",-2569.5273095656617,-2781.288774634513
4,22,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), add(div(DISTANCE, DISTANCE), DISTANCE)))",-2568.6241104936094,-2980.124785292966
4,23,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), add(div(DISTANCE, DISTANCE), DISTANCE)))",-2568.6241104936094,-2888.133381872388
4,24,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(DISTANCE, DISTANCE), add(div(DISTANCE, DISTANCE), DISTANCE)))",-2568.6241104936094,-2924.7888606536662
4,25,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-3037.2121206358584
4,26,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-2858.2422069720947
4,27,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-2975.165997624717
4,28,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-2941.077929429837
4,29,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-2892.2366394407
4,30,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(INITIAL_CAPACITY, DISTANCE)))",-2565.00500239475,-3028.2244720977615
4,31,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2562.0810308365467,-2970.257201314078
4,32,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2562.0810308365467,-2886.543783348199
4,33,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2934.4501325385854
4,34,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2806.4107623413315
4,35,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2892.800825355809
4,36,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2994.572164050699
4,37,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2904.5022367188094
4,38,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2714.5624199124286
4,39,"div(add(CAPACITY, div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2558.2553558119844,-2701.2965777148515
4,40,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2782.7129456204434
4,41,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2826.665795842207
4,42,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2808.879739829466
4,43,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2900.017906493753
4,44,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2829.3548646781965
4,45,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2918.9364788766015
4,46,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2911.3953270773018
4,47,"div(add(add(add(INITIAL_CAPACITY, DISTANCE), CAPACITY), div(CAPACITY, CAPACITY)), add(add(INITIAL_CAPACITY, DISTANCE), add(add(INITIAL_CAPACITY, DISTANCE), DISTANCE)))",-2541.5156164477985,-2867.4278202474193
