max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-10127.725447072033,-15145.027950809348
4,2,"div(CAPACITY, DISTANCE)",-10127.725447072033,-12532.405595112044
4,3,"div(CAPACITY, DISTANCE)",-10127.725447072033,-12917.39808697063
4,4,"div(CAPACITY, mult(DISTANCE, INITIAL_CAPACITY))",-10123.931320044923,-12288.089343804766
4,5,"div(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10115.847028309016,-11833.718650506113
4,6,"div(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10115.847028309016,-11706.538773386508
4,7,"div(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10115.847028309016,-11323.560358797386
4,8,"div(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10115.847028309016,-11578.698996849816
4,9,"div(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10115.847028309016,-12049.110793095753
4,10,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-11633.256193974163
4,11,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-11312.237998885103
4,12,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-10694.849366688992
4,13,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-10972.475520755885
4,14,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-10763.229793344524
4,15,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-10986.539611868368
4,16,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-10113.279400534711,-11098.572719845155
4,17,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-11108.113169607204
4,18,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-11071.68148010699
4,19,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10719.241126553445
4,20,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10734.364870053783
4,21,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10609.951527000441
4,22,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10816.899757213734
4,23,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10714.504745691454
4,24,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10475.925958224732
4,25,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, DISTANCE))))",-10088.434059898838,-10675.94305498369
4,26,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(INITIAL_CAPACITY, DISTANCE))))",-10087.671341420439,-10631.086133623956
4,27,"div(add(add(mult(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(mult(mult(CAPACITY, DISTANCE), div(INITIAL_CAPACITY, CAPACITY)), sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(INITIAL_CAPACITY, DISTANCE))))",-10087.671341420439,-10589.768548049202
