max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-3501.193965503216,-4617.896273611515
4,2,"div(CAPACITY, DISTANCE)",-3501.193965503216,-4199.856075085432
4,3,"div(CAPACITY, DISTANCE)",-3501.193965503216,-3971.6799389552975
4,4,"div(CAPACITY, DISTANCE)",-3501.193965503216,-3918.408963711887
4,5,"div(div(INITIAL_CAPACITY, DISTANCE), DISTANCE)",-3488.7046016405934,-3858.7545667005033
4,6,"div(div(INITIAL_CAPACITY, DISTANCE), DISTANCE)",-3488.7046016405934,-3972.4596408765046
4,7,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3901.9319989447995
4,8,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3794.812126515317
4,9,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3852.8118279836485
4,10,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3772.0754632821836
4,11,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3849.1312356896656
4,12,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3721.657870027734
4,13,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3819.741403087919
4,14,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3756.0570657893754
4,15,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3651.2242608125857
4,16,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3732.053577328722
4,17,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3646.9018631059566
4,18,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3680.566325885356
4,19,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3651.044851350407
4,20,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3686.8280396107757
4,21,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3649.163208369843
4,22,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3615.4736318435444
4,23,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3656.1291084914496
4,24,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3636.534186859486
4,25,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3739.4588587559197
4,26,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3681.2349203316912
4,27,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3668.857654989579
4,28,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3644.9645169216137
4,29,"div(div(CAPACITY, DISTANCE), DISTANCE)",-3446.8402595917555,-3654.390559156396
