max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-9793.035090407988
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-11214.298823384272
4,1,3,CAPACITY,-8744.074393923202
4,1,4,DISTANCE,-11896.453596499023
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-12601.562753841714
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-9930.341634988643
4,1,7,"mult(CAPACITY, DISTANCE)",-12673.007326576668
4,1,8,CAPACITY,-8744.074393923202
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-8448.323140719567
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-12203.602040369504
4,1,11,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-7624.035449614656
4,1,12,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-9793.035090407988
4,1,13,"sub(add(INITIAL_CAPACITY, INITIAL_CAPACITY), DISTANCE)",-7580.301344876059
4,1,14,"div(CAPACITY, DISTANCE)",-6902.045222710265
4,1,15,"mult(DISTANCE, div(DISTANCE, INITIAL_CAPACITY))",-11212.911918178632
4,1,16,INITIAL_CAPACITY,-9793.035090407988
4,1,17,DISTANCE,-11896.453596499023
4,1,18,INITIAL_CAPACITY,-9793.035090407988
4,1,19,"sub(add(DISTANCE, CAPACITY), DISTANCE)",-8970.876171697584
4,1,20,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-7807.450172465741
4,1,21,INITIAL_CAPACITY,-9793.035090407988
4,1,22,CAPACITY,-8744.074393923202
4,1,23,"div(DISTANCE, div(INITIAL_CAPACITY, DISTANCE))",-11212.911918178632
4,1,24,"mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, DISTANCE))",-7285.134317414311
4,1,25,"div(DISTANCE, DISTANCE)",-7624.035449614656
4,1,26,"div(CAPACITY, DISTANCE)",-6902.045222710265
4,1,27,"sub(div(div(INITIAL_CAPACITY, mult(DISTANCE, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-7624.035449614656
4,1,28,"sub(DISTANCE, DISTANCE)",-7624.035449614656
4,1,29,"mult(add(mult(CAPACITY, add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-8886.175746437748
4,1,30,"div(INITIAL_CAPACITY, DISTANCE)",-7418.2040795905605
4,1,31,CAPACITY,-8744.074393923202
4,1,32,"div(mult(CAPACITY, mult(INITIAL_CAPACITY, CAPACITY)), add(sub(CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE)))",-8713.903767112188
4,1,33,CAPACITY,-8744.074393923202
4,1,34,"sub(INITIAL_CAPACITY, DISTANCE)",-7010.762977120687
4,1,35,"sub(mult(div(DISTANCE, INITIAL_CAPACITY), add(INITIAL_CAPACITY, DISTANCE)), div(INITIAL_CAPACITY, CAPACITY))",-11293.687507163275
4,1,36,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, DISTANCE)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-7807.450172465741
