max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-38257.65586888972
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-48389.65963754865
4,1,3,CAPACITY,-26770.383543739696
4,1,4,DISTANCE,-53518.34873413122
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-51355.363391326864
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-38218.915487618484
4,1,7,"mult(CAPACITY, DISTANCE)",-53885.43812337498
4,1,8,CAPACITY,-26770.383543739696
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-24889.809554158877
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-51541.45187676923
4,1,11,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-37734.982292960514
4,1,12,"div(add(add(INITIAL_CAPACITY, INITIAL_CAPACITY), div(CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-17591.694287805014
4,1,13,"sub(div(DISTANCE, INITIAL_CAPACITY), DISTANCE)",-17743.712661366895
4,1,14,CAPACITY,-26770.383543739696
4,1,15,"sub(DISTANCE, DISTANCE)",-17741.865408507663
4,1,16,"mult(add(INITIAL_CAPACITY, CAPACITY), sub(CAPACITY, DISTANCE))",-17016.55647823254
4,1,17,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-17741.865408507663
4,1,18,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(div(INITIAL_CAPACITY, CAPACITY), add(mult(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY))))",-24696.640289582516
4,1,19,"sub(DISTANCE, DISTANCE)",-17741.865408507663
4,1,20,CAPACITY,-26770.383543739696
4,1,21,"div(DISTANCE, div(INITIAL_CAPACITY, DISTANCE))",-49952.04344975267
4,1,22,"sub(INITIAL_CAPACITY, DISTANCE)",-19107.734127471056
4,1,23,"div(CAPACITY, CAPACITY)",-17741.865408507663
4,1,24,"sub(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), DISTANCE)",-17741.865408507663
4,1,25,"div(CAPACITY, DISTANCE)",-16066.473244800984
4,1,26,"div(DISTANCE, DISTANCE)",-17741.865408507663
4,1,27,"div(INITIAL_CAPACITY, DISTANCE)",-17600.18515668116
4,1,28,"mult(DISTANCE, div(DISTANCE, INITIAL_CAPACITY))",-49952.04344975267
4,1,29,"div(CAPACITY, DISTANCE)",-16066.473244800984
4,1,30,CAPACITY,-26770.383543739696
4,1,31,"mult(div(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY))",-44737.6243002735
4,1,32,INITIAL_CAPACITY,-38257.65586888972
4,1,33,"mult(add(DISTANCE, CAPACITY), sub(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-19189.26527570135
4,1,34,"div(div(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY))",-17741.865408507663
4,1,35,"add(add(mult(add(DISTANCE, CAPACITY), div(INITIAL_CAPACITY, DISTANCE)), div(add(DISTANCE, CAPACITY), mult(DISTANCE, CAPACITY))), add(div(mult(DISTANCE, CAPACITY), add(CAPACITY, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), mult(DISTANCE, DISTANCE))))",-54030.14672234375
4,1,36,CAPACITY,-26770.383543739696
4,1,37,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-22309.544456750453
4,1,38,"sub(DISTANCE, DISTANCE)",-17741.865408507663
4,1,39,CAPACITY,-26770.383543739696
4,1,40,"div(CAPACITY, DISTANCE)",-16066.473244800984
4,1,41,"div(sub(INITIAL_CAPACITY, div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-53457.06897172285
4,1,42,INITIAL_CAPACITY,-38257.65586888972
4,1,43,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-38257.65586888972
4,1,44,CAPACITY,-26770.383543739696
4,1,45,INITIAL_CAPACITY,-38257.65586888972
4,1,46,"sub(DISTANCE, DISTANCE)",-17741.865408507663
4,1,47,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, INITIAL_CAPACITY), DISTANCE)), sub(mult(div(CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-22312.119476541164
4,1,48,"sub(DISTANCE, DISTANCE)",-17741.865408507663
4,1,49,CAPACITY,-26770.383543739696
4,1,50,CAPACITY,-26770.383543739696
4,1,51,CAPACITY,-26770.383543739696
4,1,52,INITIAL_CAPACITY,-38257.65586888972
4,1,53,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-37734.982292960514
4,1,54,"mult(CAPACITY, INITIAL_CAPACITY)",-34666.370584108525
4,1,55,CAPACITY,-26770.383543739696
4,1,56,CAPACITY,-26770.383543739696
4,1,57,"sub(CAPACITY, mult(div(INITIAL_CAPACITY, CAPACITY), INITIAL_CAPACITY))",-37621.30413037689
4,1,58,"mult(add(DISTANCE, CAPACITY), sub(div(div(DISTANCE, INITIAL_CAPACITY), div(CAPACITY, CAPACITY)), CAPACITY))",-37815.949688698536
4,1,59,CAPACITY,-26770.383543739696
4,1,60,INITIAL_CAPACITY,-38257.65586888972
4,1,61,"sub(div(CAPACITY, CAPACITY), div(INITIAL_CAPACITY, DISTANCE))",-48455.729140934985
4,1,62,"mult(div(INITIAL_CAPACITY, CAPACITY), mult(div(add(DISTANCE, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, DISTANCE)), INITIAL_CAPACITY))",-26240.373513265466
4,1,63,CAPACITY,-26770.383543739696
4,1,64,"sub(CAPACITY, DISTANCE)",-16336.702135841226
4,1,65,"div(mult(add(add(CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), div(mult(INITIAL_CAPACITY, CAPACITY), div(INITIAL_CAPACITY, INITIAL_CAPACITY))), add(div(sub(CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))))",-48351.02936516755
4,1,66,"add(sub(mult(INITIAL_CAPACITY, DISTANCE), mult(CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY)",-49311.099555406065
4,1,67,CAPACITY,-26770.383543739696
4,1,68,"sub(INITIAL_CAPACITY, INITIAL_CAPACITY)",-17741.865408507663
4,1,69,CAPACITY,-26770.383543739696
4,1,70,"div(DISTANCE, DISTANCE)",-17741.865408507663
4,1,71,"mult(add(DISTANCE, CAPACITY), sub(CAPACITY, DISTANCE))",-16660.78153484426
4,1,72,"add(add(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), mult(DISTANCE, DISTANCE)), sub(add(INITIAL_CAPACITY, CAPACITY), add(DISTANCE, CAPACITY)))",-49160.59155730468
4,1,73,INITIAL_CAPACITY,-38257.65586888972
4,1,74,DISTANCE,-53518.34873413122
4,1,75,DISTANCE,-53518.34873413122
4,1,76,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, div(CAPACITY, INITIAL_CAPACITY)))",-38257.65586888972
4,1,77,INITIAL_CAPACITY,-38257.65586888972
4,1,78,"div(CAPACITY, DISTANCE)",-16066.473244800984
4,1,79,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-38257.65586888972
4,1,80,"mult(CAPACITY, sub(div(div(INITIAL_CAPACITY, DISTANCE), add(INITIAL_CAPACITY, CAPACITY)), DISTANCE))",-29030.26151521558
4,1,81,"mult(div(DISTANCE, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))",-38218.915487618484
4,1,82,"mult(CAPACITY, div(DISTANCE, INITIAL_CAPACITY))",-54353.8596088323
4,1,83,"mult(add(sub(mult(DISTANCE, DISTANCE), sub(DISTANCE, DISTANCE)), sub(div(CAPACITY, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))), sub(div(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY)), add(add(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))))",-18582.817774795363
4,1,84,"div(div(CAPACITY, INITIAL_CAPACITY), add(add(mult(CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), INITIAL_CAPACITY))",-38352.12506973358
4,1,85,"mult(mult(mult(add(INITIAL_CAPACITY, CAPACITY), mult(DISTANCE, INITIAL_CAPACITY)), add(div(CAPACITY, DISTANCE), mult(DISTANCE, INITIAL_CAPACITY))), sub(mult(sub(INITIAL_CAPACITY, DISTANCE), add(CAPACITY, CAPACITY)), add(div(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY))))",-24326.871100945333
4,1,86,CAPACITY,-26770.383543739696
