max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-25857.549918524128
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-52496.32019720207
4,1,3,CAPACITY,-32392.033910216916
4,1,4,DISTANCE,-52496.32019720207
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-52496.32019720207
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-39075.58341755666
4,1,7,"mult(CAPACITY, DISTANCE)",-52869.93721243361
4,1,8,CAPACITY,-32392.033910216916
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-31530.112606926898
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-40429.12180264328
4,1,11,INITIAL_CAPACITY,-25857.549918524128
4,1,12,"sub(DISTANCE, DISTANCE)",-25857.549918524128
4,1,13,"sub(INITIAL_CAPACITY, DISTANCE)",-25857.549918524128
4,1,14,"div(CAPACITY, DISTANCE)",-25483.93290329259
4,1,15,INITIAL_CAPACITY,-25857.549918524128
4,1,16,INITIAL_CAPACITY,-25857.549918524128
4,1,17,INITIAL_CAPACITY,-25857.549918524128
4,1,18,INITIAL_CAPACITY,-25857.549918524128
4,1,19,"div(DISTANCE, DISTANCE)",-25857.549918524128
4,1,20,INITIAL_CAPACITY,-25857.549918524128
4,1,21,CAPACITY,-32392.033910216916
4,1,22,"sub(div(CAPACITY, DISTANCE), mult(DISTANCE, CAPACITY))",-29354.006246649253
4,1,23,INITIAL_CAPACITY,-25857.549918524128
4,1,24,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-25857.549918524128
4,1,25,"div(mult(add(add(CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), div(mult(INITIAL_CAPACITY, CAPACITY), div(INITIAL_CAPACITY, INITIAL_CAPACITY))), add(div(sub(CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))))",-26249.216075576307
4,1,26,INITIAL_CAPACITY,-25857.549918524128
4,1,27,DISTANCE,-52496.32019720207
4,1,28,"div(INITIAL_CAPACITY, DISTANCE)",-25857.549918524128
4,1,29,"div(mult(add(add(CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), div(mult(INITIAL_CAPACITY, CAPACITY), div(INITIAL_CAPACITY, INITIAL_CAPACITY))), add(div(sub(CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, DISTANCE), mult(INITIAL_CAPACITY, CAPACITY))))",-26249.216075576307
4,1,30,INITIAL_CAPACITY,-25857.549918524128
4,1,31,"div(INITIAL_CAPACITY, DISTANCE)",-25857.549918524128
4,1,32,"sub(INITIAL_CAPACITY, DISTANCE)",-25857.549918524128
4,1,33,"sub(div(DISTANCE, CAPACITY), INITIAL_CAPACITY)",-48999.86386907693
4,1,34,INITIAL_CAPACITY,-25857.549918524128
4,1,35,"div(DISTANCE, mult(sub(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)))",-25857.549918524128
4,1,36,CAPACITY,-32392.033910216916
4,1,37,INITIAL_CAPACITY,-25857.549918524128
4,1,38,"div(add(CAPACITY, CAPACITY), DISTANCE)",-25483.93290329259
4,1,39,"add(sub(mult(INITIAL_CAPACITY, DISTANCE), mult(CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY)",-49319.65229255173
4,1,40,"sub(INITIAL_CAPACITY, DISTANCE)",-25857.549918524128
4,1,41,INITIAL_CAPACITY,-25857.549918524128
4,1,42,INITIAL_CAPACITY,-25857.549918524128
4,1,43,CAPACITY,-32392.033910216916
4,1,44,"mult(div(INITIAL_CAPACITY, CAPACITY), mult(INITIAL_CAPACITY, div(add(DISTANCE, INITIAL_CAPACITY), sub(INITIAL_CAPACITY, DISTANCE))))",-49730.20304279071
4,1,45,INITIAL_CAPACITY,-25857.549918524128
4,1,46,INITIAL_CAPACITY,-25857.549918524128
4,1,47,"add(add(mult(div(INITIAL_CAPACITY, CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), mult(add(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY))), div(sub(div(DISTANCE, INITIAL_CAPACITY), mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), div(div(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, DISTANCE))))",-25857.549918524128
4,1,48,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-28998.568557702052
4,1,49,"sub(div(CAPACITY, DISTANCE), mult(DISTANCE, CAPACITY))",-29354.006246649253
4,1,50,CAPACITY,-32392.033910216916
4,1,51,"mult(div(INITIAL_CAPACITY, DISTANCE), div(CAPACITY, INITIAL_CAPACITY))",-25483.93290329259
4,1,52,INITIAL_CAPACITY,-25857.549918524128
4,1,53,"div(sub(sub(mult(CAPACITY, INITIAL_CAPACITY), mult(CAPACITY, INITIAL_CAPACITY)), div(add(DISTANCE, DISTANCE), add(CAPACITY, DISTANCE))), sub(sub(add(DISTANCE, INITIAL_CAPACITY), add(DISTANCE, DISTANCE)), add(mult(DISTANCE, INITIAL_CAPACITY), sub(CAPACITY, INITIAL_CAPACITY))))",-28998.568557702052
4,1,54,"mult(mult(mult(DISTANCE, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(INITIAL_CAPACITY, INITIAL_CAPACITY))",-25857.549918524128
