max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-4924.874826334101
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-6680.851595029089
4,1,3,CAPACITY,-3715.448357105515
4,1,4,DISTANCE,-6790.1292710677035
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-6879.609535275909
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-4753.821147635007
4,1,7,"mult(CAPACITY, DISTANCE)",-6728.013962546831
4,1,8,CAPACITY,-3715.448357105515
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-3558.7424414059774
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-6607.297321876322
4,1,11,"mult(add(mult(add(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), sub(mult(CAPACITY, INITIAL_CAPACITY), DISTANCE)), sub(mult(div(CAPACITY, DISTANCE), add(DISTANCE, CAPACITY)), mult(add(DISTANCE, CAPACITY), sub(INITIAL_CAPACITY, CAPACITY))))",-3264.1286203868553
4,1,12,"div(sub(sub(sub(DISTANCE, CAPACITY), add(DISTANCE, INITIAL_CAPACITY)), mult(div(INITIAL_CAPACITY, INITIAL_CAPACITY), sub(CAPACITY, DISTANCE))), add(div(add(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY)), mult(sub(DISTANCE, DISTANCE), sub(CAPACITY, CAPACITY))))",-2815.5837098112697
4,1,13,INITIAL_CAPACITY,-4924.874826334101
4,1,14,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-2815.5837098112697
4,1,15,CAPACITY,-3715.448357105515
4,1,16,CAPACITY,-3715.448357105515
4,1,17,"mult(CAPACITY, div(DISTANCE, INITIAL_CAPACITY))",-6822.900702758932
4,1,18,"sub(DISTANCE, DISTANCE)",-2815.5837098112697
4,1,19,"div(INITIAL_CAPACITY, INITIAL_CAPACITY)",-2815.5837098112697
4,1,20,CAPACITY,-3715.448357105515
4,1,21,"add(div(add(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY)), add(div(CAPACITY, DISTANCE), sub(INITIAL_CAPACITY, CAPACITY)))",-4876.630243749102
4,1,22,"div(DISTANCE, DISTANCE)",-2815.5837098112697
4,1,23,INITIAL_CAPACITY,-4924.874826334101
4,1,24,"sub(INITIAL_CAPACITY, DISTANCE)",-2732.2063621459115
