max_depth,generation,id,individual,fitness
4,1,1,INITIAL_CAPACITY,-6494.500665187241
4,1,2,"sub(DISTANCE, INITIAL_CAPACITY)",-13108.135444720156
4,1,3,CAPACITY,-7961.877907518577
4,1,4,DISTANCE,-13108.135444720156
4,1,5,"add(INITIAL_CAPACITY, DISTANCE)",-13108.135444720156
4,1,6,"div(INITIAL_CAPACITY, CAPACITY)",-9879.407710467067
4,1,7,"mult(CAPACITY, DISTANCE)",-13234.551254158421
4,1,8,CAPACITY,-7961.877907518577
4,1,9,"mult(div(INITIAL_CAPACITY, DISTANCE), div(DISTANCE, INITIAL_CAPACITY))",-7950.258874021778
4,1,10,"mult(sub(add(add(INITIAL_CAPACITY, DISTANCE), mult(DISTANCE, DISTANCE)), add(div(CAPACITY, CAPACITY), mult(DISTANCE, CAPACITY))), mult(sub(mult(INITIAL_CAPACITY, INITIAL_CAPACITY), add(INITIAL_CAPACITY, INITIAL_CAPACITY)), sub(sub(DISTANCE, CAPACITY), div(CAPACITY, INITIAL_CAPACITY))))",-13042.585878353866
4,1,11,"sub(INITIAL_CAPACITY, DISTANCE)",-6494.500665187241
4,1,12,"div(CAPACITY, DISTANCE)",-6368.084855748982
4,1,13,"mult(div(div(INITIAL_CAPACITY, CAPACITY), div(CAPACITY, CAPACITY)), mult(div(INITIAL_CAPACITY, DISTANCE), DISTANCE))",-9846.824427175796
4,1,14,INITIAL_CAPACITY,-6494.500665187241
4,1,15,INITIAL_CAPACITY,-6494.500665187241
4,1,16,INITIAL_CAPACITY,-6494.500665187241
4,1,17,"mult(sub(CAPACITY, DISTANCE), sub(CAPACITY, CAPACITY))",-6494.500665187241
4,1,18,"sub(DISTANCE, DISTANCE)",-6494.500665187241
4,1,19,INITIAL_CAPACITY,-6494.500665187241
4,1,20,INITIAL_CAPACITY,-6494.500665187241
4,1,21,"div(DISTANCE, CAPACITY)",-12275.691984473247
4,1,22,"sub(div(div(INITIAL_CAPACITY, mult(INITIAL_CAPACITY, INITIAL_CAPACITY)), INITIAL_CAPACITY), DISTANCE)",-6494.500665187241
4,1,23,INITIAL_CAPACITY,-6494.500665187241
