max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-11302.55753071273,-16400.454949281782
4,2,"div(CAPACITY, DISTANCE)",-11302.55753071273,-14560.824503033517
4,3,"div(CAPACITY, DISTANCE)",-11302.55753071273,-13838.21869520081
4,4,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12802.539877949022
4,5,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12471.393864078906
4,6,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12783.842652835423
4,7,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12633.36610941224
4,8,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12189.778084233489
4,9,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12284.592943044556
4,10,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12912.539950611594
4,11,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12741.420096355432
4,12,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12591.195189662136
4,13,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12567.776947079103
4,14,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12281.708015575794
4,15,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12415.927640345879
4,16,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12530.779363923972
4,17,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12026.830274312939
4,18,"div(CAPACITY, DISTANCE)",-11302.55753071273,-12388.417151333786
4,19,"div(add(div(CAPACITY, DISTANCE), CAPACITY), DISTANCE)",-11296.7069152291,-12740.827653369908
4,20,"div(add(div(CAPACITY, CAPACITY), CAPACITY), DISTANCE)",-11287.43656642236,-13093.329919967313
4,21,"div(add(div(CAPACITY, CAPACITY), CAPACITY), DISTANCE)",-11287.43656642236,-12917.85014606214
4,22,"div(add(div(CAPACITY, CAPACITY), CAPACITY), DISTANCE)",-11287.43656642236,-12051.005813722448
4,23,"div(add(div(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY)), DISTANCE)",-11262.000763868398,-12313.233668365849
4,24,"div(add(div(CAPACITY, CAPACITY), add(CAPACITY, CAPACITY)), DISTANCE)",-11262.000763868398,-12216.903265187857
4,25,"div(add(div(add(DISTANCE, CAPACITY), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11257.096311436386,-12603.519284394872
4,26,"div(add(div(add(DISTANCE, CAPACITY), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11257.096311436386,-12070.38216685517
4,27,"div(add(div(add(DISTANCE, CAPACITY), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11257.096311436386,-11697.968952965248
4,28,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-12216.559025442075
4,29,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-11953.256932533679
4,30,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-11967.413903666304
4,31,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-11846.922044025045
4,32,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-11845.831107720644
4,33,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-12147.621661609064
4,34,"div(add(div(add(DISTANCE, DISTANCE), DISTANCE), add(div(CAPACITY, CAPACITY), CAPACITY)), DISTANCE)",-11234.080968308852,-11720.578290478808
