max_depth,generation,best_individual,max_fitness,avg_fitness
4,1,"div(CAPACITY, DISTANCE)",-3238.910710772877,-4044.9636386224215
4,2,"div(CAPACITY, DISTANCE)",-3238.910710772877,-3566.7317400797924
4,3,"sub(CAPACITY, mult(div(DISTANCE, CAPACITY), DISTANCE))",-3235.4460230429454,-3503.750829942031
4,4,"sub(CAPACITY, mult(div(DISTANCE, CAPACITY), DISTANCE))",-3235.4460230429454,-3525.7987718859818
4,5,"sub(CAPACITY, mult(div(DISTANCE, CAPACITY), DISTANCE))",-3235.4460230429454,-3513.7648410330985
4,6,"sub(CAPACITY, mult(div(DISTANCE, CAPACITY), DISTANCE))",-3235.4460230429454,-3732.4549814294564
4,7,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3410.627605786584
4,8,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3456.6974305309436
4,9,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3523.8485050953473
4,10,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3471.1901314715956
4,11,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3307.2695300294185
4,12,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3364.7745139196854
4,13,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3335.471161688931
4,14,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3303.471278251987
4,15,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3367.6859929338666
4,16,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3299.780203279399
4,17,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3358.0615635864915
4,18,"div(div(CAPACITY, DISTANCE), mult(div(DISTANCE, CAPACITY), DISTANCE))",-3230.722545962921,-3319.35036705499
