Wall time,Step,Value
1789595499.389208,2048,-23.505964279174805
1789595499.995164,4096,-22.85655975341797
1789595501.187569,8192,-21.69559097290039
1789595502.373975,12288,-19.777812957763672
1789595502.964982,14336,-18.849029541015625
1789595503.5556412,16384,-18.243045806884766
1789595504.14956,18432,-17.945114135742188
1789595504.739289,20480,-17.5521240234375
1789595505.331522,22528,-17.19556427001953
1789595505.924664,24576,-17.03605842590332
1789595506.517335,26624,-17.03155517578125
1789595507.109173,28672,-17.010643005371094
1789595507.702044,30720,-16.752580642700195
1789595508.292921,32768,-16.796716690063477
1789595508.884562,34816,-16.811960220336914
1789595509.47723,36864,-16.85651206970215
1789595510.070177,38912,-16.886791229248047
1789595510.664503,40960,-16.76243019104004
1789595511.2563462,43008,-16.63918685913086
1789595511.845877,45056,-16.589296340942383
1789595512.441951,47104,-16.708656311035156
1789595513.036274,49152,-16.72053337097168
1789595513.630354,51200,-16.768877029418945
1789595514.219722,53248,-16.93990707397461
1789595515.408522,57344,-16.765033721923828
1789595517.1854668,63488,-16.746383666992188
1789595517.780475,65536,-16.630401611328125
1789595518.3743098,67584,-16.54523468017578
1789595518.967723,69632,-16.5286922454834
1789595519.559139,71680,-16.632158279418945
1789595520.7439842,75776,-16.70114517211914
1789595521.336968,77824,-16.797452926635742
1789595521.9284759,79872,-16.68670654296875
1789595522.521294,81920,-16.54080581665039
1789595523.1299021,83968,-16.385374069213867
1789595524.320033,88064,-16.43631935119629
1789595524.911322,90112,-16.4163761138916
1789595525.5046241,92160,-16.446550369262695
1789595526.0979111,94208,-16.397235870361328
1789595526.691412,96256,-16.510189056396484
1789595527.284767,98304,-16.644765853881836
1789595528.4700701,102400,-16.554622650146484
1789595529.062051,104448,-16.58321762084961
1789595530.248131,108544,-16.56001853942871
1789595530.841184,110592,-16.632349014282227
1789595531.43412,112640,-16.586700439453125
1789595532.031311,114688,-16.54033851623535
1789595532.6395211,116736,-16.526784896850586
1789595533.230578,118784,-16.546092987060547
1789595534.415176,122880,-16.80096435546875
1789595535.0081449,124928,-16.846786499023438
1789595535.601851,126976,-16.549034118652344
1789595536.1947641,129024,-16.59530258178711
1789595536.78646,131072,-16.716285705566406
1789595537.377289,133120,-16.716691970825195
1789595537.97077,135168,-16.456249237060547
