Wall time,Step,Value
1789599873.4674208,2048,-22.816139221191406
1789599874.058555,4096,-22.52472496032715
1789599875.245815,8192,-21.379772186279297
1789599876.425185,12288,-19.064016342163086
1789599877.014496,14336,-17.833580017089844
1789599877.632498,16384,-16.66010093688965
1789599878.221484,18432,-15.48226547241211
1789599878.817729,20480,-14.549866676330566
1789599879.407278,22528,-13.811288833618164
1789599879.997378,24576,-13.124848365783691
1789599880.588448,26624,-12.565857887268066
1789599881.176875,28672,-12.311442375183105
1789599881.767321,30720,-11.990856170654297
1789599882.356713,32768,-11.673720359802246
1789599882.94863,34816,-11.515132904052734
1789599883.539489,36864,-11.53825569152832
1789599884.131819,38912,-11.478974342346191
1789599884.72354,40960,-11.47955322265625
1789599885.315449,43008,-11.390917778015137
1789599885.904014,45056,-11.152588844299316
1789599886.492231,47104,-11.196344375610352
1789599887.08232,49152,-11.19031810760498
1789599887.6727219,51200,-11.287481307983398
1789599888.265047,53248,-11.22945785522461
1789599889.447103,57344,-11.194389343261719
1789599891.2244759,63488,-11.073930740356445
1789599891.817078,65536,-10.998923301696777
1789599892.4074738,67584,-10.992324829101562
1789599893.001054,69632,-10.925787925720215
1789599893.5908191,71680,-10.815725326538086
1789599894.783616,75776,-10.891751289367676
1789599895.371818,77824,-10.94701099395752
1789599895.963548,79872,-10.83954906463623
1789599896.552256,81920,-10.801573753356934
1789599897.1424289,83968,-10.675223350524902
1789599898.3229141,88064,-10.66978931427002
1789599898.914233,90112,-10.780376434326172
1789599899.505047,92160,-10.757216453552246
1789599900.097134,94208,-10.742485046386719
1789599900.690971,96256,-10.74106502532959
1789599901.2797801,98304,-10.982954025268555
1789599902.461417,102400,-10.885889053344727
1789599903.052782,104448,-10.873102188110352
1789599904.234185,108544,-10.735812187194824
1789599904.825643,110592,-10.728192329406738
1789599905.421709,112640,-10.699979782104492
1789599906.013097,114688,-10.722407341003418
1789599906.602458,116736,-10.6531343460083
1789599907.193079,118784,-10.742430686950684
1789599908.374188,122880,-11.049692153930664
1789599908.965208,124928,-11.11668586730957
1789599909.558152,126976,-10.836373329162598
1789599910.148929,129024,-10.83642578125
1789599910.738681,131072,-10.886216163635254
1789599911.328793,133120,-10.796968460083008
1789599911.919167,135168,-10.642107009887695
1789599912.507812,137216,-10.656003952026367
1789599913.098877,139264,-10.757624626159668
1789599913.7056189,141312,-10.797452926635742
1789599914.297611,143360,-10.850248336791992
1789599915.5070632,147456,-10.673979759216309
1789599916.0945122,149504,-10.751884460449219
1789599916.6850328,151552,-10.698678016662598
1789599917.27579,153600,-10.704229354858398
1789599918.4547079,157696,-10.705546379089355
1789599919.0471501,159744,-10.603074073791504
1789599919.6361449,161792,-10.577277183532715
1789599920.22722,163840,-10.665514945983887
1789599921.410911,167936,-10.648706436157227
1789599922.004545,169984,-10.698622703552246
1789599923.187666,174080,-10.5989351272583
1789599923.780436,176128,-10.573527336120605
1789599924.37135,178176,-10.611858367919922
1789599924.96837,180224,-10.670868873596191
1789599925.556608,182272,-10.718400955200195
1789599926.147071,184320,-10.675237655639648
1789599927.3305988,188416,-10.512465476989746
1789599927.9223082,190464,-10.460927963256836
1789599928.510485,192512,-10.676851272583008
1789599929.099477,194560,-10.898155212402344
1789599929.691382,196608,-10.72757625579834
1789599930.282284,198656,-10.615818977355957
1789599930.872695,200704,-10.675904273986816
1789599932.055818,204800,-10.663519859313965
1789599932.649351,206848,-10.827690124511719
1789599933.245564,208896,-10.824080467224121
1789599933.837755,210944,-10.662320137023926
1789599934.430816,212992,-10.572046279907227
1789599935.02099,215040,-10.564098358154297
1789599935.611883,217088,-10.632355690002441
1789599936.203876,219136,-10.716473579406738
1789599937.38732,223232,-10.762173652648926
1789599937.98042,225280,-10.770756721496582
1789599938.579353,227328,-10.766071319580078
1789599939.171066,229376,-10.791450500488281
1789599940.349501,233472,-10.75932502746582
1789599940.940574,235520,-10.737414360046387
1789599941.532489,237568,-10.630013465881348
1789599942.12735,239616,-10.78481674194336
1789599942.7196538,241664,-10.798521041870117
1789599943.312295,243712,-10.805419921875
1789599943.902456,245760,-10.870269775390625
1789599944.496039,247808,-10.852913856506348
1789599945.090563,249856,-10.717421531677246
1789599945.684908,251904,-10.656665802001953
1789599946.275836,253952,-10.690899848937988
