Wall time,Step,Value
1789603463.6432278,12288,-40.624176025390625
1789603464.233532,14336,-38.8729248046875
1789603466.590518,22528,-29.927051544189453
1789603467.178026,24576,-28.337100982666016
1789603468.9461498,30720,-26.45137596130371
1789603469.5341408,32768,-25.988040924072266
1789603471.303453,38912,-25.551618576049805
1789603471.8935308,40960,-25.494422912597656
1789603472.480551,43008,-25.63256072998047
1789603474.834815,51200,-25.31997299194336
1789603480.149351,69632,-25.007423400878906
1789603481.917155,75776,-25.037126541137695
1789603484.294042,83968,-24.882638931274414
1789603485.4719622,88064,-24.697250366210938
1789603486.64842,92160,-24.702465057373047
1789603487.23696,94208,-24.71832275390625
1789603488.415125,98304,-25.032230377197266
1789603489.5909472,102400,-25.199851989746094
1789603491.960243,110592,-25.03558921813965
1789603492.54802,112640,-25.114030838012695
1789603493.137099,114688,-25.026168823242188
1789603493.7284539,116736,-25.101421356201172
1789603494.31666,118784,-25.007232666015625
1789603497.851844,131072,-25.208242416381836
1789603499.033068,135168,-25.00856590270996
1789603499.6192489,137216,-25.09638023376465
1789603500.207849,139264,-25.09906578063965
1789603500.796004,141312,-25.141130447387695
1789603502.563234,147456,-24.849000930786133
1789603503.152607,149504,-24.876970291137695
1789603503.7415092,151552,-24.598777770996094
1789603504.331886,153600,-24.742366790771484
1789603507.280787,163840,-24.95604705810547
1789603510.2213151,174080,-24.608863830566406
1789603511.9908679,180224,-24.88993263244629
1789603512.5794308,182272,-24.872047424316406
1789603516.1167989,194560,-24.756549835205078
1789603520.858031,210944,-25.309978485107422
1789603522.632788,217088,-25.174041748046875
1789603523.221546,219136,-25.129440307617188
1789603527.340611,233472,-24.92502212524414
1789603529.1088178,239616,-24.8431339263916
1789603530.2873778,243712,-24.98629379272461
1789603534.4189792,258048,-24.61699104309082
1789603535.0078988,260096,-24.667089462280273
1789603536.780532,266240,-24.58633804321289
1789603537.3715851,268288,-24.556201934814453
1789603541.505156,282624,-24.797866821289062
1789603542.687847,286720,-24.725196838378906
1789603543.8681731,290816,-24.595483779907227
1789603544.46138,292864,-24.61248207092285
1789603545.0519218,294912,-24.691986083984375
1789603549.1799538,309248,-24.636119842529297
1789603552.134457,319488,-24.975723266601562
1789603553.315188,323584,-24.908899307250977
1789603553.9051,325632,-24.966293334960938
1789603554.494934,327680,-24.991024017333984
1789603556.264458,333824,-24.870084762573242
1789603558.052999,339968,-24.895618438720703
1789603559.231589,344064,-24.71280860900879
1789603559.820086,346112,-24.705955505371094
1789603561.586504,352256,-24.811901092529297
1789603565.1230478,364544,-24.85843276977539
1789603565.7132852,366592,-24.786479949951172
1789603566.8941498,370688,-24.846040725708008
1789603568.6629162,376832,-24.755355834960938
1789603569.842762,380928,-24.817909240722656
1789603570.4334562,382976,-24.887218475341797
1789603571.615885,387072,-24.669172286987305
1789603572.797011,391168,-24.495220184326172
1789603573.3874009,393216,-24.433176040649414
1789603577.514318,407552,-24.60117530822754
1789603582.240598,423936,-24.701133728027344
1789603582.831102,425984,-24.5765438079834
1789603583.42781,428032,-24.565174102783203
1789603585.790101,436224,-24.61195945739746
1789603591.6914718,456704,-24.865880966186523
1789603592.281875,458752,-24.861799240112305
1789603593.461076,462848,-24.83661460876465
1789603594.6439838,466944,-24.666160583496094
1789603595.8206131,471040,-24.622222900390625
1789603597.6039522,477184,-24.56211280822754
1789603598.191589,479232,-24.458253860473633
1789603598.7838001,481280,-24.44857406616211
1789603600.543,487424,-24.412113189697266
1789603606.4199822,507904,-24.687253952026367
1789603607.601892,512000,-24.663787841796875
1789603611.132354,524288,-24.480527877807617
1789603612.8992388,530432,-24.476022720336914
1789603613.490423,532480,-24.492889404296875
1789603614.094458,534528,-24.45872688293457
1789603614.685057,536576,-24.465316772460938
1789603615.86539,540672,-24.801807403564453
1789603618.226512,548864,-24.650278091430664
1789603619.408413,552960,-24.49207878112793
1789603620.590199,557056,-24.568490982055664
1789603621.768897,561152,-24.570669174194336
1789603624.718383,571392,-24.647092819213867
1789603628.261014,583680,-24.472009658813477
1789603632.3964858,598016,-24.490774154663086
1789603632.98717,600064,-24.51783561706543
1789603635.95821,610304,-24.547828674316406
1789603636.5461051,612352,-24.6287841796875
1789603638.313667,618496,-24.474477767944336
1789603638.9029062,620544,-24.3905086517334
1789603639.491711,622592,-24.434524536132812
1789603641.849385,630784,-24.468582153320312
1789603642.4385972,632832,-24.50387191772461
1789603643.620249,636928,-24.56651496887207
1789603645.39308,643072,-24.364856719970703
1789603647.742545,651264,-24.518552780151367
1789603648.330566,653312,-24.4960994720459
1789603648.9210072,655360,-24.476776123046875
1789603649.512506,657408,-24.428421020507812
1789603650.689766,661504,-24.44454002380371
1789603652.455791,667648,-24.55740737915039
1789603653.048656,669696,-24.54816436767578
1789603653.638776,671744,-24.485790252685547
1789603655.408384,677888,-24.63545036315918
1789603657.175339,684032,-24.685138702392578
1789603660.7184372,696320,-24.38985252380371
1789603661.897963,700416,-24.548707962036133
1789603663.6671848,706560,-24.699445724487305
1789603664.2593029,708608,-24.499242782592773
1789603665.440116,712704,-24.596092224121094
1789603666.0320058,714752,-24.573312759399414
1789603668.983181,724992,-24.50551986694336
1789603669.574672,727040,-24.540563583374023
1789603671.94082,735232,-24.737571716308594
1789603673.14185,739328,-24.77609634399414
1789603674.908363,745472,-24.74751853942871
1789603677.277389,753664,-24.50763702392578
1789603679.634185,761856,-24.560213088989258
1789603680.812594,765952,-24.85523223876953
1789603683.177749,774144,-25.02812957763672
1789603683.768301,776192,-24.955785751342773
1789603684.3596501,778240,-24.836246490478516
1789603685.540587,782336,-24.672412872314453
1789603686.131815,784384,-24.574024200439453
1789603688.4924421,792576,-24.41291618347168
1789603689.080415,794624,-24.4307861328125
1789603691.436213,802816,-24.524961471557617
1789603692.028116,804864,-24.541828155517578
1789603692.6152692,806912,-24.708913803100586
1789603698.5281322,827392,-24.72422218322754
1789603701.4840782,837632,-24.750598907470703
1789603705.619929,851968,-24.677261352539062
1789603706.212468,854016,-24.65486717224121
1789603709.180282,864256,-24.704618453979492
1789603709.770087,866304,-24.673954010009766
1789603710.952179,870400,-24.62244987487793
1789603712.151051,874496,-24.65684700012207
1789603714.512831,882688,-24.846515655517578
1789603719.823515,901120,-24.59231948852539
1789603721.005911,905216,-24.82781219482422
1789603721.59517,907264,-24.928863525390625
1789603723.366666,913408,-24.803264617919922
1789603726.910039,925696,-24.542245864868164
1789603731.041983,940032,-24.786279678344727
1789603731.630992,942080,-24.809606552124023
1789603732.224223,944128,-24.8023738861084
1789603732.813658,946176,-24.789405822753906
1789603733.9930182,950272,-24.829620361328125
1789603734.584606,952320,-24.695165634155273
1789603736.361632,958464,-24.694223403930664
1789603736.95204,960512,-24.544469833374023
1789603739.924944,970752,-24.778099060058594
1789603740.517744,972800,-24.83261489868164
1789603747.011911,995328,-24.91305923461914
1789603748.7815418,1001472,-24.96230125427246
1789603749.367884,1003520,-24.96351432800293
1789603750.5710652,1007616,-24.732336044311523
1789603751.757348,1011712,-24.745624542236328
1789603753.531198,1017856,-24.56769371032715
1789603760.044823,1040384,-24.31939697265625
1789603762.411768,1048576,-24.71500587463379
1789603763.00112,1050624,-24.704389572143555
1789603764.179879,1054720,-24.58684730529785
1789603765.3595169,1058816,-24.665626525878906
1789603765.951815,1060864,-24.90137481689453
1789603767.130456,1064960,-24.956640243530273
1789603770.086174,1075200,-24.766033172607422
1789603770.676783,1077248,-24.731107711791992
1789603774.2140958,1089536,-24.56873893737793
1789603775.396159,1093632,-24.645122528076172
